player,tm,pos,g,mp,g_2,mp_2,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,link,season
Theresa Plaisance,DAL,F,34,690,34,690,13,0.487,0.463,0.478,0.114,6.8,12.5,7.9,1.8,2.7,9.8,18.1,103,107,0.8,0.4,1.2,0.069,/wnba/players/p/plaisth01w.html,2017
Kelsey Plum,SAS,G,31,711,31,711,9.2,0.479,0.417,0.39,0.28,2,5.1,25.8,1.2,0.5,22.2,22.5,90,109,-0.6,0.2,-0.4,-0.024,/wnba/players/p/plumke01w.html,2017
Jeanette Pohlen-Mavunga,IND,G,29,374,29,374,8.3,0.55,0.5,0.494,0.291,1.3,4.8,8.7,1,0,16,13.2,101,114,0.2,-0.2,0.1,0.006,/wnba/players/p/pohleje01w.html,2017
Cappie Pondexter,CHI,G,29,789,29,789,9.1,0.434,0.382,0.121,0.253,1.9,6.2,23.9,1.2,0.5,17,21.7,89,110,-0.8,0.2,-0.6,-0.031,/wnba/players/p/pondeca01w.html,2017
Aerial Powers,DAL,F-G,12,244,12,244,15.3,0.47,0.394,0.356,0.373,7.6,12,13.5,1,1.9,11.6,26.8,100,110,0.2,0,0.3,0.044,/wnba/players/p/powerae01w.html,2017
Alexis Prince,PHO,F,18,130,18,130,8.7,0.418,0.402,0.39,0.049,0.9,8.4,9,1.6,2.4,6.7,15.7,88,103,-0.1,0.2,0.1,0.023,/wnba/players/p/princal01w.html,2017
Epiphanny Prince,NYL,G,28,751,28,751,18.1,0.518,0.458,0.332,0.284,4.9,7.7,18.7,2.4,0.8,9.7,21.2,112,100,2,1.3,3.3,0.178,/wnba/players/p/princep01w.html,2017
Allie Quigley,CHI,G,31,1000,31,1000,18.1,0.632,0.607,0.474,0.148,1.1,5.9,18.8,1.2,1.2,15.3,21,112,109,2.6,0.3,2.9,0.116,/wnba/players/q/quiglal01w.html,2017
Noelle Quinn,SEA,G,32,504,32,504,10.3,0.597,0.524,0.629,0.339,0.3,6.4,25.1,1.3,0.8,29.6,9.4,111,108,0.7,0.2,0.9,0.075,/wnba/players/q/quinnno01w.html,2017
Nayo Raincock-Ekunwe,NYL,F,32,295,32,295,13.2,0.563,0.526,0.051,0.782,11.3,11,4.6,0.9,0.3,14,18.3,110,103,0.6,0.4,1,0.135,/wnba/players/r/raincna01w.html,2017
Angel Robinson,PHO,F-C,15,237,15,237,9.8,0.616,0.58,0.023,0.159,8.2,14.8,5.6,0.2,3.7,25.4,12.1,102,103,0.2,0.3,0.5,0.078,/wnba/players/r/robinan01w.html,2017
Danielle Robinson,PHO,G,32,752,32,752,11.7,0.501,0.432,0.036,0.339,2.3,7.5,24.5,2.4,0.5,21.7,17,96,103,0.1,0.9,1.1,0.056,/wnba/players/r/robinda01w.html,2017
Sugar Rodgers,NYL,G,33,844,33,844,12.1,0.459,0.428,0.52,0.153,3.1,8.5,15.5,1.8,1.6,12.3,22.6,96,99,0.2,1.5,1.7,0.081,/wnba/players/r/rodgesu01w.html,2017
Tierra Ruffin-Pratt,WAS,G,34,827,34,827,11,0.417,0.337,0.016,0.43,7.2,12.4,15.8,2.1,1.6,14.4,18.8,93,103,-0.2,1,0.8,0.04,/wnba/players/r/ruffiti01w.html,2017
Meighan Simmons,ATL,G,11,42,11,42,1.3,0.351,0.292,0.583,0.292,2.6,6.8,4.2,0,1.9,10,31.1,72,107,-0.2,0,-0.2,-0.169,/wnba/players/s/simmome01w.html,2017
Odyssey Sims,LAS,G,31,752,31,752,16.7,0.527,0.468,0.229,0.277,2.5,5,22.6,3.1,0.6,13.4,20.1,107,98,1.4,1.5,2.9,0.153,/wnba/players/s/simsod01w.html,2017
Breanna Stewart,SEA,F,33,1086,33,1086,24.3,0.588,0.528,0.283,0.443,6,16.4,15.3,1.8,3.9,12.5,27.6,111,100,3.5,1.8,5.3,0.196,/wnba/players/s/stewabr01w.html,2017
Kiah Stokes,NYL,C,34,666,34,666,14.6,0.596,0.531,0.009,0.478,13.3,18.3,7,0.9,4.8,22.6,11.7,113,96,1.2,1.5,2.7,0.162,/wnba/players/s/stokeki01w.html,2017
Shekinna Stricklen,CON,F,34,926,34,926,12.3,0.592,0.565,0.749,0.16,2.1,6.6,5.7,2.2,0.3,10.5,12.8,115,102,1.7,1.3,3,0.131,/wnba/players/s/stricsh01w.html,2017
Carolyn Swords,SEA,C,30,261,30,261,6.5,0.595,0.545,0,0.4,5.6,10.9,5.5,1,1.8,27.9,16.1,91,107,-0.1,0.2,0.1,0.012,/wnba/players/s/swordca01w.html,2017
Brittney Sykes,ATL,G,34,863,34,863,15.2,0.497,0.452,0.264,0.309,3.5,9.3,14.5,1.1,1.7,10.9,26.7,98,104,0.6,1,1.6,0.072,/wnba/players/s/sykesbr01w.html,2017
Stephanie Talbot,PHO,F,34,609,34,609,10.6,0.517,0.48,0.341,0.374,5.8,9.1,14.5,2,1.2,17.3,12.9,104,104,0.6,0.7,1.3,0.084,/wnba/players/t/talbost01w.html,2017
Diana Taurasi,PHO,G,31,883,31,883,19,0.579,0.514,0.595,0.324,1.4,6.3,18.2,0.9,0.9,11.4,27.8,110,106,2.7,0.7,3.3,0.151,/wnba/players/t/tauradi01w.html,2017
Asia Taylor,WAS,F,24,160,24,160,11.4,0.437,0.325,0.05,0.65,12.8,15.6,9,2.3,1,17.6,17.5,95,103,0,0.2,0.2,0.054,/wnba/players/t/tayloas01w.html,2017
Alyssa Thomas,CON,F,33,982,33,982,19.4,0.536,0.509,0.008,0.545,5.3,13,24.3,2.6,1,17.6,24.2,103,98,1.5,2,3.5,0.142,/wnba/players/t/thomaal01w.html,2017
Jasmine Thomas,CON,G,32,902,32,902,17.2,0.517,0.488,0.33,0.18,1.6,4.7,24.9,2.8,0.3,14.8,24.4,102,102,1.2,1.3,2.5,0.113,/wnba/players/t/thomaja01w.html,2017
Krystal Thomas,WAS,C,34,888,34,888,15.9,0.565,0.544,0,0.378,14.2,21,6.2,1,3.3,18.6,13,112,101,1.6,1.4,3,0.133,/wnba/players/t/thomakr01w.html,2017
Kayla Thornton,DAL,F,34,586,34,586,14.8,0.539,0.46,0.345,0.48,7.5,11.2,8.5,1.9,1.1,10.1,17.1,114,109,1.5,0.2,1.6,0.113,/wnba/players/t/thornka01w.html,2017
Ramu Tokashiki,SEA,F,33,411,33,411,6.2,0.496,0.442,0.032,0.284,6.1,8.1,7.9,1.1,1.8,19.6,15.2,93,108,-0.1,0.2,0.1,0.008,/wnba/players/t/tokasra01w.html,2017
Kristi Toliver,WAS,G,34,989,34,989,13.8,0.553,0.519,0.664,0.177,1.3,3.9,20.5,1.2,0.6,14.5,19.4,108,109,1.9,0.3,2.2,0.088,/wnba/players/t/tolivkr01w.html,2017
Morgan Tuck,CON,F,22,366,22,366,6.5,0.433,0.398,0.299,0.165,3.4,7.6,8,1.1,0,13.9,18.5,87,104,-0.4,0.4,0,0.001,/wnba/players/t/tuckmo01w.html,2017
Yvonne Turner,PHO,G,34,434,34,434,10.3,0.49,0.45,0.335,0.236,3.4,4.6,15.3,2.2,0.2,17.2,22.4,91,106,-0.3,0.4,0.1,0.007,/wnba/players/t/turneyv01w.html,2017
Courtney Vandersloot,CHI,G,27,817,27,817,18.6,0.594,0.569,0.276,0.146,2.4,7.2,41.9,2,0.5,23.4,18.5,111,107,2.1,0.5,2.5,0.124,/wnba/players/v/vandeco01w.html,2017
Kia Vaughn,NYL,C,28,549,28,549,13.9,0.545,0.536,0,0.174,11.3,14.2,6.1,1.1,1.6,13.4,13.8,111,100,0.9,1,1.9,0.137,/wnba/players/v/vaughki01w.html,2017
Shatori Walker-Kimbrough,WAS,G,27,336,27,336,11,0.513,0.428,0.34,0.423,2.4,5.1,6,2.3,0.9,12.9,17.6,101,106,0.3,0.3,0.5,0.062,/wnba/players/w/walkesh01w.html,2017
Lindsay Whalen*,MIN,G,22,520,22,520,12.4,0.524,0.49,0.222,0.235,1.9,6.3,25.6,1.1,0.3,20.7,18.2,102,100,0.6,0.9,1.5,0.113,NA,2017
Erica Wheeler,IND,G,34,898,34,898,14.5,0.486,0.464,0.387,0.123,1.5,5.3,29.2,2.7,0.1,15.9,25.3,93,110,-0.2,0.2,0,-0.002,/wnba/players/w/wheeler01w.html,2017
Sami Whitcomb,SEA,G,33,404,33,404,11.5,0.517,0.489,0.767,0.158,4.6,8.6,13.4,3.1,0,16.9,19.9,96,105,0.1,0.4,0.5,0.047,/wnba/players/w/whitcsa01w.html,2017
Sydney Wiese,LAS,G,28,222,28,222,9.5,0.504,0.5,0.583,0.133,1.8,6.3,5.3,1.2,1.2,3.1,13.6,106,101,0.2,0.3,0.6,0.104,/wnba/players/w/wiesesy01w.html,2017
Courtney Williams,CON,G,34,884,34,884,16,0.511,0.488,0.095,0.105,5.8,9.2,13.4,1,0.7,10.1,22,105,104,1.5,1,2.4,0.11,/wnba/players/w/willico01w.html,2017
Elizabeth Williams,ATL,C-F,34,1069,34,1069,16.3,0.513,0.485,0.003,0.267,10.8,13.1,7.5,1.7,5.1,11.8,15.8,106,100,1.4,1.7,3.2,0.119,/wnba/players/w/williel01w.html,2017
Riquna Williams,LAS,G,23,408,23,408,7.9,0.464,0.393,0.529,0.314,2,5,5.8,2.4,0.6,14,21,88,99,-0.4,0.7,0.3,0.031,/wnba/players/w/williri02w.html,2017
Amanda Zahui B.,NYL,C,29,155,29,155,8.7,0.448,0.415,0.123,0.185,6.7,11.4,11.5,1.7,3.2,17.6,24.3,87,97,-0.2,0.3,0.1,0.025,/wnba/players/z/zahuiam01w.html,2017
Cecilia Zandalasini,MIN,F,3,19,3,19,-8.9,0.25,0.25,0,0,0,3.2,0,0,0,33.3,14,35,104,-0.1,0,-0.1,-0.19,/wnba/players/z/zandace01w.html,2017
Shavonte Zellous,NYL,G,34,991,34,991,14.1,0.547,0.45,0.165,0.564,3.8,7.8,15.8,1.5,0.7,15.2,19.1,109,101,2.1,1.5,3.6,0.145,/wnba/players/z/zellosh01w.html,2017
Imani McGee-Stafford,TOT,C,32,430,32,430,12.2,0.488,0.467,0.024,0.187,12.4,16.8,5,1,4.2,15.3,16.1,97,103,0.1,0.5,0.6,0.06,/wnba/players/b/boyetim01w.html,2017
Sophie Brunner,TOT,F,4,15,4,15,-4.9,0,0,0,0,8.1,16.2,0,0,0,50,6,32,105,0,0,0,-0.095,/wnba/players/b/brunnso01w.html,2017
Cierra Burdick,TOT,F,10,86,10,86,12.6,0.705,0.705,0.091,0,5.5,8.2,19.5,1.2,1,26.7,15.5,109,105,0.1,0.1,0.2,0.104,/wnba/players/b/burdici01w.html,2017
Monique Currie,TOT,F,36,784,36,784,17.2,0.552,0.492,0.32,0.353,3.1,10.3,18.3,1.6,1.2,13.3,23.5,106,104,1.5,0.9,2.4,0.124,/wnba/players/c/currimo01w.html,2017
Jordan Hooper,TOT,F,28,299,28,299,10.5,0.526,0.52,0.758,0.061,1.1,6.9,4.7,1.5,0.2,8.1,16.2,100,107,0.2,0.2,0.4,0.049,/wnba/players/h/hoopejo01w.html,2017
Chelsea Hopkins,TOT,G,3,9,3,9,-4.4,0,0,0,0,0,0,0,0,0,0,4.8,0,112,0,0,0,-0.115,/wnba/players/h/hopkich01w.html,2017
Shay Murphy,TOT,G,26,253,26,253,9.2,0.483,0.46,0.571,0.19,5.7,9.1,11,2,0.3,14.9,14.3,97,105,0.1,0.2,0.3,0.049,/wnba/players/m/murphsh01w.html,2017
Haley Peters,TOT,F,4,43,4,43,-1.7,0.5,0.5,0.667,0,0,4.2,3.8,0,0,30.8,13.6,68,112,-0.1,0,-0.1,-0.107,/wnba/players/p/peterha01w.html,2017
Jennie Simms,TOT,G,14,104,14,104,8,0.38,0.28,0.36,0.48,6.6,9.1,11.7,2,1.5,16.5,15.9,85,108,-0.1,0.1,-0.1,-0.029,/wnba/players/s/simmsje01w.html,2017
Tamera Young,TOT,F,35,867,35,867,8.5,0.432,0.398,0.237,0.231,3.2,7.8,11.8,2.1,1.3,15.2,20.3,84,106,-1.4,0.7,-0.6,-0.03,/wnba/players/y/youngta01w.html,2017
Imani McGee-Stafford,CHI,C,22,340,22,340,10.9,0.474,0.449,0.03,0.172,11.9,16.4,5.3,1.2,3.7,16.5,16.6,93,104,-0.1,0.4,0.3,0.037,/wnba/players/b/boyetim01w.html,2017
Sophie Brunner,PHO,F,3,13,3,13,-4.1,0,0,0,0,9.3,18.7,0,0,0,50,7,32,104,0,0,0,-0.108,/wnba/players/b/brunnso01w.html,2017
Cierra Burdick,NYL,F,6,36,6,36,12.4,0.591,0.591,0.091,0,6.4,9.5,19.7,1.4,2.3,26.7,18.4,98,100,0,0.1,0.1,0.087,/wnba/players/b/burdici01w.html,2017
Monique Currie,SAS,F,14,324,14,324,15.6,0.537,0.485,0.287,0.294,3.4,12.6,17.4,1.3,1.5,17.7,25.9,97,104,0.1,0.3,0.5,0.06,/wnba/players/c/currimo01w.html,2017
Jordan Hooper,CON,F,3,11,3,11,-7.7,0,0,0.5,0,0,5.2,0,0,0,0,7.8,0,107,0,0,0,-0.156,/wnba/players/h/hoopejo01w.html,2017
Chelsea Hopkins,NYL,G,1,1,1,1,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,108,0,0,0,0.017,/wnba/players/h/hopkich01w.html,2017
Shay Murphy,PHO,G,9,127,9,127,7.8,0.407,0.379,0.485,0.182,7.7,10.5,8.9,2.4,0,12.3,14.5,90,103,-0.1,0.2,0.1,0.028,/wnba/players/m/murphsh01w.html,2017
Haley Peters,SAS,F,2,35,2,35,1.5,0.563,0.563,0.625,0,0,3.5,4.7,0,0,27.3,14.1,81,112,0,0,-0.1,-0.062,/wnba/players/p/peterha01w.html,2017
Jennie Simms,WAS,G,10,50,10,50,13.3,0.366,0.167,0.25,0.833,11.4,12.5,18,2.1,3.1,15.5,17.4,93,104,0,0.1,0,0.038,/wnba/players/s/simmsje01w.html,2017
Tamera Young,CHI,F,24,697,24,697,9.3,0.444,0.41,0.257,0.233,3.2,7.7,12.8,2.3,1,16.2,20.8,86,106,-1,0.5,-0.5,-0.027,/wnba/players/y/youngta01w.html,2017
Imani McGee-Stafford,ATL,C,10,90,10,90,17.4,0.544,0.542,0,0.25,14.4,18.4,3.9,0.6,6.3,10.1,14.3,113,100,0.2,0.2,0.3,0.148,/wnba/players/b/boyetim01w.html,2017
Sophie Brunner,SAS,F,1,2,1,2,-10.5,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,114,0,0,0,-0.014,/wnba/players/b/brunnso01w.html,2017
Cierra Burdick,SAS,F,4,50,4,50,12.7,0.818,0.818,0.091,0,4.8,7.3,19.3,1,0,26.7,13.5,120,109,0.1,0,0.1,0.117,/wnba/players/b/burdici01w.html,2017
Monique Currie,PHO,F,22,460,22,460,18.3,0.563,0.497,0.347,0.4,2.9,8.7,18.9,1.9,1,9.5,21.8,114,103,1.4,0.6,1.9,0.169,/wnba/players/c/currimo01w.html,2017
Jordan Hooper,ATL,F,15,102,15,102,14.4,0.563,0.55,0.7,0.1,2.1,7.3,5.3,2,0,8.7,19.5,107,104,0.2,0.1,0.3,0.106,/wnba/players/h/hoopejo01w.html,2017
Chelsea Hopkins,ATL,G,2,8,2,8,-5,0,0,0,0,0,0,0,0,0,0,5.4,0,112,0,0,0,-0.132,/wnba/players/h/hopkich01w.html,2017
Shay Murphy,SAS,G,17,126,17,126,10.7,0.567,0.55,0.667,0.2,3.8,7.7,13.2,1.7,0.7,17.7,14.1,105,107,0.1,0.1,0.2,0.07,/wnba/players/m/murphsh01w.html,2017
Haley Peters,WAS,F,2,8,2,8,-15.6,0,0,1,0,0,7.1,0,0,0,50,11.2,0,110,-0.1,0,-0.1,-0.304,/wnba/players/p/peterha01w.html,2017
Jennie Simms,IND,G,4,54,4,54,3,0.396,0.385,0.462,0.154,2.2,5.9,5.9,1.9,0,17.8,14.5,74,112,-0.1,0,-0.1,-0.092,/wnba/players/s/simmsje01w.html,2017
Tamera Young,ATL,F,11,170,11,170,5.5,0.379,0.347,0.153,0.22,3.2,8.4,7.8,0.9,2.4,11,18.6,79,104,-0.4,0.2,-0.2,-0.041,/wnba/players/y/youngta01w.html,2017
Jordan Hooper,CHI,F,10,186,10,186,9.4,0.518,0.518,0.807,0.035,0.7,6.9,4.7,1.3,0.4,8,14.9,98,109,0.1,0.1,0.1,0.03,/wnba/players/h/hoopejo01w.html,2017
Natalie Achonwa,IND,F,34,883,34,883,18.7,0.58,0.527,0,0.365,10.6,15.4,9.4,1.7,2.2,11.2,17.5,117,107,2.3,0.9,3.2,0.145,/wnba/players/a/achonna01w.html,2018
Kayla Alexander,IND,C,30,257,30,257,11.8,0.584,0.541,0,0.279,8.9,14.7,3.3,0.8,3.3,21.7,15.5,100,108,0.1,0.2,0.3,0.048,/wnba/players/a/alexaka01w.html,2018
Lindsay Allen,LVA,G,24,358,24,358,9.8,0.443,0.39,0.219,0.329,0.9,4.7,27.5,2.1,0,20.1,12.5,96,110,0,0.2,0.2,0.02,/wnba/players/a/allenli01w.html,2018
Rebecca Allen,NYL,G,28,291,28,291,9.9,0.478,0.426,0.376,0.248,5.1,9.6,4.6,1.6,3.3,12.5,19.9,92,108,-0.2,0.3,0.1,0.011,/wnba/players/a/allenre01w.html,2018
Ariel Atkins,WAS,G,29,652,29,652,17.8,0.544,0.513,0.453,0.183,5.1,6.3,15.9,3.1,1.3,11.5,23.9,108,106,1.3,0.7,2,0.123,/wnba/players/a/atkinar01w.html,2018
Seimone Augustus,MIN,G-F,33,864,33,864,12.6,0.512,0.499,0.198,0.102,0.7,4.2,17,0.8,0.8,10.3,20.4,102,107,0.6,0.9,1.5,0.069,/wnba/players/a/augusse01w.html,2018
Rachel Banham,CON,G,33,424,33,424,14,0.578,0.526,0.609,0.286,1.6,4,15.9,1.8,0.6,10.7,17.1,121,106,1.3,0.5,1.7,0.163,/wnba/players/b/banhara01w.html,2018
Alana Beard,LAS,G-F,30,766,30,766,8.7,0.435,0.4,0.038,0.162,5.6,7.7,9.5,3,0.7,12.6,9.9,99,102,0.1,1.4,1.5,0.079,/wnba/players/b/beardal01w.html,2018
Hind Ben Abdelkader,IND,G,14,142,14,142,-0.6,0.312,0.256,0.674,0.186,0.8,5.7,11.8,1.5,0.6,21.8,19.1,61,112,-0.7,0.1,-0.7,-0.188,/wnba/players/b/benahi01w.html,2018
Monique Billings,ATL,F,32,353,32,353,12.4,0.495,0.441,0,0.344,11.5,13.8,5.4,2,0.2,11.6,14.9,106,101,0.4,0.7,1,0.117,/wnba/players/b/billimo01w.html,2018
Sue Bird,SEA,G,31,824,31,824,19.1,0.604,0.587,0.543,0.117,0.7,3.8,40.7,2.2,0.2,18.5,17.5,121,105,2.9,1.1,3.9,0.192,/wnba/players/b/birdsu01w.html,2018
Kelsey Bone,LVA,C,32,344,32,344,6.7,0.506,0.5,0,0.225,6.2,11.3,16.7,0.4,0.5,25.4,14.7,91,111,-0.3,0.2,-0.1,-0.01,/wnba/players/b/boneke01w.html,2018
DeWanna Bonner,PHO,F-G,34,1120,34,1120,20.5,0.566,0.512,0.383,0.293,5.3,13.1,17.2,2,1,9.6,23.6,114,105,3.2,1.5,4.7,0.169,/wnba/players/b/bonnede01w.html,2018
Brittany Boyd,NYL,G,30,613,30,613,13.4,0.497,0.444,0.16,0.314,1.9,11.1,42.1,3.1,0.4,29.6,20.2,92,104,-0.5,0.9,0.4,0.025,/wnba/players/b/boydbr01w.html,2018
Imani McGee-Stafford,ATL,C,29,305,29,305,12.3,0.459,0.453,0,0.174,14,18,9.5,2.1,2.9,19.9,16.5,93,97,-0.2,0.8,0.6,0.078,/wnba/players/b/boyetim01w.html,2018
Jessica Breland,ATL,F,34,899,34,899,14.5,0.454,0.428,0,0.152,7.1,16.6,12.4,2.2,5.7,15.6,17.7,92,94,-0.6,2.7,2.1,0.094,/wnba/players/b/brelaje01w.html,2018
Lexie Brown,CON,G,22,124,22,124,5.6,0.393,0.375,0.659,0.159,0.9,8,13,2.4,0.7,17.5,19.9,81,103,-0.3,0.2,-0.1,-0.024,/wnba/players/b/brownle02w.html,2018
Rebekkah Brunson,MIN,F,25,691,25,691,11.7,0.498,0.462,0.304,0.31,6.4,14.7,13,1.5,1.6,17.1,14.2,101,101,0.3,1.3,1.6,0.093,/wnba/players/b/brunsre01w.html,2018
Liz Cambage,DAL,C,32,945,32,945,30.7,0.643,0.602,0.078,0.485,9.3,19,16.5,0.8,4.5,13.4,30.1,121,104,4.8,1.4,6.2,0.26,/wnba/players/c/cambael01w.html,2018
Jordin Canada,SEA,G,33,543,33,543,11.1,0.446,0.385,0.302,0.357,2,5.2,29.3,2.8,0.1,21,22.2,92,103,-0.5,0.9,0.4,0.029,/wnba/players/c/canadjo01w.html,2018
Essence Carson,LAS,G,34,786,34,786,11.9,0.535,0.519,0.466,0.069,1.5,6.9,6.3,2,1.3,8.1,15.7,103,103,0.5,1.3,1.8,0.091,/wnba/players/c/carsoes01w.html,2018
Tina Charles,NYL,C,33,1088,33,1088,18.4,0.534,0.501,0.171,0.219,6.6,12.3,16.9,1.1,1.6,13.2,29.2,101,109,0.9,0.9,1.7,0.064,/wnba/players/c/charlti01w.html,2018
Saniya Chong,DAL,G,5,43,5,43,6.3,0.273,0.167,0.167,0.5,2.7,5.4,15.7,3.5,0,12,8.3,87,107,0,0,0,0.013,/wnba/players/c/chongsa01w.html,2018
Karima Christmas-Kelly,DAL,F-G,6,167,6,167,13.5,0.65,0.517,0.31,1.103,7.7,11.5,7.9,0.6,0.9,18.8,13.6,123,111,0.5,0.1,0.5,0.128,/wnba/players/c/chriska02w.html,2018
Alysha Clark,SEA,F,31,813,31,813,11.7,0.599,0.564,0.428,0.225,4.6,7.7,10.3,2,0.4,15.9,12.6,114,104,1.3,1.2,2.5,0.123,/wnba/players/c/clarkal01w.html,2018
Natasha Cloud,WAS,G,27,715,27,715,13.5,0.535,0.515,0.407,0.132,1,7.2,27.4,1.5,0.5,17.2,16.8,108,109,1,0.5,1.6,0.087,/wnba/players/c/cloudna01w.html,2018
Alaina Coates,CHI,C,32,364,32,364,12.7,0.595,0.568,0,0.541,13.1,16.4,5.5,0.8,1.5,15.7,13.3,116,112,0.7,0.1,0.8,0.09,/wnba/players/c/coateal01w.html,2018
Nia Coffey,LVA,F,28,386,28,386,6.2,0.443,0.387,0.036,0.496,6.1,9.5,6.8,1.2,1.3,18.5,22.8,82,109,-1,0.3,-0.7,-0.073,/wnba/players/c/coffeni01w.html,2018
Marissa Coleman,NYL,G-F,21,384,21,384,7.3,0.417,0.4,0.374,0.052,3.9,7.6,9.1,1.3,1.1,10,15.4,88,111,-0.4,0.2,-0.2,-0.018,/wnba/players/c/colemma01w.html,2018
Sydney Colson,MIN,G,2,17,2,17,6.3,0.444,0.429,0.286,0.286,7.1,7.1,40.4,0,5,33.7,31.7,76,105,-0.1,0,-0.1,-0.167,/wnba/players/c/colsosy01w.html,2018
Kahleah Copper,CHI,G-F,33,524,33,524,10.8,0.514,0.456,0.314,0.275,4,8.1,6.3,1,0.9,12.3,22.2,98,115,0,-0.1,0,-0.001,/wnba/players/c/coppeka01w.html,2018
Monique Currie,WAS,F,32,508,32,508,11.3,0.522,0.445,0.337,0.413,4.2,11.3,8.5,1.3,1,15.8,21.8,99,107,0.2,0.5,0.7,0.052,/wnba/players/c/currimo01w.html,2018
Damiris Dantas,ATL,F,19,255,19,255,12.2,0.486,0.459,0.216,0.186,7.3,9.8,10.8,1.6,0,8.7,19.6,103,103,0.2,0.4,0.6,0.094,/wnba/players/d/dantada01w.html,2018
Kaela Davis,DAL,F,27,453,27,453,4.4,0.419,0.382,0.285,0.271,3.4,7.1,12.5,1,0.2,17.8,18.6,85,112,-0.8,0.2,-0.6,-0.053,/wnba/players/d/daviska01w.html,2018
Elena Delle Donne,WAS,F-G,29,933,29,933,27.3,0.592,0.542,0.268,0.275,5.5,13.5,13.6,1.5,3.6,5.1,26.2,124,104,4.6,1.3,5.9,0.253,/wnba/players/d/delleel01w.html,2018
Diamond DeShields,CHI,G,34,967,34,967,15.7,0.54,0.476,0.312,0.358,4.7,10.1,12.9,1.9,0.8,13.4,24.1,104,112,1.1,0.3,1.4,0.059,/wnba/players/d/deshidi01w.html,2018
Blake Dietrick,ATL,G,26,186,26,186,3.8,0.491,0.471,0.657,0.171,1.2,4.2,8.7,1.9,0,24.2,11.6,85,104,-0.2,0.3,0.1,0.014,/wnba/players/d/dietrbl01w.html,2018
Skylar Diggins-Smith,DAL,G,32,1092,32,1092,19,0.531,0.459,0.373,0.39,2.3,5.7,30.8,2.1,1.2,13,24.4,113,109,3.1,0.8,3.9,0.142,/wnba/players/d/diggisk01w.html,2018
Stefanie Dolson,CHI,C,27,745,27,745,12.4,0.539,0.507,0.227,0.14,3.3,9.7,17.5,1,2.4,16.5,17.4,102,112,0.5,0.2,0.7,0.036,/wnba/players/d/dolsost01w.html,2018
Candice Dupree,IND,F,32,1006,32,1006,16.1,0.52,0.488,0.002,0.177,4,11.9,10.4,1.5,0.9,10.4,22.1,101,109,0.7,0.8,1.4,0.058,/wnba/players/d/dupreca01w.html,2018
Adaora Elonu,ATL,F,1,1,1,1,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,111,0,0,0,0.017,/wnba/players/e/elonuad01w.html,2018
Temi Fagbenle,MIN,C,30,283,30,283,12.9,0.539,0.506,0,0.299,11.9,12.8,9.7,1.5,2.7,20.2,17.5,101,102,0.1,0.5,0.6,0.088,/wnba/players/f/fagbete01w.html,2018
Jamierra Faulkner,CHI,G,17,360,17,360,8.4,0.446,0.414,0.47,0.179,1.7,3.9,29.2,1.1,0.4,19.5,22.2,90,117,-0.5,-0.1,-0.6,-0.067,/wnba/players/f/faulkja01w.html,2018
Sylvia Fowles,MIN,C,34,1087,34,1087,26.5,0.658,0.619,0,0.441,13.5,22.4,12.6,2.3,3.3,18.4,23.4,117,96,3.7,2.9,6.6,0.243,/wnba/players/f/fowlesy01w.html,2018
Cayla George,DAL,C,23,245,23,245,11.1,0.515,0.513,0.5,0.077,7.2,15.2,10.5,0.4,1.6,14.8,16.6,103,109,0.2,0.2,0.4,0.06,/wnba/players/f/francca01w.html,2018
Allisha Gray,DAL,G,34,907,34,907,13.4,0.538,0.464,0.448,0.383,5.2,7.4,13.9,2.4,0.7,14,15.9,112,109,1.6,0.7,2.3,0.103,/wnba/players/g/grayal01w.html,2018
Chelsea Gray,LAS,G,34,1111,34,1111,18.6,0.572,0.531,0.243,0.243,1.8,6.3,27.2,2.3,0.5,15.3,22.3,109,103,2.2,1.8,4,0.143,/wnba/players/g/graych01w.html,2018
Brittney Griner,PHO,C,34,1108,34,1108,23.9,0.602,0.545,0.008,0.419,7.2,14.1,12.5,0.8,6,12.1,27.3,114,104,3.5,1.7,5.2,0.187,/wnba/players/g/grinebr01w.html,2018
Marie Gulich,PHO,C,23,115,23,115,6,0.523,0.483,0,0.276,9.9,11.4,2.8,0.4,4,28.6,18.2,83,108,-0.2,0.1,-0.1,-0.041,/wnba/players/g/gulima01w.html,2018
Jazmon Gwathmey,IND,G,10,116,10,116,-0.1,0.276,0.244,0.282,0.256,1.9,8.5,12.2,1.3,1.4,13.9,19.7,61,110,-0.6,0.1,-0.5,-0.181,/wnba/players/g/gwathja01w.html,2018
Dearica Hamby,LVA,F,33,474,33,474,19.8,0.601,0.563,0.257,0.354,8.7,13.9,14.8,2.5,1.5,15.5,21.7,111,104,1.1,0.7,1.7,0.146,/wnba/players/h/hambyde01w.html,2018
Linnae Harper,CHI,G,24,146,24,146,10.8,0.467,0.447,0.277,0.213,3.3,7.2,25.9,1.7,0.5,16.3,18.8,97,114,0,0,0,0.002,/wnba/players/h/harpeli01w.html,2018
