player,tm,pos,g,mp,g_2,mp_2,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,link,season
Shavonte Zellous,NYL,G,33,770,33,770,13,0.519,0.414,0.115,0.535,2.7,5.9,15.4,1.9,0.6,13.6,18.4,106,103,1.1,1,2.1,0.107,/wnba/players/z/zellosh01w.html,2016
Kelsey Bone,TOT,C,34,528,34,528,8.9,0.458,0.428,0.082,0.221,7.4,14.3,9.3,1.2,0.6,18.3,23.3,87,105,-0.8,0.5,-0.3,-0.02,/wnba/players/b/boneke01w.html,2016
Blake Dietrick,TOT,G,3,14,3,14,8.5,0.694,0.5,0.5,1,0,12.8,0,0,0,25.8,12.9,105,106,0,0,0,0.068,/wnba/players/d/dietrbl01w.html,2016
Markeisha Gatling,TOT,C,27,232,27,232,8.1,0.54,0.473,0,0.291,10.7,11.8,5.7,1.1,2.6,24.4,15.8,96,105,0,0.2,0.2,0.042,/wnba/players/g/gatlima01w.html,2016
Lindsey Harding,TOT,G,26,443,26,443,8.1,0.427,0.368,0.075,0.236,1.1,6.7,21.8,1.4,0.3,17.6,14.5,92,107,-0.2,0.4,0.2,0.014,/wnba/players/h/hardili01w.html,2016
Whitney Knight,TOT,G,10,38,10,38,-2.4,0.2,0.2,0.733,0,3.5,8.1,7.8,2.8,4.3,11.8,20.9,48,98,-0.3,0.1,-0.2,-0.198,/wnba/players/k/knighwh01w.html,2016
Noelle Quinn,TOT,G,33,407,33,407,3.5,0.33,0.284,0.272,0.148,0.6,7.1,18.4,1.8,0.9,25.2,13.1,71,105,-1,0.4,-0.6,-0.059,/wnba/players/q/quinnno01w.html,2016
Avery Warley-Talbert,TOT,C,3,15,3,15,-4.3,0,0,0,0,7.8,11.8,10.2,0,5.3,25,11.8,28,106,-0.1,0,-0.1,-0.205,/wnba/players/w/warleav01w.html,2016
Courtney Williams,TOT,G,25,351,25,351,14.3,0.445,0.434,0.163,0.127,9,13,15,1.7,0.7,10.7,24.2,95,105,0,0.4,0.4,0.04,/wnba/players/w/willico01w.html,2016
Kelsey Bone,CON,C,14,334,14,334,12.3,0.478,0.447,0.106,0.255,6.1,13.7,9.2,1.5,0.7,14.2,23.6,94,104,-0.1,0.4,0.3,0.033,/wnba/players/b/boneke01w.html,2016
Blake Dietrick,SEA,G,2,6,2,6,3.6,1.136,NA,NA,NA,0,0,0,0,0,53.2,14.6,107,113,0,0,0,0.047,/wnba/players/d/dietrbl01w.html,2016
Markeisha Gatling,SEA,C,11,64,11,64,5.4,0.623,0.529,0,0.412,10.2,8.7,2.7,0.8,3.5,33.2,21.9,88,107,-0.1,0.1,0,-0.016,/wnba/players/g/gatlima01w.html,2016
Lindsey Harding,NYL,G,5,114,5,114,4.7,0.348,0.32,0.12,0.08,1,6.9,23.8,0.4,0,18.8,12.3,84,106,-0.1,0.1,0,-0.01,/wnba/players/h/hardili01w.html,2016
Whitney Knight,LAS,G,7,27,7,27,3.4,0.3,0.3,0.7,0,5,7,5.3,3.9,6,16.7,20.9,61,94,-0.1,0.1,-0.1,-0.097,/wnba/players/k/knighwh01w.html,2016
Noelle Quinn,PHO,G,13,129,13,129,2.8,0.327,0.259,0.345,0.241,1,5.7,20.8,2,1.8,23.8,14.9,73,106,-0.3,0.1,-0.2,-0.071,/wnba/players/q/quinnno01w.html,2016
Avery Warley-Talbert,ATL,C,1,4,1,4,-39.7,0,0,0,0,0,14.3,0,0,0,33.3,32.5,0,104,-0.1,0,-0.1,-0.79,/wnba/players/w/warleav01w.html,2016
Courtney Williams,PHO,G,6,25,6,25,-5.1,0.152,0.111,0.111,0.222,5,17,11.7,0,0,16.8,21.7,43,106,-0.2,0,-0.2,-0.298,/wnba/players/w/willico01w.html,2016
Kelsey Bone,PHO,C,20,194,20,194,3.2,0.413,0.388,0.03,0.149,9.6,15.3,9.6,0.8,0.4,25.9,22.7,74,106,-0.7,0.2,-0.5,-0.111,/wnba/players/b/boneke01w.html,2016
Blake Dietrick,SAS,G,1,8,1,8,12.1,0.5,0.5,0.5,0,0,22.4,0,0,0,0,11.5,101,101,0,0,0,0.085,/wnba/players/d/dietrbl01w.html,2016
Markeisha Gatling,ATL,C,16,168,16,168,9.1,0.5,0.447,0,0.237,10.9,13,6.9,1.2,2.2,19.2,13.4,100,105,0.1,0.2,0.3,0.063,/wnba/players/g/gatlima01w.html,2016
Lindsey Harding,PHO,G,21,329,21,329,9.3,0.45,0.383,0.062,0.284,1.1,6.6,21.1,1.7,0.5,17.3,15.3,94,107,-0.1,0.3,0.2,0.023,/wnba/players/h/hardili01w.html,2016
Whitney Knight,SAS,G,3,11,3,11,-16.5,0,0,0.8,0,0,10.9,13.8,0,0,0,21,11,108,-0.1,0,-0.1,-0.445,/wnba/players/k/knighwh01w.html,2016
Noelle Quinn,SEA,G,20,278,20,278,3.8,0.332,0.298,0.231,0.096,0.5,7.8,17.3,1.7,0.5,26,12.3,71,105,-0.7,0.3,-0.4,-0.054,/wnba/players/q/quinnno01w.html,2016
Avery Warley-Talbert,SAS,C,2,11,2,11,8.5,0,0,0,0,10.6,10.9,13.8,0,7.2,0,4.2,83,107,0,0,0,0.008,/wnba/players/w/warleav01w.html,2016
Courtney Williams,CON,G,19,326,19,326,15.8,0.463,0.452,0.166,0.121,9.3,12.7,15.2,1.9,0.7,10.3,24.4,99,105,0.2,0.3,0.5,0.066,/wnba/players/w/willico01w.html,2016
Natalie Achonwa,IND,F,34,623,34,623,16.2,0.597,0.557,0,0.335,7.1,13,7.4,1.2,2.3,13.3,17.4,112,109,1.4,0.2,1.6,0.102,/wnba/players/a/achonna01w.html,2017
Danielle Adams,CON,F-C,19,83,19,83,14.1,0.519,0.489,0.689,0.111,9.4,7.5,7.8,2.4,3.7,12.9,28,101,100,0.1,0.1,0.2,0.12,/wnba/players/a/adamsda01w.html,2017
Matee Ajavon,ATL,G,31,250,31,250,5.8,0.403,0.289,0.053,0.513,3.9,8.7,19.1,2.2,0,23.1,21,78,103,-0.7,0.3,-0.4,-0.058,/wnba/players/a/ajavoma01w.html,2017
Evelyn Akhator,DAL,F,15,61,15,61,3.3,0.349,0.25,0,0.375,12.6,8.7,0,0.8,3.8,21.2,16.3,75,112,-0.2,0,-0.2,-0.107,/wnba/players/a/akhatev01w.html,2017
Kayla Alexander,SAS,C,34,522,34,522,16.6,0.607,0.582,0,0.133,10.4,12.5,6.3,1.5,2.7,15.5,17.8,110,105,1,0.5,1.5,0.115,/wnba/players/a/alexaka01w.html,2017
Lindsay Allen,NYL,G,28,376,28,376,9,0.399,0.371,0.21,0.161,3.1,6.4,24.6,2.2,0.2,22.2,10,95,101,0,0.6,0.6,0.067,/wnba/players/a/allenli01w.html,2017
Rebecca Allen,NYL,G,33,304,33,304,10.6,0.449,0.45,0.436,0.059,4.9,12.6,9.2,2,3.5,14.8,17.7,90,95,-0.2,0.7,0.5,0.07,/wnba/players/a/allenre01w.html,2017
Ameryst Alston,NYL,G,2,3,2,3,29.8,0.5,0.5,0,0,38.2,38,83.8,0,0,33.3,44.2,92,98,0,0,0,0.035,/wnba/players/a/alstoam01w.html,2017
Seimone Augustus,MIN,G-F,32,886,32,886,16.1,0.558,0.534,0.149,0.129,1.9,6.5,22.3,1,0.3,12.6,17.9,114,100,2.3,1.5,3.9,0.174,/wnba/players/a/augusse01w.html,2017
Rachel Banham,CON,G,30,283,30,283,7.6,0.446,0.406,0.564,0.198,0.8,6.8,11.3,0.7,0,9.9,18.4,95,105,0,0.3,0.3,0.036,/wnba/players/b/banhara01w.html,2017
Alana Beard,LAS,G-F,34,1048,34,1048,11.6,0.551,0.513,0.098,0.238,2.7,6.9,10.4,3.5,1.4,17.4,11.4,104,96,0.9,2.4,3.3,0.127,/wnba/players/b/beardal01w.html,2017
Alex Bentley,CON,G,31,735,31,735,10.9,0.458,0.422,0.3,0.179,0.6,3.5,18,1.7,0.4,8.7,18.1,101,104,0.6,0.8,1.4,0.077,/wnba/players/b/bentlal01w.html,2017
Sue Bird,SEA,G,30,901,30,901,16.5,0.551,0.535,0.547,0.113,1,4.1,35.9,2.1,0.3,17.7,18.2,110,108,2,0.4,2.4,0.105,/wnba/players/b/birdsu01w.html,2017
Brittany Boyd,NYL,G,2,32,2,32,39.7,0.655,0.6,0.067,0.733,10.8,14.2,34.7,4.9,0,9.2,30.2,134,93,0.3,0.1,0.4,0.469,/wnba/players/b/boydbr01w.html,2017
Jessica Breland,CHI,F,34,834,34,834,15.4,0.517,0.49,0.072,0.161,7.9,15,10.1,1.1,5.2,16.5,19.9,96,103,0.2,1.1,1.2,0.059,/wnba/players/b/brelaje01w.html,2017
Rebekkah Brunson,MIN,F,30,807,30,807,15.4,0.54,0.496,0.272,0.37,8,15.2,8.1,2.1,1.3,14.5,18.2,107,94,1.3,2.2,3.5,0.171,/wnba/players/b/brunsre01w.html,2017
Adut Bulgak,CHI,C,5,61,5,61,12.6,0.455,0.432,0.136,0.227,8,19,0,4.1,2.4,11,19.7,88,96,-0.1,0.1,0.1,0.056,/wnba/players/b/bulgaad01w.html,2017
Emma Cannon,PHO,F,34,440,34,440,10.3,0.526,0.491,0.018,0.553,11.9,16.8,3.9,0.6,0.9,17.9,17.8,99,104,0.2,0.5,0.7,0.065,/wnba/players/c/cannoem01w.html,2017
Essence Carson,LAS,G,24,464,24,464,9.4,0.498,0.447,0.346,0.231,3.2,5.5,9,1.7,1.5,13.6,13.2,100,101,0.2,0.7,1,0.084,/wnba/players/c/carsoes01w.html,2017
Tina Charles,NYL,C,34,1095,34,1095,21.9,0.508,0.462,0.116,0.258,7.2,16.5,16.2,1.3,1.8,10.8,29.9,105,97,2.3,2.4,4.7,0.172,/wnba/players/c/charlti01w.html,2017
Saniya Chong,DAL,G,33,364,33,364,9.9,0.496,0.417,0.487,0.372,2.7,4.8,14.8,3,0.6,21.6,13.4,96,109,0,0.1,0.2,0.017,/wnba/players/c/chongsa01w.html,2017
Karima Christmas-Kelly,DAL,F-G,34,1011,34,1011,13.2,0.536,0.43,0.338,0.563,6.3,8.3,12.2,2.1,0.5,14.6,16,111,110,2,0.1,2.1,0.084,/wnba/players/c/chriska02w.html,2017
Layshia Clarendon,ATL,G,34,1014,34,1014,13,0.454,0.394,0.169,0.251,3.2,7.2,38.4,1.6,0.2,18.3,21.1,96,105,0.2,1,1.1,0.044,/wnba/players/c/clarela01w.html,2017
Alysha Clark,SEA,F,33,934,33,934,12.2,0.606,0.579,0.332,0.252,4.7,9.2,9.1,1.3,0.3,12.8,12.9,115,108,1.8,0.5,2.3,0.099,/wnba/players/c/clarkal01w.html,2017
Natasha Cloud,WAS,G,24,448,24,448,9.5,0.408,0.364,0.432,0.229,1.8,7.5,24.7,2,0.5,15,15.3,94,106,0,0.4,0.4,0.031,/wnba/players/c/cloudna01w.html,2017
Nia Coffey,SAS,F,27,210,27,210,3.1,0.349,0.271,0.068,0.373,9.8,14.5,4.6,1.2,2.4,18.9,18.1,73,105,-0.6,0.2,-0.4,-0.078,/wnba/players/c/coffeni01w.html,2017
Marissa Coleman,IND,G-F,34,636,34,636,5.9,0.457,0.411,0.518,0.214,1.5,6.9,8.7,0.8,0.7,17.5,16.3,84,113,-0.8,-0.1,-1,-0.06,/wnba/players/c/colemma01w.html,2017
Nadia Colhado,IND,C,5,13,5,13,2.5,1,1,0,0,9.2,9.8,0,0,6.4,50,7.1,100,111,0,0,0,0.013,/wnba/players/c/colhana01w.html,2017
Sydney Colson,SAS,G,28,326,28,326,6.7,0.402,0.341,0.114,0.364,1.1,2.8,27.7,2.2,0.5,20.9,17.8,84,108,-0.5,0.2,-0.3,-0.039,/wnba/players/c/colsosy01w.html,2017
Kahleah Copper,CHI,G-F,34,485,34,485,11.9,0.542,0.492,0.182,0.283,2.8,7.9,4.4,1.1,0.3,11.7,21.7,100,109,0.3,0.2,0.5,0.042,/wnba/players/c/coppeka01w.html,2017
Damiris Dantas,ATL,F,34,614,34,614,12.3,0.471,0.442,0.377,0.165,5.8,11.3,6.8,1.4,2.5,9.1,21.7,96,102,0.1,0.8,0.9,0.061,/wnba/players/d/dantada01w.html,2017
Kaela Davis,DAL,F,33,511,33,511,7.9,0.491,0.431,0.2,0.371,2.1,5.3,11.2,1.6,0.5,19.7,20.9,90,112,-0.4,-0.1,-0.5,-0.037,/wnba/players/d/daviska01w.html,2017
Elena Delle Donne,WAS,F-G,25,758,25,758,28.5,0.636,0.545,0.264,0.463,5.9,12.7,10.9,1.4,3.7,8.9,25.2,128,103,4.4,1,5.4,0.287,/wnba/players/d/delleel01w.html,2017
Erika de Souza,SAS,F-C,27,338,27,338,11.1,0.497,0.479,0,0.064,10,12.6,10,1.2,2.4,19.2,15.9,94,106,0,0.3,0.3,0.03,/wnba/players/d/desouer01w.html,2017
Maimouna Diarra,LAS,C,10,20,10,20,5.1,0.255,0.2,0,0.4,27,35,6.8,5.2,0,33.8,20.5,66,83,-0.1,0.1,0,-0.04,/wnba/players/d/diarrma01w.html,2017
Skylar Diggins-Smith,DAL,G,34,1162,34,1162,21.3,0.57,0.476,0.308,0.479,2.2,6,31.3,1.9,1.9,14.6,23.4,116,110,4.4,0.2,4.6,0.158,/wnba/players/d/diggisk01w.html,2017
Stefanie Dolson,CHI,C,33,968,33,968,18.5,0.636,0.605,0.205,0.199,5.3,11.6,14.8,0.9,3.2,17.7,20.9,110,106,2.3,0.8,3.1,0.127,/wnba/players/d/dolsost01w.html,2017
Candice Dupree,IND,F,33,1049,33,1049,18,0.531,0.494,0.005,0.176,4,11.6,10.4,1.5,1.2,8.8,22.7,104,109,1.7,0.4,2,0.077,/wnba/players/d/dupreca01w.html,2017
Makayla Epps,CHI,G,17,64,17,64,-2.3,0.25,0.167,0.278,0.5,3.8,2.7,12.6,1.6,0,18.5,18.6,59,112,-0.3,0,-0.3,-0.207,/wnba/players/e/eppsma01w.html,2017
Temi Fagbenle,MIN,C,21,89,21,89,9.5,0.569,0.5,0,0.5,7.1,14.4,1.6,1.7,3.7,26.7,15,92,93,0,0.2,0.2,0.099,/wnba/players/f/fagbete01w.html,2017
Feyonda Fitzgerald,CON,G,2,8,2,8,1.3,0,0,0,0,27.9,28.4,15.5,0,0,33.3,16.1,54,103,0,0,0,-0.191,/wnba/players/f/fitzgfe01w.html,2017
Sylvia Fowles,MIN,C,34,1048,34,1048,30.8,0.691,0.655,0,0.456,14.8,20.6,8.7,2.2,5.2,15.1,23.3,127,90,5.7,3.4,9.2,0.35,/wnba/players/f/fowlesy01w.html,2017
Cayla George,PHO,C,32,381,32,381,7.7,0.452,0.436,0.422,0.128,3.5,13.5,6.6,1.2,2.5,11.5,15.5,89,101,-0.2,0.6,0.4,0.038,/wnba/players/f/francca01w.html,2017
Bashaara Graves,CHI,F,10,92,10,92,10.5,0.518,0.5,0,0.318,8,14.5,8.1,1.1,0.8,19.3,14.9,96,106,0,0.1,0.1,0.035,/wnba/players/g/graveba01w.html,2017
Allisha Gray,DAL,G,34,924,34,924,16.4,0.488,0.425,0.297,0.335,6.5,8.5,8.9,2.8,1.7,8.5,22.5,105,108,1.5,0.5,2,0.086,/wnba/players/g/grayal01w.html,2017
Chelsea Gray,LAS,G,34,1125,34,1125,19,0.618,0.58,0.303,0.27,2.5,6.4,21.6,1.7,0.6,13.8,19.3,118,101,3.9,1.8,5.7,0.202,/wnba/players/g/graych01w.html,2017
Brittney Griner,PHO,C,26,820,26,820,28.7,0.642,0.577,0,0.532,6.7,14.6,13.1,1.1,6.3,12.6,28,118,99,3.9,1.5,5.4,0.262,/wnba/players/g/grinebr01w.html,2017
Sandrine Gruda,LAS,F-C,7,28,7,28,-7,0.364,0.364,0,0,4.8,9.1,0,0,0,31.3,26.4,52,104,-0.2,0,-0.2,-0.283,/wnba/players/g/grudasa01w.html,2017
Jazmon Gwathmey,IND,G,28,478,28,478,7.8,0.448,0.398,0.32,0.279,4,7.3,7.7,1.5,3.8,15.7,22.3,84,110,-0.9,0.1,-0.7,-0.061,/wnba/players/g/gwathja01w.html,2017
Dearica Hamby,SAS,F,34,686,34,686,13.7,0.502,0.463,0.037,0.466,8.8,12.8,9,2.2,1.1,14.8,20.3,98,104,0.3,0.7,1,0.059,/wnba/players/h/hambyde01w.html,2017
Keisha Hampton,CHI,F,19,148,19,148,13.8,0.569,0.543,0.621,0.103,5,4.7,6.4,1.7,1.5,7.6,19.6,110,110,0.3,0,0.3,0.094,/wnba/players/h/hamptke01w.html,2017
Jennifer Hamson,IND,C,12,86,12,86,17.2,0.617,0.556,0,0.389,8.4,18.5,4,0.6,10.6,19.2,14.1,109,102,0.1,0.1,0.3,0.118,/wnba/players/h/hamsoje01w.html,2017
Amber Harris,CHI,F,27,159,27,159,10.2,0.417,0.396,0.229,0.167,9.2,15.3,4.7,0.9,4.1,12,16.3,88,104,-0.1,0.2,0,0.008,/wnba/players/h/harriam01w.html,2017
Isabelle Harrison,SAS,F,34,906,34,906,15.7,0.527,0.502,0.006,0.294,9.6,14.5,10.2,1.6,2.3,15.6,21.6,99,104,0.7,1,1.7,0.074,/wnba/players/h/harriis01w.html,2017
Bria Hartley,NYL,G,34,727,34,727,11.3,0.519,0.496,0.462,0.164,1.6,5.6,16.2,1.4,0.6,16.1,18.5,100,102,0.5,1,1.5,0.083,/wnba/players/h/hartlbr01w.html,2017
Tianna Hawkins,WAS,F,33,547,33,547,16,0.556,0.503,0.246,0.23,9,14.4,3.7,1.7,1.1,10.8,18.9,112,104,1.3,0.6,1.9,0.139,/wnba/players/h/hawkiti01w.html,2017
Tiffany Hayes,ATL,G,33,989,33,989,18.8,0.582,0.499,0.339,0.486,3.4,7.3,14.8,2.1,0.7,11.8,23,113,104,3.1,1.1,4.2,0.171,/wnba/players/h/hayesti01w.html,2017
Aneika Henry-Morello,ATL,F-C,6,31,6,31,15.6,0.857,0.857,0,0,3.5,11.1,12.4,3.2,0,30,14,111,99,0.1,0.1,0.1,0.14,/wnba/players/h/henryan01w.html,2017
Allison Hightower,WAS,G,11,145,11,145,12.1,0.423,0.388,0.259,0.138,3.1,5.5,14.8,2.9,0,6.1,20.3,97,106,0,0.1,0.2,0.044,/wnba/players/h/hightal01w.html,2017
Tayler Hill,WAS,G,18,462,18,462,17,0.531,0.432,0.466,0.419,1.2,4.2,18.3,1.8,0.2,10.3,24.5,111,108,1.3,0.2,1.5,0.13,/wnba/players/h/hillta01w.html,2017
Rachel Hollivay,ATL,C,7,34,7,34,11.6,0.654,0.667,0,0.333,9.6,15.1,0,0,4.8,12.7,10.1,121,103,0.1,0,0.1,0.133,/wnba/players/h/hollira01w.html,2017
Bria Holmes,ATL,G,32,711,32,711,10.8,0.444,0.398,0.22,0.369,4.9,7.4,13.4,1.6,0.8,11.1,19.2,94,105,-0.1,0.7,0.6,0.031,/wnba/players/h/holmebr01w.html,2017
Sequoia Holmes,SAS,G,27,306,27,306,9.5,0.433,0.417,0.5,0.135,5.1,5,13.3,2.2,1.6,10.6,16.7,94,107,0,0.2,0.2,0.02,/wnba/players/h/holmese01w.html,2017
Natasha Howard,MIN,F,34,397,34,397,15.4,0.528,0.496,0.111,0.238,9.9,12.5,9.6,2.3,4.3,15.7,18.5,104,93,0.5,1.1,1.6,0.164,/wnba/players/h/howarna01w.html,2017
Ify Ibekwe,LAS,F,6,23,6,23,-4.9,0.258,0.111,0.222,0.667,11.7,13.9,0,2.2,0,14.7,27.4,59,98,-0.2,0,-0.1,-0.209,/wnba/players/i/ibekwif01w.html,2017
Tiffany Jackson-Jones,LAS,F,26,149,26,149,4.1,0.491,0.462,0.038,0.308,7.3,13.3,2.9,0.7,1.7,28.9,12.9,81,99,-0.2,0.3,0.1,0.016,/wnba/players/j/jacksti02w.html,2017
Briann January,IND,G,25,657,25,657,12,0.504,0.439,0.278,0.346,2.2,3.6,25.8,1.8,0.5,18.3,20.5,97,113,0.2,-0.1,0.1,0.006,/wnba/players/j/januabr01w.html,2017
Moriah Jefferson,SAS,G,21,514,21,514,16.9,0.572,0.552,0.129,0.174,1.4,4.4,33.1,3.3,0.3,20.5,18.4,105,105,0.8,0.5,1.3,0.1,/wnba/players/j/jeffemo01w.html,2017
Glory Johnson,DAL,F,33,1022,33,1022,18.2,0.537,0.49,0.166,0.318,8.5,17.2,9.9,2,1,13.7,21.9,106,106,1.9,0.8,2.7,0.104,/wnba/players/j/johnsgl01w.html,2017
Shenise Johnson,IND,G,14,348,14,348,19.8,0.546,0.472,0.236,0.315,4.5,8.8,18.5,3.2,1,11.1,21.7,110,107,0.8,0.2,1.1,0.122,/wnba/players/j/johnssh02w.html,2017
Alexis Jones,MIN,G,29,211,29,211,7.3,0.456,0.414,0.382,0.184,2.4,6.4,15.9,1.9,0,20.4,21.7,88,98,-0.2,0.4,0.2,0.034,/wnba/players/j/jonesal01w.html,2017
Brionna Jones,CON,F,23,147,23,147,19.4,0.653,0.575,0,0.6,12.2,14.7,3.1,3,1.1,15.1,17.3,123,98,0.6,0.3,0.8,0.231,/wnba/players/j/jonesbr01w.html,2017
Jonquel Jones,CON,F,34,970,34,970,26.8,0.634,0.571,0.165,0.487,14.2,23.6,8.3,1.5,4,12.2,20.7,126,95,4.8,2.4,7.2,0.297,/wnba/players/j/jonesjo01w.html,2017
Brianna Kiesel,ATL,G,9,75,9,75,6.3,0.361,0.233,0.6,0.667,0,3,17.8,2,1.1,4.9,11.8,94,105,0,0.1,0.1,0.034,/wnba/players/k/kiesebr01w.html,2017
Lynetta Kizer,CON,F,20,238,20,238,18.4,0.526,0.48,0.01,0.3,10.3,13.6,4.2,2.3,2.3,8.1,22.2,109,99,0.6,0.4,1,0.169,/wnba/players/k/kizerly01w.html,2017
Crystal Langhorne,SEA,F-C,34,967,34,967,18.5,0.671,0.649,0.007,0.299,5.9,13.2,9.4,1,1,15.3,18,117,106,2.8,0.8,3.6,0.149,/wnba/players/l/langhcr01w.html,2017
Erlana Larkins,IND,F,34,640,34,640,13.8,0.633,0.581,0,0.291,12,14.1,10,1.5,1.3,24.1,12.6,112,110,1.2,0.1,1.3,0.083,/wnba/players/l/larkier01w.html,2017
Ivory Latta,WAS,G,34,579,34,579,13.1,0.492,0.438,0.538,0.249,1.4,2.8,18,1.4,0.1,9.8,23.7,104,110,0.9,0.1,1,0.067,/wnba/players/l/lattaiv01w.html,2017
Jantel Lavender,LAS,F,32,553,32,553,13.5,0.524,0.5,0.075,0.122,8.1,11.2,8.8,0.8,0.8,15.1,22.1,98,101,0.3,0.9,1.1,0.08,/wnba/players/l/lavenja01w.html,2017
Breanna Lewis,DAL,C,13,52,13,52,-10.3,0.254,0.167,0,0.333,4.2,10.2,5.7,0,0,33.7,16.8,47,113,-0.3,0,-0.3,-0.261,/wnba/players/l/lewisbr01w.html,2017
Camille Little,PHO,F,34,862,34,862,8.5,0.47,0.447,0.248,0.239,6.3,9.1,9.6,1.8,1.4,17.5,16.5,90,104,-0.5,1,0.5,0.022,/wnba/players/l/littlca01w.html,2017
Jewell Loyd,SEA,G,34,1059,34,1059,19.1,0.547,0.487,0.29,0.317,4,6.3,20.1,2.1,0.9,13.4,28.1,105,107,2.1,0.6,2.8,0.104,/wnba/players/l/loydje01w.html,2017
Sancho Lyttle,ATL,F,29,820,29,820,11.4,0.468,0.441,0.043,0.156,6.5,14.4,9.1,2.8,1.8,16.1,12.5,95,98,0,1.6,1.6,0.078,/wnba/players/l/lyttlsa01w.html,2017
Kayla McBride,SAS,G,30,995,30,995,15.5,0.528,0.446,0.418,0.354,1.7,7.6,14,1.8,0.4,11.7,22.4,105,107,1.7,0.7,2.4,0.096,/wnba/players/m/mcbrika01w.html,2017
Erica McCall,IND,F,30,322,30,322,7.9,0.443,0.411,0.03,0.218,7.5,13.6,2.7,0.7,2.3,15.3,18.9,84,110,-0.5,0.1,-0.4,-0.051,/wnba/players/m/mccaler01w.html,2017
Emma Meesseman,WAS,F,23,653,23,653,20.9,0.54,0.507,0.157,0.164,7,11.5,19.6,1.8,4.1,11.8,23.4,109,103,1.6,0.9,2.5,0.154,/wnba/players/m/meessem01w.html,2017
Leilani Mitchell,PHO,G,34,726,34,726,16.2,0.55,0.476,0.481,0.438,2.2,6.7,28,2.2,1.1,17.6,18.8,108,104,1.4,0.9,2.3,0.124,/wnba/players/m/mitchle01w.html,2017
Tiffany Mitchell,IND,G,27,671,27,671,13,0.49,0.384,0.29,0.429,2.9,8.1,10.1,2.4,0.6,12.4,22.4,96,109,0.2,0.2,0.4,0.025,/wnba/players/m/mitchti01w.html,2017
Alex Montgomery,SAS,G-F,34,800,34,800,9.6,0.445,0.422,0.342,0.105,5.9,14.8,14.9,1.4,1,17,15.5,91,104,-0.3,0.9,0.5,0.027,/wnba/players/m/montgal01w.html,2017
Lanay Montgomery,SEA,C,7,28,7,28,6.6,0.429,0.429,0,0,0,11.1,0,1.9,11.4,22.2,15.1,63,97,-0.1,0.1,0,-0.045,/wnba/players/m/montgla01w.html,2017
Renee Montgomery,MIN,G,34,743,34,743,13.8,0.56,0.514,0.502,0.263,2.5,4.4,23,1.7,0.2,19.3,18,109,100,1.4,1.3,2.7,0.146,/wnba/players/m/montgre01w.html,2017
Maya Moore,MIN,F,34,1063,34,1063,22.5,0.561,0.512,0.338,0.271,6.1,9.8,18.2,3.1,1.1,10.4,24.5,116,94,4.1,2.8,6.9,0.258,/wnba/players/m/moorema01w.html,2017
Darxia Morris,ATL,G,5,21,5,21,-10.2,0.417,0.417,0.167,0,0,8.2,7.7,0,0,50,24.8,42,107,-0.2,0,-0.2,-0.379,/wnba/players/m/morrida01w.html,2017
Kaleena Mosqueda-Lewis,SEA,F,18,199,18,199,10.4,0.57,0.529,0.5,0.162,2.7,6.5,7.7,1,0.4,17.1,20.7,97,109,0.1,0.1,0.1,0.023,/wnba/players/m/mosquka01w.html,2017
Nneka Ogwumike,LAS,F,34,1050,34,1050,28.1,0.636,0.582,0.122,0.354,7.8,16,12.4,3.1,1.5,9.4,24.4,124,93,5.5,2.9,8.4,0.321,/wnba/players/o/ogwumnn01w.html,2017
Courtney Paris,DAL,C,20,273,20,273,13,0.56,0.559,0,0.235,13.3,15.9,9,1.3,3.1,20.2,14.5,106,108,0.4,0.1,0.5,0.072,/wnba/players/p/parisco01w.html,2017
Candace Parker,LAS,F-C,33,1007,33,1007,25.2,0.567,0.53,0.292,0.292,5.4,17.5,24.2,2.5,4.7,15.3,26.6,108,91,2.6,3.1,5.8,0.229,/wnba/players/p/parkeca01w.html,2017
Cheyenne Parker,CHI,F,23,286,23,286,12.7,0.513,0.464,0.043,0.522,13.3,15.8,6.7,1.4,3.8,19.8,16.4,99,104,0.1,0.3,0.4,0.062,/wnba/players/p/parkech01w.html,2017
Kayla Pedersen,CON,F,26,266,26,266,7,0.447,0.371,0.029,0.486,9.7,12.6,7.4,1.3,0.6,19.1,8.4,104,103,0.2,0.4,0.5,0.079,/wnba/players/p/pederka01w.html,2017
Jia Perkins,MIN,G,34,554,34,554,9.7,0.445,0.409,0.255,0.161,2.5,7.5,11.9,3.4,0.1,14.9,15.1,94,94,-0.1,1.4,1.3,0.097,/wnba/players/p/perkiji01w.html,2017
Alexis Peterson,SEA,G,17,121,17,121,3.7,0.375,0.33,0.273,0.136,3.3,10.8,18.1,2.1,0,21.8,23.1,73,105,-0.5,0.1,-0.3,-0.112,/wnba/players/p/peteral01w.html,2017
Plenette Pierson,MIN,F,34,465,34,465,12.3,0.51,0.485,0.341,0.146,4.1,10,16,1.5,0.9,16.7,20,100,97,0.3,1,1.3,0.115,/wnba/players/p/pierspl01w.html,2017
