player,tm,pos,g,mp,mp2,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link,season
Bridget Carleton,MIN,F,32,618,618,2.4,-5.5,14,8,18,2,7,NA,111,0,8,/wnba/players/c/carlebr01w.html,2021
Napheesa Collier,MIN,F,29,1003,1003,7.6,10.3,27,20,38,13,53,NA,214,16,31,/wnba/players/c/collina01w.html,2021
Crystal Dangerfield,MIN,G,31,623,623,0,-10.4,29,10,26,1,17,NA,203,3,18,/wnba/players/d/dangecr01w.html,2021
Damiris Dantas,MIN,F,24,572,572,2.4,-5.4,29,3,17,11,8,NA,121,0,8,/wnba/players/d/dantada01w.html,2021
Sylvia Fowles,MIN,C,31,934,934,5.8,1.8,22,15,33,19,46,NA,98,8,15,/wnba/players/f/fowlesy01w.html,2021
Linnae Harper,MIN,G,1,5,5,70,64.9,0,0,1,0,0,NA,0,0,0,/wnba/players/h/harpeli01w.html,2021
Kayla McBride,MIN,G,32,1010,1010,6.7,6.4,21,7,11,3,29,NA,164,9,9,/wnba/players/m/mcbrika01w.html,2021
Aerial Powers,MIN,F-G,14,309,309,7.3,2.6,13,17,13,4,28,NA,66,8,10,/wnba/players/p/powerae01w.html,2021
Jessica Shepard,MIN,F,22,231,231,-3.4,-10.6,13,3,5,1,8,NA,83,2,7,/wnba/players/s/shepaje01w.html,2021
Rebecca Allen,NYL,G,25,615,615,-16.1,-13.9,6,6,27,3,17,NA,73,2,9,/wnba/players/a/allenre01w.html,2021
Reshanda Gray,NYL,F,15,210,210,-8.8,-0.1,4,5,17,9,14,NA,11,4,9,/wnba/players/g/grayre01w.html,2021
Natasha Howard,NYL,F,13,357,357,-10.1,-1.8,19,6,18,10,17,NA,53,3,8,/wnba/players/h/howarna01w.html,2021
Sabrina Ionescu,NYL,G,30,899,899,-6,9.1,67,15,36,4,28,NA,430,8,21,/wnba/players/i/ionessa01w.html,2021
Jazmine Jones,NYL,G,27,448,448,-13,-6.4,19,7,27,10,19,NA,76,4,15,/wnba/players/j/jonesja02w.html,2021
Betnijah Laney,NYL,G-F,32,1069,1069,-8.1,4.2,60,24,15,18,49,NA,423,8,17,/wnba/players/l/laneybe01w.html,2021
Leaonna Odom,NYL,F,18,217,217,-15.3,-7.7,4,3,8,2,6,NA,23,1,2,/wnba/players/o/odomle01w.html,2021
Michaela Onyenwere,NYL,F,32,711,711,-7.5,2.8,10,10,40,6,30,NA,49,7,23,/wnba/players/o/onyenmi01w.html,2021
DiDi Richards,NYL,G-F,31,346,346,-10.9,-2.9,6,5,10,1,5,NA,62,0,4,/wnba/players/r/richadi01w.html,2021
Kylee Shook,NYL,F,30,567,567,-3.9,8.8,14,6,22,11,3,NA,107,1,15,/wnba/players/s/shookky01w.html,2021
Sami Whitcomb,NYL,G,30,843,843,-5.7,9.1,45,11,35,0,17,NA,191,6,9,/wnba/players/w/whitcsa01w.html,2021
Sophie Cunningham,PHO,G,30,524,524,3.6,0,3,4,17,3,11,NA,72,3,11,/wnba/players/c/cunniso01w.html,2021
Skylar Diggins-Smith,PHO,G,32,1040,1040,7.4,20.2,53,17,26,5,85,NA,377,21,22,/wnba/players/d/diggisk01w.html,2021
Haley Gorecki,PHO,G,3,6,6,-46.2,-50,0,0,0,0,0,NA,0,0,0,/wnba/players/g/gorecha01w.html,2021
Brittney Griner,PHO,C,30,983,983,4.9,5.8,25,13,30,19,64,NA,195,16,14,/wnba/players/g/grinebr01w.html,2021
Bria Hartley,PHO,G,6,51,51,-24.2,-28.9,2,2,0,0,0,NA,12,0,2,/wnba/players/h/hartlbr01w.html,2021
Kia Nurse,PHO,G,32,835,835,2.5,-3.2,24,12,32,7,31,NA,120,5,15,/wnba/players/n/nurseki01w.html,2021
Shey Peddy,PHO,G,32,560,560,-0.4,-7,21,3,14,1,8,NA,185,4,3,/wnba/players/p/peddysh01w.html,2021
Alanna Smith,PHO,F,18,117,117,-2.3,-6.5,1,2,2,3,1,NA,23,0,2,/wnba/players/s/smithal01w.html,2021
Diana Taurasi,PHO,G,16,455,455,7.2,5.6,34,5,11,6,25,NA,177,5,6,/wnba/players/t/tauradi01w.html,2021
Brianna Turner,PHO,F,32,994,994,8,19.5,24,7,32,12,22,NA,137,8,17,/wnba/players/t/turnebr01w.html,2021
Kia Vaughn,PHO,C,28,441,441,-6.7,-15.7,15,3,18,12,10,NA,89,2,6,/wnba/players/v/vaughki01w.html,2021
Megan Walker,PHO,F,29,426,426,0.5,-4.6,11,6,27,5,13,NA,57,2,9,/wnba/players/w/walkeme01w.html,2021
Sue Bird,SEA,G,30,832,832,6.7,3.4,36,5,13,0,6,NA,366,0,6,/wnba/players/b/birdsu01w.html,2021
Kennedy Burke,SEA,G-F,23,176,176,-14.8,-23.4,4,3,8,2,8,NA,15,0,6,/wnba/players/b/burkeke01w.html,2021
Jordin Canada,SEA,G,29,542,542,3.2,-4,21,5,12,1,22,NA,208,3,7,/wnba/players/c/canadjo01w.html,2021
Mikiah Herbert Harrigan,SEA,F,1,1,1,0,-5.5,0,0,0,0,0,NA,0,0,0,/wnba/players/h/harrimi01w.html,2021
Jewell Loyd,SEA,G,31,962,962,7.6,8,35,21,28,10,52,NA,274,10,17,/wnba/players/l/loydje01w.html,2021
Ezi Magbegor,SEA,C,30,456,456,0.4,-7.8,10,4,32,5,18,NA,58,5,17,/wnba/players/m/magbeez01w.html,2021
Epiphanny Prince,SEA,G,29,416,416,4.9,-0.9,13,5,16,4,10,NA,117,1,11,/wnba/players/p/princep01w.html,2021
Mercedes Russell,SEA,C,30,740,740,10.2,10.7,12,13,31,7,25,NA,122,5,10,/wnba/players/r/russeme01w.html,2021
Katie Lou Samuelson,SEA,F,27,566,566,5,-1,15,5,26,3,14,NA,107,4,8,/wnba/players/s/samueka02w.html,2021
Breanna Stewart,SEA,F,28,934,934,11.3,20.7,23,14,25,9,70,NA,188,12,22,/wnba/players/s/stewabr01w.html,2021
Stephanie Talbot,SEA,F,30,538,538,10,7.6,31,3,35,4,3,NA,111,2,4,/wnba/players/t/talbost01w.html,2021
Kiana Williams,SEA,G,10,35,35,-41.5,-48.3,2,0,2,0,1,NA,4,1,0,/wnba/players/w/williki02w.html,2021
Jillian Alleyne,WAS,C-F,2,8,8,2.2,6.8,0,0,0,0,0,NA,0,0,0,/wnba/players/a/alleyji01w.html,2021
Ariel Atkins,WAS,G,30,918,918,-2.7,6.4,28,20,32,6,39,NA,191,9,17,/wnba/players/a/atkinar01w.html,2021
Tina Charles,WAS,C,27,900,900,-3.9,2.3,24,10,26,14,59,NA,149,17,28,/wnba/players/c/charlti01w.html,2021
Natasha Cloud,WAS,G,27,852,852,-3.2,4,41,10,27,3,23,NA,420,5,12,/wnba/players/c/cloudna01w.html,2021
Elena Delle Donne,WAS,F-G,3,52,52,29.9,35.8,0,1,1,1,4,NA,6,0,3,/wnba/players/d/delleel01w.html,2021
Megan Gustafson,WAS,C,11,109,109,-27.9,-25.4,3,3,4,2,6,NA,0,3,4,/wnba/players/g/gustame01w.html,2021
Myisha Hines-Allen,WAS,F,18,462,462,-5.2,-1,14,6,21,5,29,NA,110,6,17,/wnba/players/h/hinesmy01w.html,2021
Stella Johnson,WAS,G,6,31,31,-8.5,-4.1,1,2,2,1,1,NA,5,0,0,/wnba/players/j/johnsst01w.html,2021
Kiara Leslie,WAS,G,9,86,86,-8.6,-4.3,1,1,5,0,3,NA,5,0,2,/wnba/players/l/lesliki01w.html,2021
Erica McCall,WAS,F,23,356,356,-3.1,1.9,3,7,22,9,12,NA,32,3,6,/wnba/players/m/mccaler01w.html,2021
Leilani Mitchell,WAS,G,31,725,725,-3.3,3,19,11,13,3,5,NA,187,1,2,/wnba/players/m/mitchle01w.html,2021
Theresa Plaisance,WAS,F,31,559,559,-6.5,-3.5,18,8,43,8,11,NA,94,1,6,/wnba/players/p/plaisth01w.html,2021
Sydney Wiese,WAS,G,27,578,578,-8.3,-6.8,19,7,11,0,6,NA,104,1,11,/wnba/players/w/wiesesy01w.html,2021
Shavonte Zellous,WAS,G,28,442,442,-5.6,-1.6,13,3,26,4,12,NA,108,3,5,/wnba/players/z/zellosh01w.html,2021
Kristine Anigwe,TOT,F-C,10,136,136,-7.6,-4.5,3,4,11,4,7,NA,12,0,5,/wnba/players/a/anigwkr01w.html,2021
Cierra Burdick,TOT,F,14,64,64,-9.1,-14.2,2,0,4,0,2,NA,13,1,2,/wnba/players/b/burdici01w.html,2021
Emma Cannon,TOT,F,20,295,295,-10.2,-15.3,14,8,13,4,5,NA,35,1,14,/wnba/players/c/cannoem01w.html,2021
Layshia Clarendon,TOT,G,22,543,543,9.9,14.7,34,14,11,9,14,NA,283,5,15,/wnba/players/c/clarela01w.html,2021
Lauren Cox,TOT,F,26,305,305,-14,-5.2,9,2,20,3,7,NA,28,0,4,/wnba/players/c/coxla01w.html,2021
Candice Dupree,TOT,F,26,463,463,-9,-9.8,9,8,9,4,12,NA,39,4,10,/wnba/players/d/dupreca01w.html,2021
Dana Evans,TOT,G,29,221,221,2,1.8,9,3,13,2,11,NA,73,0,6,/wnba/players/e/evansda02w.html,2021
Bria Holmes,TOT,G,19,318,318,-12.1,-17,16,1,10,2,12,NA,50,1,10,/wnba/players/h/holmebr01w.html,2021
Joyner Holmes,TOT,F,5,28,28,-5.1,-6.4,0,1,0,1,0,NA,8,0,0,/wnba/players/h/holmejo02w.html,2021
Natasha Mack,TOT,F,4,18,18,-11.7,-15.1,1,1,2,0,0,NA,0,0,1,/wnba/players/m/mackna01w.html,2021
Karlie Samuelson,TOT,F,14,206,206,-1.5,-1.6,4,2,11,1,3,NA,27,0,1,/wnba/players/s/samueka01w.html,2021
Kiah Stokes,TOT,C,24,443,443,4.3,3.6,3,5,28,2,4,NA,45,0,2,/wnba/players/s/stokeki01w.html,2021
Shatori Walker-Kimbrough,TOT,G,17,350,350,-4,-9.6,7,10,17,1,17,NA,35,3,2,/wnba/players/w/walkesh01w.html,2021
Natasha Mack,CHI,F,3,16,16,-16.2,-17.8,1,1,2,0,0,NA,0,0,1,/wnba/players/m/mackna01w.html,2021
Shatori Walker-Kimbrough,CON,G,1,4,4,-33.3,-46.9,0,1,0,0,0,NA,0,0,0,/wnba/players/w/walkesh01w.html,2021
Kristine Anigwe,DAL,F-C,3,30,30,3.4,4.3,1,1,3,0,1,NA,0,0,3,/wnba/players/a/anigwkr01w.html,2021
Dana Evans,DAL,G,6,24,24,12,13,2,1,1,1,1,NA,7,0,1,/wnba/players/e/evansda02w.html,2021
Lauren Cox,IND,F,11,95,95,-25.1,-13.3,4,0,7,1,0,NA,7,0,1,/wnba/players/c/coxla01w.html,2021
Bria Holmes,LAS,G,17,312,312,-12.2,-8.4,15,1,10,2,12,NA,50,1,10,/wnba/players/h/holmebr01w.html,2021
Karlie Samuelson,LAS,F,11,174,174,0.3,7.2,3,1,11,0,3,NA,22,0,1,/wnba/players/s/samueka01w.html,2021
Emma Cannon,LVA,F,3,17,17,-14.8,-26.2,1,1,1,1,0,NA,2,0,0,/wnba/players/c/cannoem01w.html,2021
Layshia Clarendon,NYL,G,1,3,3,-90.5,-81.9,0,0,0,1,0,NA,0,0,0,/wnba/players/c/clarela01w.html,2021
Joyner Holmes,NYL,F,1,5,5,-33.3,-24.7,0,1,0,0,0,NA,3,0,0,/wnba/players/h/holmejo02w.html,2021
Kiah Stokes,NYL,C,9,135,135,-10.1,-1.5,2,0,6,2,1,NA,11,0,2,/wnba/players/s/stokeki01w.html,2021
Cierra Burdick,PHO,F,4,19,19,2.3,-1.3,1,0,2,0,0,NA,6,0,1,/wnba/players/b/burdici01w.html,2021
Candice Dupree,SEA,F,16,260,260,-6.7,-15.3,5,5,6,3,6,NA,25,1,7,/wnba/players/d/dupreca01w.html,2021
Joyner Holmes,LVA,F,4,23,23,2.1,-9.1,0,0,0,1,0,NA,5,0,0,/wnba/players/h/holmejo02w.html,2021
Layshia Clarendon,MIN,G,21,540,540,10.5,8.8,34,14,11,8,14,NA,283,5,15,/wnba/players/c/clarela01w.html,2021
Shatori Walker-Kimbrough,WAS,G,16,346,346,-3.6,1.2,7,9,17,1,17,NA,35,3,2,/wnba/players/w/walkesh01w.html,2021
Emma Cannon,CON,F,5,58,58,-14,-28.7,4,0,1,0,1,NA,8,0,1,/wnba/players/c/cannoem01w.html,2021
Kristine Anigwe,LAS,F-C,7,106,106,-10.9,-5.5,2,3,8,4,6,NA,12,0,2,/wnba/players/a/anigwkr01w.html,2021
Natasha Mack,MIN,F,1,2,2,50,44.7,0,0,0,0,0,NA,0,0,0,/wnba/players/m/mackna01w.html,2021
Cierra Burdick,MIN,F,3,10,10,50,45,0,0,0,0,1,NA,0,1,0,/wnba/players/b/burdici01w.html,2021
Dana Evans,CHI,G,23,197,197,0.7,-0.9,7,2,10,1,10,NA,66,0,5,/wnba/players/e/evansda02w.html,2021
Cierra Burdick,SEA,F,7,35,35,-34.5,-41.1,1,0,2,0,1,NA,7,0,1,/wnba/players/b/burdici01w.html,2021
Emma Cannon,IND,F,12,220,220,-8.9,4.8,9,7,11,3,4,NA,25,1,13,/wnba/players/c/cannoem01w.html,2021
Kiah Stokes,LVA,C,15,308,308,10.8,-0.4,1,5,16,0,2,NA,34,0,0,/wnba/players/s/stokeki01w.html,2021
Lauren Cox,LAS,F,15,210,210,-8.5,-3.2,5,2,13,2,7,NA,21,0,3,/wnba/players/c/coxla01w.html,2021
Karlie Samuelson,SEA,F,3,32,32,-12.4,-18.3,1,1,0,1,0,NA,5,0,0,/wnba/players/s/samueka01w.html,2021
Candice Dupree,ATL,F,10,203,203,-12.1,-5.4,4,3,3,1,6,NA,14,3,3,/wnba/players/d/dupreca01w.html,2021
Bria Holmes,LVA,G,2,6,6,-4.5,-15.7,1,0,0,0,0,NA,0,0,0,/wnba/players/h/holmebr01w.html,2021
Monique Billings,ATL,F,19,341,341,1.1,5.3,11,4,29,4,20,3,46,4,9,/wnba/players/b/billimo01w.html,2022
Maya Caldwell,ATL,G,3,62,62,-3.2,-1.2,6,0,2,0,1,1,16,0,0,/wnba/players/c/caldwma01w.html,2022
Nia Coffey,ATL,F,15,314,314,-9.4,-11.3,9,4,19,9,14,5,28,1,11,/wnba/players/c/coffeni01w.html,2022
Tiffany Hayes,ATL,G,3,80,80,-1.8,0.3,3,2,1,0,3,1,10,1,2,/wnba/players/h/hayesti01w.html,2022
Naz Hillmon,ATL,F,20,280,280,-0.4,2.5,8,2,15,4,7,NA,52,1,8,/wnba/players/h/hillmna01w.html,2022
Rhyne Howard,ATL,G,22,673,673,-6.9,-19.1,15,8,25,6,21,5,133,2,10,/wnba/players/h/howarrh01w.html,2022
Aari McDonald,ATL,G,22,572,572,1.1,9,29,14,20,5,26,14,145,4,9,/wnba/players/m/mcdonaa01w.html,2022
Beatrice Mompremier,ATL,F,12,110,110,1.4,4,2,2,8,3,0,1,13,0,6,/wnba/players/m/momprbe01w.html,2022
Cheyenne Parker,ATL,F,22,547,547,-4.6,-6.4,17,8,24,11,20,4,92,6,18,/wnba/players/p/parkech01w.html,2022
Destiny Slocum,ATL,G,3,41,41,9.3,12,2,1,2,2,2,NA,10,1,0,/wnba/players/s/slocude01w.html,2022
Kia Vaughn,ATL,C,15,217,217,7.1,12.1,2,5,8,13,3,NA,29,1,2,/wnba/players/v/vaughki01w.html,2022
Megan Walker,ATL,F,12,115,115,10.7,14.8,5,4,2,1,3,NA,13,0,4,/wnba/players/w/walkeme01w.html,2022
Kristy Wallace,ATL,G,19,455,455,-2.7,-1.2,17,3,20,2,15,9,99,2,17,/wnba/players/w/wallakr01w.html,2022
Erica Wheeler,ATL,G,16,402,402,0.2,4.2,25,9,12,1,5,4,146,1,9,/wnba/players/w/wheeler01w.html,2022
Julie Allemand,CHI,G,11,162,162,-2.2,-11.9,9,0,7,0,4,3,81,1,2,/wnba/players/a/allemju01w.html,2022
Kahleah Copper,CHI,G-F,17,478,478,10.1,5.6,18,10,12,4,26,6,86,8,16,/wnba/players/c/coppeka01w.html,2022
Dana Evans,CHI,G,21,278,278,-2.7,-14.6,14,4,7,1,8,3,88,1,5,/wnba/players/e/evansda02w.html,2022
Rebekah Gardner,CHI,G,21,466,466,4.8,-5.6,16,5,28,2,18,5,57,5,13,/wnba/players/g/gardnre01w.html,2022
Ruthy Hebard,CHI,F,16,167,167,0.9,-8.1,4,1,7,3,5,1,16,2,2,/wnba/players/h/hebarru01w.html,2022
Tina Krajisnik,CHI,C,2,5,5,63.9,56.7,0,0,1,0,0,NA,5,0,1,/wnba/players/k/krajiti01w.html,2022
Anneli Maley,CHI,F,4,44,44,13.4,6.2,1,0,3,0,0,2,6,0,0,/wnba/players/m/maleyan01w.html,2022
Emma Meesseman,CHI,F,22,623,623,7.9,1.3,22,8,26,4,18,4,161,7,4,/wnba/players/m/meessem01w.html,2022
Candace Parker,CHI,F-C,20,570,570,13,15.1,33,11,24,5,23,4,224,9,6,/wnba/players/p/parkeca01w.html,2022
Allie Quigley,CHI,G,20,525,525,10.7,8,16,2,9,4,16,5,134,4,5,/wnba/players/q/quiglal01w.html,2022
Azura Stevens,CHI,F-C,21,459,459,5,-5.2,6,2,19,2,11,NA,32,5,15,/wnba/players/s/steveaz01w.html,2022
Sparkle Taylor,CHI,G,2,25,25,0.4,-7.4,1,0,3,0,1,NA,0,1,0,/wnba/players/t/taylosp01w.html,2022
Courtney Vandersloot,CHI,G,22,578,578,11.8,12.3,41,12,15,3,17,11,316,3,14,/wnba/players/v/vandeco01w.html,2022
Li Yueru,CHI,C,11,60,60,-10.2,-19.2,3,2,2,0,6,NA,5,0,1,/wnba/players/y/yueruli01w.html,2022
Yvonne Anderson,CON,G,11,101,101,0.4,-8.2,7,2,6,1,2,5,25,1,1,/wnba/players/a/anderyv01w.html,2022
DeWanna Bonner,CON,F-G,19,585,585,4.5,-9.8,17,6,14,4,29,5,120,7,7,/wnba/players/b/bonnede01w.html,2022
DiJonai Carrington,CON,G-F,22,385,385,5.9,-3.2,16,9,14,4,25,6,48,2,10,/wnba/players/c/carridi01w.html,2022
Nia Clouden,CON,G,15,113,113,11.9,4.8,1,2,5,0,3,6,27,0,2,/wnba/players/c/cloudni01w.html,2022
Natisha Hiedeman,CON,G,22,540,540,7.9,0.4,24,7,18,0,8,7,158,4,5,/wnba/players/h/hiedena01w.html,2022
Joyner Holmes,CON,F,15,100,100,3.8,-4.4,1,3,5,1,3,NA,20,0,0,/wnba/players/h/holmejo02w.html,2022
Brionna Jones,CON,F,22,573,573,11.3,10,8,8,26,10,41,2,68,8,19,/wnba/players/j/jonesbr01w.html,2022
Jazmine Jones,CON,G,3,18,18,-25.4,-33.9,1,0,1,0,2,NA,3,0,0,/wnba/players/j/jonesja02w.html,2022
Jonquel Jones,CON,F,22,611,611,12,13.9,24,15,28,14,27,4,92,4,18,/wnba/players/j/jonesjo01w.html,2022
Alyssa Thomas,CON,F,22,713,713,5.9,-9.1,40,7,21,10,47,5,279,12,15,/wnba/players/t/thomaal01w.html,2022
Jasmine Thomas,CON,G,5,109,109,16.9,10.5,6,0,3,0,6,1,34,1,0,/wnba/players/t/thomaja01w.html,2022
Courtney Williams,CON,G,20,570,570,6.6,-3.1,26,5,20,0,6,4,146,1,3,/wnba/players/w/willico01w.html,2022
Veronica Burton,DAL,G,22,278,278,4.7,7.4,15,3,14,2,7,9,65,1,4,/wnba/players/b/burtove01w.html,2022
Charli Collier,DAL,F-C,13,53,53,-42.4,-44.5,2,1,5,1,3,NA,0,0,2,/wnba/players/c/collich01w.html,2022
Jasmine Dickey,DAL,G,14,66,66,-20.7,-21.9,2,2,6,0,3,1,4,1,4,/wnba/players/d/dickeja01w.html,2022
Allisha Gray,DAL,G,20,637,637,3.8,15.3,13,6,21,0,31,7,108,8,11,/wnba/players/g/grayal01w.html,2022
Isabelle Harrison,DAL,F,22,478,478,0.2,1.4,8,7,17,6,27,3,91,4,26,/wnba/players/h/harriis01w.html,2022
Tyasha Harris,DAL,G,21,335,335,-5.6,-8.2,21,3,9,1,6,4,144,3,5,/wnba/players/h/harrity01w.html,2022
Awak Kuier,DAL,F,21,267,267,-4.8,-6.3,6,1,12,2,7,1,42,2,2,/wnba/players/k/kuieraw01w.html,2022
Marina Mabrey,DAL,G,20,532,532,-1.3,-2.4,31,8,18,4,15,10,153,5,10,/wnba/players/m/mabrema01w.html,2022
Teaira McCowan,DAL,C,19,252,252,7.7,11.4,4,6,32,14,22,1,14,5,8,/wnba/players/m/mccowte01w.html,2022
Arike Ogunbowale,DAL,G,22,674,674,1,6.4,17,15,11,11,32,3,187,7,6,/wnba/players/o/ogunbar01w.html,2022
Satou Sabally,DAL,F,10,216,216,-1.4,-1.4,8,4,15,6,15,NA,51,6,7,/wnba/players/s/sabalsa01w.html,2022
Kayla Thornton,DAL,F,22,610,610,-0.2,0.6,14,2,20,4,16,4,93,1,9,/wnba/players/t/thornka01w.html,2022
Alaina Coates,IND,C,8,75,75,-28.4,-16.7,1,0,11,3,5,NA,4,1,1,/wnba/players/c/coateal01w.html,2022
Queen Egbo,IND,C,22,519,519,-6.4,14.2,20,10,26,13,28,NA,53,8,11,/wnba/players/e/egboqu01w.html,2022
Emily Engstler,IND,F,24,467,467,-16.3,-6.4,10,6,47,8,11,1,77,3,10,/wnba/players/e/engstem01w.html,2022
Bria Hartley,IND,G,10,87,87,-7.2,6.3,6,1,3,0,2,NA,24,0,1,/wnba/players/h/hartlbr01w.html,2022
Destanni Henderson,IND,G,24,377,377,-19.4,-10.5,21,3,11,1,8,3,121,2,11,/wnba/players/h/hendede01w.html,2022
Lexie Hull,IND,G,18,167,167,-20.8,-9.4,6,1,10,0,4,3,23,1,4,/wnba/players/h/hullle01w.html,2022
Kelsey Mitchell,IND,G,24,788,788,-12.4,2.9,27,17,18,5,39,9,230,11,16,/wnba/players/m/mitchke01w.html,2022
Tiffany Mitchell,IND,G,23,307,307,-16.1,-4.5,7,5,9,2,13,2,44,2,5,/wnba/players/m/mitchti01w.html,2022
Khayla Pointer,IND,G,5,25,25,-22.7,-10,2,2,0,0,3,NA,2,0,0,/wnba/players/p/pointkh01w.html,2022
Danielle Robinson,IND,G,21,494,494,-9.1,8.1,21,9,5,0,17,15,194,2,11,/wnba/players/r/robinda01w.html,2022
Alanna Smith,IND,F,9,116,116,-15.5,-2.9,4,2,8,1,3,5,12,1,0,/wnba/players/s/smithal01w.html,2022
NaLyssa Smith,IND,F,20,613,613,-11.5,4.2,28,10,29,10,30,3,66,9,18,/wnba/players/s/smithna01w.html,2022
Victoria Vivians,IND,G,23,622,622,-12.7,0.8,32,5,20,3,21,5,135,5,15,/wnba/players/v/viviavi01w.html,2022
Amy Atwell,LAS,F,4,32,32,-22.9,-18,1,1,0,0,0,NA,5,0,1,/wnba/players/a/atwelam01w.html,2022
Lexie Brown,LAS,G,22,610,610,-1.2,13.5,15,6,20,1,1,2,116,0,7,/wnba/players/b/brownle02w.html,2022
Rae Burrell,LAS,G-F,3,44,44,-3.5,2.1,1,0,3,0,0,NA,3,0,0,/wnba/players/b/burrera01w.html,2022
Liz Cambage,LAS,C,22,521,521,-3.9,4,21,6,37,15,51,3,104,20,10,/wnba/players/c/cambael01w.html,2022
Jordin Canada,LAS,G,18,472,472,-7.9,-5.2,35,13,18,2,19,5,215,6,4,/wnba/players/c/canadjo01w.html,2022
Chennedy Carter,LAS,G,17,254,254,-7.1,-2.4,18,8,21,0,14,2,76,6,14,/wnba/players/c/cartech01w.html,2022
Olivia Nelson-Ododa,LAS,F,16,159,159,-15,-11.5,3,1,17,4,3,1,8,0,3,/wnba/players/n/nelsool01w.html,2022
Chiney Ogwumike,LAS,F-C,18,290,290,1.8,10.7,5,7,14,7,18,5,40,3,10,/wnba/players/o/ogwumch01w.html,2022
Nneka Ogwumike,LAS,F,22,700,700,-3.9,7.6,21,11,24,5,35,8,96,9,12,/wnba/players/o/ogwumnn01w.html,2022
Katie Lou Samuelson,LAS,F,18,523,523,-4.7,1.8,12,6,24,0,9,6,83,3,9,/wnba/players/s/samueka02w.html,2022
Kianna Smith,LAS,G,2,27,27,-39.5,-35,0,0,2,0,0,NA,5,0,0,/wnba/players/s/smithki04w.html,2022
Brittney Sykes,LAS,G,18,498,498,-5.4,0.1,27,6,14,1,28,7,159,3,4,/wnba/players/s/sykesbr01w.html,2022
Kristi Toliver,LAS,G,7,151,151,-5.9,-0.6,16,1,3,0,0,NA,61,0,1,/wnba/players/t/tolivkr01w.html,2022
Jasmine Walker,LAS,F,18,145,145,-23.9,-21.9,7,3,8,1,0,1,8,0,1,/wnba/players/w/walkeja01w.html,2022
Kierstan Bell,LVA,G,11,77,77,-19,-26.6,1,1,3,0,1,NA,10,0,0,/wnba/players/b/bellki01w.html,2022
Sydney Colson,LVA,G,11,97,97,-15.7,-23.4,3,1,6,0,2,NA,38,1,2,/wnba/players/c/colsosy01w.html,2022
Chelsea Gray,LVA,G,21,620,620,8.5,10.7,31,9,14,3,20,8,291,8,4,/wnba/players/g/graych01w.html,2022
Dearica Hamby,LVA,F,22,647,647,9.5,15.5,3,11,13,9,36,NA,59,7,21,/wnba/players/h/hambyde01w.html,2022
Theresa Plaisance,LVA,F,21,314,314,-3.6,-13.8,8,0,15,2,2,6,33,0,1,/wnba/players/p/plaisth01w.html,2022
Kelsey Plum,LVA,G,22,747,747,8.2,19,33,11,10,11,38,8,295,12,27,/wnba/players/p/plumke01w.html,2022
Iliana Rupert,LVA,C,6,97,97,-12.2,-19.6,1,0,9,1,1,NA,12,0,1,/wnba/players/r/ruperil01w.html,2022
Aisha Sheppard,LVA,G,16,151,151,-5.2,-12.6,2,2,9,1,2,4,11,0,4,/wnba/players/s/sheppai01w.html,2022
Kiah Stokes,LVA,C,17,217,217,2.1,-4.2,0,1,7,6,2,NA,15,0,2,/wnba/players/s/stokeki01w.html,2022
Riquna Williams,LVA,G,7,117,117,-3.5,-10,2,0,4,0,2,NA,23,0,0,/wnba/players/w/williri02w.html,2022
A'ja Wilson,LVA,F,22,656,656,10.6,20.7,17,11,30,9,60,3,89,15,27,/wnba/players/w/wilsoa01w.html,2022
Jackie Young,LVA,G,20,685,685,7,7.8,20,2,25,3,37,3,194,11,12,/wnba/players/y/youngja01w.html,2022
Natalie Achonwa,MIN,F,9,137,137,13.7,18.3,6,0,7,2,6,3,36,0,1,/wnba/players/a/achonna01w.html,2022
Rachel Banham,MIN,G,23,377,377,5.3,12.2,21,2,21,1,7,4,126,0,3,/wnba/players/b/banhara01w.html,2022
Bridget Carleton,MIN,F,23,425,425,3.9,10.4,5,4,17,1,6,10,61,1,7,/wnba/players/c/carlebr01w.html,2022
Elissa Cunane,MIN,C,3,10,10,-15.3,-13.7,1,0,1,0,0,NA,0,0,0,/wnba/players/c/cunanel01w.html,2022
Damiris Dantas,MIN,F,11,201,201,11.5,16.9,10,1,9,0,3,NA,44,2,3,/wnba/players/d/dantada01w.html,2022
Rennia Davis,MIN,F,1,3,3,-75,-73.4,1,0,0,0,0,NA,0,0,0,/wnba/players/d/davisre01w.html,2022
Sylvia Fowles,MIN,C,18,514,514,-4.4,-5.9,9,9,18,11,28,NA,37,10,17,/wnba/players/f/fowlesy01w.html,2022
Kayla McBride,MIN,G,18,547,547,1.2,7.2,22,8,8,0,20,1,79,4,4,/wnba/players/m/mcbrika01w.html,2022
Angel McCoughtry,MIN,F-G,2,20,20,-64.9,-64.6,3,0,1,0,2,NA,4,0,1,/wnba/players/m/mccouan01w.html,2022
Nikolina Milic,MIN,F,21,271,271,-5.7,-5.7,14,3,16,10,16,NA,46,5,8,/wnba/players/m/milicni01w.html,2022
Aerial Powers,MIN,F-G,23,609,609,-5,-9.5,34,13,14,5,55,5,175,10,15,/wnba/players/p/powerae01w.html,2022
