player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Kristine Anigwe,DAL,F-C,10,129,10,0,12.9,1.1,3.3,0.333,0,0,NA,1.1,3.3,0.333,1,1.5,0.667,1.4,3.6,0.3,0.3,0.4,0.7,2.2,3.2,/wnba/players/a/anigwkr01w.html,2019
Bridget Carleton,MIN,F,4,11,4,0,2.8,0.3,0.5,0.5,0.3,0.5,0.5,0,0,NA,0,0,NA,0,0.3,0,0,0,0,0,0.8,/wnba/players/c/carlebr01w.html,2019
Alaina Coates,ATL,C,9,75,9,0,8.3,1,1.6,0.643,0,0,NA,1,1.6,0.643,0.8,1.4,0.538,0.9,3,0.1,0.2,0.7,0.4,2.2,2.8,/wnba/players/c/coateal01w.html,2019
Theresa Plaisance,CON,F,9,64,9,0,7.1,0.9,2.6,0.348,0.2,0.7,0.333,0.7,1.9,0.353,0.4,0.4,1,0.3,1.8,0,0.3,0.2,0.1,1.3,2.4,/wnba/players/p/plaisth01w.html,2019
Karlie Samuelson,DAL,F,4,48,4,0,12,0.5,1.8,0.286,0.5,1.5,0.333,0,0.3,0,0,0,NA,0.3,0.5,0.5,0.8,0.3,0,1.5,1.5,/wnba/players/s/samueka01w.html,2019
Asia Taylor,PHO,F,4,31,4,0,7.8,0,1.5,0,0,0.3,0,0,1.3,0,0.3,0.5,0.5,1,1.8,0.3,0.3,0,0.5,1,0.3,/wnba/players/t/tayloas01w.html,2019
Natalie Achonwa,IND,F,18,364,18,11,20.2,3.2,6.4,0.496,0,0.6,0,3.2,5.8,0.543,1.4,1.8,0.813,1.4,5.5,1.7,0.5,0.6,1.8,2.6,7.8,/wnba/players/a/achonna01w.html,2020
Jaylyn Agnew,ATL,F,12,71,12,0,5.9,0.3,1.3,0.267,0.3,1.1,0.231,0.1,0.2,0.5,0.3,0.4,0.8,0,0.4,0.3,0,0,0.4,0.6,1.3,/wnba/players/a/agnewja01w.html,2020
Bella Alarie,DAL,C-F,22,309,22,3,14,1.1,3,0.364,0,0.6,0.077,1,2.4,0.434,0.5,0.5,0.833,1,2.9,0.5,0.6,0.8,0.5,1.6,2.7,/wnba/players/a/alaribe01w.html,2020
Kayla Alexander,MIN,C,16,89,16,0,5.6,1,1.9,0.533,0,0,NA,1,1.9,0.533,0.3,0.5,0.625,0.6,0.9,0.2,0.1,0.2,0.4,0.9,2.3,/wnba/players/a/alexaka01w.html,2020
Julie Allemand,IND,G,22,716,22,22,32.5,2.8,6.1,0.455,2,4.2,0.478,0.8,1.9,0.405,1,1.4,0.733,0.4,4.5,5.8,1.1,0.4,2.6,2.6,8.5,/wnba/players/a/allemju01w.html,2020
Lindsay Allen,LVA,G,21,284,21,21,13.5,1.3,3.1,0.424,0.3,0.8,0.353,1,2.3,0.449,0.4,0.5,0.8,0.3,1.1,2.4,0.3,0,0.8,1,3.3,/wnba/players/a/allenli01w.html,2020
Kristine Anigwe,LAS,F-C,17,197,17,1,11.6,1.9,3.1,0.604,0,0,NA,1.9,3.1,0.604,0.8,1.5,0.538,1.1,2.6,0.2,0.6,0.4,0.9,1.9,4.6,/wnba/players/a/anigwkr01w.html,2020
Ariel Atkins,WAS,G,22,682,22,22,31,5,11.4,0.438,2,4.9,0.411,3,6.5,0.458,2.8,3.2,0.886,0.8,2.9,2.4,1.8,0.2,1.9,2.6,14.8,/wnba/players/a/atkinar01w.html,2020
Seimone Augustus,LAS,G-F,21,332,21,0,15.8,2.6,5.2,0.491,0.6,1,0.545,2,4.2,0.477,0.2,0.3,0.667,0.1,1.8,1.2,0.6,0.1,0.4,1,5.9,/wnba/players/a/augusse01w.html,2020
Rachel Banham,MIN,G,20,339,20,1,17,2.4,5.2,0.462,1.3,2.7,0.472,1.2,2.6,0.451,0.8,1,0.8,0.1,1.3,2.4,0.5,0.1,1,2,6.9,/wnba/players/b/banhara01w.html,2020
Monique Billings,ATL,F,22,596,22,16,27.1,3.1,7.7,0.4,0,0,NA,3.1,7.7,0.4,2.3,3,0.761,2.6,8.5,1.2,1.1,0.8,1.9,2.8,8.5,/wnba/players/b/billimo01w.html,2020
Sue Bird,SEA,G,11,257,11,11,23.4,3.7,7.5,0.494,2.1,4.5,0.469,1.6,3.1,0.529,0.3,0.4,0.75,0.1,1.7,5.2,0.6,0.2,1.6,0.8,9.8,/wnba/players/b/birdsu01w.html,2020
DeWanna Bonner,CON,F-G,22,732,22,22,33.3,6.7,16,0.422,1.2,4.9,0.252,5.5,11.1,0.496,5,5.6,0.895,1.5,7.8,3,1.7,0.5,2.4,2.1,19.7,/wnba/players/b/bonnede01w.html,2020
Brittany Brewer,ATL,F,5,33,5,0,6.6,0.4,0.6,0.667,0,0,NA,0.4,0.6,0.667,0,0,NA,0.2,1,0,0.6,0.8,0.4,0.8,0.8,/wnba/players/b/brewebr01w.html,2020
Kalani Brown,ATL,C,10,61,10,0,6.1,1.2,2.3,0.522,0,0,NA,1.2,2.3,0.522,0.6,1,0.6,0.3,1.2,0,0.1,0.1,0.5,1,3,/wnba/players/b/brownka01w.html,2020
Lexie Brown,MIN,G,17,374,17,13,22,2.2,6.5,0.342,0.8,3.1,0.269,1.4,3.5,0.407,1.1,1.4,0.792,0.2,1.9,2.4,1.8,0,1.4,1.5,6.4,/wnba/players/b/brownle02w.html,2020
Cierra Burdick,LVA,F,13,28,13,0,2.2,0.2,0.5,0.286,0,0,NA,0.2,0.5,0.286,0,0,NA,0.1,0.4,0.2,0,0,0.1,0.2,0.3,/wnba/players/b/burdici01w.html,2020
Kennedy Burke,IND,G-F,22,403,22,11,18.3,2.6,5.8,0.449,0.7,2.2,0.313,1.9,3.6,0.532,1.4,1.9,0.714,0.9,1.8,1.1,0.6,0.4,1.2,1.1,7.2,/wnba/players/b/burkeke01w.html,2020
Jordin Canada,SEA,G,20,483,20,11,24.2,2.8,6.6,0.424,0.1,0.6,0.091,2.8,6.1,0.455,2.2,2.9,0.772,0.5,2.3,5.5,1.5,0,2,1.8,7.9,/wnba/players/c/canadjo01w.html,2020
Emma Cannon,LVA,F,1,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/c/cannoem01w.html,2020
Bridget Carleton,MIN,F,22,568,22,15,25.8,2.4,4.6,0.52,1,2.1,0.457,1.5,2.5,0.571,0.8,1.3,0.643,1,3.6,2.5,0.7,0,1.2,1.8,6.6,/wnba/players/c/carlebr01w.html,2020
Chennedy Carter,ATL,G,16,406,16,16,25.4,6.6,14,0.473,0.8,2,0.375,5.9,12,0.49,3.4,4.2,0.821,0.5,2.3,3.4,0.9,0.3,2.7,3.6,17.4,/wnba/players/c/cartech01w.html,2020
Kaila Charles,CON,G-F,21,376,21,7,17.9,1.9,4.6,0.412,0.5,1.4,0.367,1.4,3.2,0.433,1,1.5,0.71,1.1,2.6,0.9,0.8,0.3,0.9,2.1,5.4,/wnba/players/c/charlka01w.html,2020
Karima Christmas-Kelly,MIN,F-G,2,25,2,0,12.5,0.5,3.5,0.143,0,1.5,0,0.5,2,0.25,3.5,4,0.875,0.5,3,0.5,1.5,0.5,2,1,4.5,/wnba/players/c/chriska02w.html,2020
Layshia Clarendon,NYL,G,19,496,19,19,26.1,3.9,8.4,0.465,0.8,2.3,0.341,3.1,6.1,0.513,2.9,3.3,0.873,0.3,2.5,3.9,0.9,0,3.4,2.9,11.5,/wnba/players/c/clarela01w.html,2020
Alysha Clark,SEA,F,22,633,22,22,28.8,3.7,6.7,0.558,1.6,3,0.522,2.1,3.6,0.588,0.9,1.1,0.8,0.9,4.2,2.7,1.5,0.5,0.9,1.7,10,/wnba/players/c/clarkal01w.html,2020
Alaina Coates,WAS,C,20,197,20,0,9.9,0.9,1.7,0.529,0,0,NA,0.9,1.7,0.529,0.7,1.3,0.538,1,2.8,0.5,0.4,0.2,0.6,1.7,2.5,/wnba/players/c/coateal01w.html,2020
Nia Coffey,PHO,F,15,230,15,1,15.3,1.1,2.5,0.421,0.5,1.4,0.333,0.6,1.1,0.529,0.1,0.4,0.167,0.3,2.5,0.8,0.3,0.3,0.5,2,2.7,/wnba/players/c/coffeni01w.html,2020
Napheesa Collier,MIN,F,22,752,22,22,34.2,6.2,11.8,0.523,0.9,2.2,0.408,5.3,9.6,0.55,2.9,3.5,0.829,2.8,9,3.3,1.8,1.3,2.7,2.7,16.1,/wnba/players/c/collina01w.html,2020
Sydney Colson,CHI,G,17,110,17,0,6.5,0.6,1.3,0.455,0.2,0.5,0.333,0.4,0.8,0.538,0.4,0.5,0.875,0.1,0.4,0.8,0.4,0,0.8,0.8,1.8,/wnba/players/c/colsosy01w.html,2020
Te'a Cooper,LAS,G,20,345,20,3,17.3,2.6,5.7,0.451,0.6,1.6,0.344,2,4.1,0.494,1.3,1.7,0.765,0.1,1,2,0.7,0,1.5,2,7,/wnba/players/c/coopete01w.html,2020
Kahleah Copper,CHI,G-F,22,688,22,22,31.3,6,12.1,0.496,1,2.8,0.344,5,9.3,0.541,1.9,2.6,0.737,1,5.5,2.1,1,0.2,2.5,2.4,14.9,/wnba/players/c/coppeka01w.html,2020
Lauren Cox,IND,F,14,183,14,1,13.1,1.3,3.1,0.419,0.2,0.4,0.5,1.1,2.6,0.405,0.8,1.1,0.733,0.7,3.3,1.4,0.4,0.3,0.8,1.4,3.6,/wnba/players/c/coxla01w.html,2020
Sophie Cunningham,PHO,G,21,396,21,11,18.9,1.7,4.3,0.385,0.6,2.4,0.235,1.1,1.9,0.575,1,1.2,0.88,0.4,1,0.8,0.5,0.1,0.7,2.2,5,/wnba/players/c/cunniso01w.html,2020
Crystal Dangerfield,MIN,G,21,629,21,19,30,5.9,12.5,0.471,1.6,4.9,0.333,4.3,7.7,0.559,2.8,3,0.922,0.2,2,3.6,0.9,0,2.6,1.5,16.2,/wnba/players/d/dangecr01w.html,2020
Damiris Dantas,MIN,F,22,586,22,22,26.6,4.6,10,0.464,1.8,4.1,0.433,2.9,5.9,0.485,1.8,2.5,0.727,1.7,6.1,2.6,1.1,0.2,1.8,2.5,12.9,/wnba/players/d/dantada01w.html,2020
Kaela Davis,ATL,F,2,2,2,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/d/daviska01w.html,2020
Diamond DeShields,CHI,G,13,224,13,0,17.2,2.8,6.4,0.434,0.2,1.4,0.167,2.5,5,0.508,1.1,1.4,0.778,0.2,1.8,1.5,0.9,0.1,2.3,2.1,6.8,/wnba/players/d/deshidi01w.html,2020
Blake Dietrick,ATL,G,22,463,22,4,21,2.2,4.7,0.471,1.2,2.6,0.448,1,2.1,0.5,0.2,0.4,0.625,0.4,1.6,3.4,0.8,0.1,1.8,1.9,5.9,/wnba/players/d/dietrbl01w.html,2020
Skylar Diggins-Smith,PHO,G,22,675,22,22,30.7,5.8,12.2,0.474,2.1,5.3,0.397,3.7,6.9,0.533,4.1,4.5,0.9,0.5,3.3,4.2,0.9,0.5,3.2,2.3,17.7,/wnba/players/d/diggisk01w.html,2020
Stefanie Dolson,CHI,C,15,273,15,8,18.2,2.3,4.7,0.486,0.8,2.1,0.375,1.5,2.5,0.579,0.9,1.3,0.737,0.7,3.5,1.7,0.4,0.9,1,3.2,6.3,/wnba/players/d/dolsost01w.html,2020
Kathleen Doyle,IND,G,18,155,18,0,8.6,0.6,2.3,0.244,0.3,1.2,0.238,0.3,1.1,0.25,0.1,0.2,0.5,0.2,0.8,1.1,0.4,0,1,1.4,1.5,/wnba/players/d/doyleka01w.html,2020
Candice Dupree,IND,F,22,665,22,22,30.2,5.3,11.4,0.462,0.1,0.8,0.167,5.1,10.6,0.485,1.9,2.2,0.854,1.2,5.7,2.5,0.7,0.4,1.3,1.2,12.5,/wnba/players/d/dupreca01w.html,2020
Sylvia Fowles,MIN,C,7,168,7,7,24,5.6,9.1,0.609,0,0,NA,5.6,9.1,0.609,3.4,4.1,0.828,3,9.7,0.9,0.9,1.1,1.1,2.6,14.6,/wnba/players/f/fowlesy01w.html,2020
Allisha Gray,DAL,G,20,524,20,14,26.2,4.6,9.8,0.464,1.3,3.6,0.352,3.3,6.3,0.528,2.7,3.3,0.831,1.4,4.2,1.3,1.1,0.3,1.1,1.9,13.1,/wnba/players/g/grayal01w.html,2020
Chelsea Gray,LAS,G,22,679,22,22,30.9,5.5,12.5,0.442,0.8,2.7,0.305,4.7,9.9,0.479,2.1,2.2,0.939,0.7,3.7,5.3,1.5,0.1,2.7,1.7,14,/wnba/players/g/graych01w.html,2020
Reshanda Gray,LAS,F,10,62,10,0,6.2,0.4,1.1,0.364,0,0,NA,0.4,1.1,0.364,0.6,0.7,0.857,0.6,2.8,0.3,0.1,0.4,1,1,1.4,/wnba/players/g/grayre01w.html,2020
Brittney Griner,PHO,C,12,382,12,12,31.8,7.3,14.6,0.497,0,0.1,0,7.3,14.5,0.5,3.2,3.9,0.809,1.5,7.5,3,0.3,1.8,2.5,2.5,17.7,/wnba/players/g/grinebr01w.html,2020
Marie Gulich,LAS,C,12,119,12,1,9.9,1.1,2.2,0.5,0,0.3,0,1.1,1.9,0.565,0.3,0.3,1,0.4,1.5,0.6,0.3,0.3,0.4,1.9,2.4,/wnba/players/g/gulima01w.html,2020
Megan Gustafson,DAL,C,10,48,10,0,4.8,0.4,1.4,0.286,0,0.1,0,0.4,1.3,0.308,0.6,0.9,0.667,0.6,1.1,0.1,0,0.1,0.2,0.9,1.4,/wnba/players/g/gustame01w.html,2020
Dearica Hamby,LVA,F,22,622,22,0,28.3,5,9.3,0.539,0.8,1.7,0.474,4.2,7.5,0.554,2.2,3,0.716,1.3,7.1,2.7,1.7,0.2,2,2.3,13,/wnba/players/h/hambyde01w.html,2020
Isabelle Harrison,DAL,F,13,258,13,11,19.8,2.6,5.8,0.447,0,0.2,0,2.6,5.6,0.466,1.2,1.5,0.789,1.5,4.6,1.5,0.7,0.4,1.4,2.5,6.4,/wnba/players/h/harriis01w.html,2020
Mikiah Herbert Harrigan,MIN,F,21,234,21,0,11.1,1.4,3.9,0.366,0.7,1.6,0.424,0.8,2.3,0.327,0.2,0.3,0.714,0.7,2.3,0.3,0.4,0.4,0.7,1,3.8,/wnba/players/h/harrimi01w.html,2020
Tyasha Harris,DAL,G,21,412,21,3,19.6,2.6,6,0.433,0.9,2.7,0.339,1.7,3.4,0.507,0.7,1,0.636,0,1.2,2.7,0.9,0.1,0.9,1.7,6.8,/wnba/players/h/harrity01w.html,2020
Bria Hartley,PHO,G,13,322,13,3,24.8,5.1,12.1,0.42,1.9,5,0.385,3.2,7.1,0.446,2.5,3.2,0.805,0.4,2.9,4.5,1.2,0,2.1,2.5,14.6,/wnba/players/h/hartlbr01w.html,2020
Tianna Hawkins,WAS,F,17,329,17,5,19.4,3.1,7.6,0.408,1,3.4,0.298,2.1,4.3,0.493,1.3,1.5,0.846,0.7,3.5,1,0.8,0.4,1.2,2.6,8.5,/wnba/players/h/hawkiti01w.html,2020
Ruthy Hebard,CHI,F,22,320,22,6,14.5,2.6,3.9,0.682,0,0,NA,2.6,3.9,0.682,0.4,0.5,0.75,0.8,3.9,0.3,0.5,0.4,0.7,1.6,5.7,/wnba/players/h/hebarru01w.html,2020
Natisha Hiedeman,CON,G,22,408,22,4,18.5,2,5.8,0.354,1,2.9,0.359,1,2.9,0.349,1,1.4,0.7,0.4,1.9,1.9,0.4,0,1.1,2,6.1,/wnba/players/h/hiedena01w.html,2020
Myisha Hines-Allen,WAS,F,22,659,22,22,30,6.8,13.4,0.51,1.2,2.8,0.426,5.6,10.6,0.532,2.2,2.6,0.828,1.6,8.9,2.6,1.4,0.2,2.2,2.9,17,/wnba/players/h/hinesmy01w.html,2020
Bria Holmes,CON,G,18,291,18,4,16.2,1.9,5.4,0.357,0.6,1.7,0.333,1.4,3.8,0.368,0.4,0.7,0.667,0.7,1.8,1.1,0.7,0.3,1,0.9,4.9,/wnba/players/h/holmebr01w.html,2020
Joyner Holmes,NYL,F,19,190,19,0,10,1.2,3.8,0.306,0.2,1.5,0.107,1,2.3,0.432,0.5,0.6,0.75,0.8,2.7,0.7,0.1,0.1,0.7,0.7,2.9,/wnba/players/h/holmejo02w.html,2020
Natasha Howard,SEA,F,22,463,22,22,21,4,7.5,0.53,0.3,0.9,0.35,3.6,6.5,0.556,1.3,1.6,0.778,2.4,7.1,1,1.7,0.6,2.1,3,9.5,/wnba/players/h/howarna01w.html,2020
Sabrina Ionescu,NYL,G,3,80,3,3,26.7,6.3,14,0.452,2.3,6.7,0.35,4,7.3,0.545,3.3,3.3,1,0.7,4.7,4,0.7,0,4.3,1.3,18.3,/wnba/players/i/ionessa01w.html,2020
Briann January,CON,G,13,303,13,10,23.3,1.7,5.8,0.293,0.8,2.4,0.355,0.8,3.4,0.25,0.8,0.9,0.833,0.3,1.2,3.4,0.6,0.2,1.2,1.9,5,/wnba/players/j/januabr01w.html,2020
Moriah Jefferson,DAL,G,9,148,9,6,16.4,2,4.9,0.409,0.2,0.7,0.333,1.8,4.2,0.421,0.8,1.3,0.583,0.9,3.1,2,0.8,0.2,1.7,1.9,5,/wnba/players/j/jeffemo01w.html,2020
Glory Johnson,ATL,F,18,277,18,1,15.4,1.7,4.6,0.373,0.6,2.3,0.262,1.1,2.3,0.488,0.7,1.3,0.5,0.4,3.7,0.6,0.8,0.4,0.7,1.5,4.7,/wnba/players/j/johnsgl01w.html,2020
Shenise Johnson,MIN,G,17,212,17,4,12.5,1.6,4.8,0.341,0.4,1,0.353,1.3,3.8,0.338,1.5,1.6,0.893,0.6,1.9,1.2,0.9,0.1,1.2,1.1,5.1,/wnba/players/j/johnssh02w.html,2020
Alexis Jones,ATL,G,6,53,6,0,8.8,1.3,3.5,0.381,1.2,3.2,0.368,0.2,0.3,0.5,0.2,0.3,0.5,0,0,0.8,0.5,0,1,0.5,4,/wnba/players/j/jonesal01w.html,2020
Brionna Jones,CON,F,21,549,21,21,26.1,4.7,7.7,0.605,0,0,1,4.6,7.7,0.602,1.8,2.6,0.691,2.8,5.6,1,1.7,0.7,1.6,3.1,11.2,/wnba/players/j/jonesbr01w.html,2020
Jazmine Jones,NYL,G,20,428,20,2,21.4,3.5,8.6,0.404,0.8,2.3,0.333,2.7,6.3,0.429,3.2,4,0.788,0.9,4.1,2.3,1.4,0.5,2.9,3,10.8,/wnba/players/j/jonesja02w.html,2020
Paris Kea,NYL,G,11,165,11,5,15,2.5,6.6,0.384,1.2,3,0.394,1.4,3.6,0.375,0.6,0.7,0.875,0.5,2,1.5,0.6,0.3,1.7,1.1,6.9,/wnba/players/k/keapa01w.html,2020
Betnijah Laney,ATL,G-F,22,738,22,22,33.5,6.5,13.5,0.481,1.4,3.4,0.405,5.1,10.1,0.507,2.8,3.4,0.827,1.1,4.9,4,1.6,0.1,3,2.5,17.2,/wnba/players/l/laneybe01w.html,2020
Crystal Langhorne,SEA,F-C,13,107,13,0,8.2,0.5,1.3,0.412,0.1,0.4,0.2,0.5,0.9,0.5,0.2,0.5,0.5,0.2,2.2,0.5,0.1,0.1,0.8,0.5,1.4,/wnba/players/l/langhcr01w.html,2020
Kiara Leslie,WAS,G,19,414,19,10,21.8,2,5.7,0.352,0.9,2.5,0.362,1.1,3.2,0.344,0.6,0.7,0.923,0.8,3,1.1,0.5,0.4,0.9,1.4,5.5,/wnba/players/l/lesliki01w.html,2020
Jewell Loyd,SEA,G,22,613,22,22,27.9,5.1,11.5,0.443,1.8,4.5,0.39,3.3,7,0.477,3.5,4,0.875,0.6,2.4,3.2,1.5,0.3,1.9,1.5,15.5,/wnba/players/l/loydje01w.html,2020
Marina Mabrey,DAL,G,19,405,19,12,21.3,3.6,8.3,0.43,2,4.8,0.418,1.6,3.5,0.448,0.8,1.3,0.667,0.6,3.1,2.3,1.3,0.1,1.6,1.9,10,/wnba/players/m/mabrema01w.html,2020
Ezi Magbegor,SEA,C,22,292,22,0,13.3,2.8,5,0.569,0,0.1,0.333,2.8,4.8,0.575,0.9,1.2,0.704,1.1,2.5,0.3,0.5,0.7,0.4,2,6.5,/wnba/players/m/magbeez01w.html,2020
Kayla McBride,LVA,G,22,587,22,22,26.7,4.1,9.6,0.425,1.1,3.3,0.342,3,6.3,0.468,3.2,3.5,0.897,0.4,2.3,2.4,1.2,0.1,1.4,1.4,12.5,/wnba/players/m/mcbrika01w.html,2020
Angel McCoughtry,LVA,F-G,22,440,22,22,20,5.3,10.3,0.518,0.7,1.5,0.471,4.6,8.7,0.526,3,3.5,0.882,1.7,5.1,2.5,1.3,0.3,1.7,2.2,14.4,/wnba/players/m/mccouan01w.html,2020
Teaira McCowan,IND,C,22,461,22,10,21,4.1,7.6,0.536,0,0.1,0,4.1,7.5,0.545,2.7,3.6,0.75,3.1,7.3,0.6,0.3,1,2,2.6,10.9,/wnba/players/m/mccowte01w.html,2020
Emma Meesseman,WAS,F,20,634,20,20,31.7,5.5,12,0.454,0.7,2.3,0.289,4.8,9.8,0.492,1.5,1.8,0.829,1.7,5.3,4.5,1.2,0.8,2,1.8,13,/wnba/players/m/meessem01w.html,2020
Kelsey Mitchell,IND,G,22,706,22,22,32.1,6.3,14,0.448,2.5,6.5,0.389,3.7,7.5,0.5,2.8,3.3,0.849,0.3,2.2,2.8,0.6,0.1,2.5,2.8,17.9,/wnba/players/m/mitchke01w.html,2020
Leilani Mitchell,WAS,G,22,673,22,22,30.6,3.3,8.1,0.408,1.3,4.3,0.305,2,3.8,0.524,1.5,1.8,0.872,0.5,2.8,5.4,0.8,0,1.7,2.1,9.5,/wnba/players/m/mitchle01w.html,2020
Tiffany Mitchell,IND,G,19,502,19,11,26.4,3.9,11.3,0.346,0.9,3.8,0.233,3,7.4,0.404,4.1,4.3,0.951,0.8,3.4,2.6,0.6,0.1,2.4,2.6,12.7,/wnba/players/m/mitchti01w.html,2020
Beatrice Mompremier,CON,F,21,187,21,0,8.9,1,2.2,0.426,0,0,NA,1,2.2,0.426,0.4,0.9,0.444,1.5,3.3,0.1,0.2,0.6,0.7,1.3,2.3,/wnba/players/m/momprbe01w.html,2020
Kaleena Mosqueda-Lewis,CON,F,16,164,16,0,10.3,1.2,4,0.297,0.8,2.9,0.255,0.4,1.1,0.412,0.3,0.4,0.571,0.1,1.3,0.3,0.2,0.1,0.4,1.1,3.4,/wnba/players/m/mosquka01w.html,2020
Astou Ndour,DAL,C-F,13,151,13,7,11.6,1.5,4.4,0.351,0.5,1.9,0.24,1.1,2.5,0.438,0,0,NA,1,2.9,0.5,0.2,0.5,0.5,2.2,3.5,/wnba/players/n/ndouras01w.html,2020
Kia Nurse,NYL,G,21,578,21,18,27.5,3.2,11.9,0.273,1.5,6.2,0.238,1.8,5.7,0.311,4.2,4.9,0.864,0.5,2.9,2.3,0.5,0.2,2.2,1.8,12.2,/wnba/players/n/nurseki01w.html,2020
Leaonna Odom,NYL,F,22,453,22,16,20.6,2.2,4.5,0.49,0.2,0.9,0.25,2,3.5,0.551,0.9,1,0.87,1.5,2.3,0.7,0.7,0.4,0.7,1.7,5.5,/wnba/players/o/odomle01w.html,2020
Arike Ogunbowale,DAL,G,22,748,22,22,34,7.9,19,0.413,2.2,6.5,0.336,5.7,12.5,0.453,4.9,5.7,0.856,0.5,2.8,3.5,1.6,0,2.1,2.5,22.8,/wnba/players/o/ogunbar01w.html,2020
Nneka Ogwumike,LAS,F,18,476,18,18,26.4,5.3,9.3,0.569,0.5,1,0.5,4.8,8.3,0.577,2.3,2.7,0.837,1.2,4.8,1.7,1.1,0.2,1.6,2.3,13.3,/wnba/players/o/ogwumnn01w.html,2020
Candace Parker,LAS,F-C,22,665,22,22,30.2,5.6,11,0.51,0.9,2.2,0.396,4.8,8.9,0.538,2.6,3.5,0.731,1.7,9.7,4.6,1.2,1.2,2.9,2.3,14.7,/wnba/players/p/parkeca01w.html,2020
Cheyenne Parker,CHI,F,20,497,20,13,24.9,4.9,8.8,0.554,0.8,1.6,0.469,4.1,7.2,0.573,2.9,3.4,0.853,2.4,6.4,1.5,1.3,0.9,2.8,3.2,13.4,/wnba/players/p/parkech01w.html,2020
Theresa Plaisance,CON,F,13,90,13,0,6.9,0.8,2.2,0.379,0.4,1.3,0.294,0.5,0.9,0.5,0.4,0.5,0.833,0.2,1,0.1,0.4,0.2,0.2,1.5,2.5,/wnba/players/p/plaisth01w.html,2020
Aerial Powers,WAS,F-G,6,179,6,6,29.8,5.3,11.5,0.464,1.5,4.3,0.346,3.8,7.2,0.535,4.2,5,0.833,0.3,4.8,2.5,1.5,0,1.8,2.7,16.3,/wnba/players/p/powerae01w.html,2020
Alexis Prince,CHI,F,2,16,2,0,8,1.5,2.5,0.6,1,1.5,0.667,0.5,1,0.5,0,0,NA,1,1.5,0,0,0.5,0,0.5,4,/wnba/players/p/princal01w.html,2020
Epiphanny Prince,SEA,G,15,190,15,0,12.7,1.5,3.8,0.386,0.6,1.8,0.333,0.9,2,0.433,0.7,0.9,0.846,0.1,1.2,1.4,0.4,0.1,0.8,1.5,4.3,/wnba/players/p/princep01w.html,2020
Allie Quigley,CHI,G,22,631,22,22,28.7,5.9,13.1,0.448,2.1,6,0.346,3.8,7,0.535,1.5,1.7,0.919,0.3,2.9,2.4,0.6,0.3,1.3,1.4,15.4,/wnba/players/q/quiglal01w.html,2020
Danielle Robinson,LVA,G,22,492,22,1,22.4,2.8,5.5,0.512,0.2,0.6,0.385,2.6,4.9,0.528,1.5,1.9,0.81,0.2,2.4,3.2,0.9,0.1,1.3,1.7,7.4,/wnba/players/r/robinda01w.html,2020
Sugar Rodgers,LVA,G,22,263,22,1,12,1.2,3.7,0.321,0.9,2.9,0.313,0.3,0.8,0.353,0.1,0.2,0.75,0.1,1.3,1.4,0.3,0.1,0.7,1.1,3.4,/wnba/players/r/rodgesu01w.html,2020
Tierra Ruffin-Pratt,LAS,G,17,251,17,10,14.8,0.7,2.6,0.267,0.4,0.8,0.462,0.4,1.9,0.188,1.1,1.5,0.731,0.5,2.1,0.9,0.6,0.2,0.5,1.6,2.9,/wnba/players/r/ruffiti01w.html,2020
Mercedes Russell,SEA,C,22,304,22,2,13.8,1.5,3.5,0.41,0,0,NA,1.5,3.5,0.41,0.6,1.1,0.56,0.7,3.2,0.6,0.4,0.4,0.7,1,3.5,/wnba/players/r/russeme01w.html,2020
Satou Sabally,DAL,F,16,450,16,14,28.1,4.2,11.4,0.368,0.8,4.1,0.197,3.4,7.3,0.466,4.7,5.4,0.872,2.6,7.8,2.5,0.9,0.9,2.2,3.1,13.9,/wnba/players/s/sabalsa01w.html,2020
Katie Lou Samuelson,DAL,F,22,439,22,4,20,1.8,4.4,0.417,0.9,2.7,0.317,1,1.6,0.583,0.5,0.7,0.733,0.4,2.4,1.4,0.7,0.4,0.5,1.5,5,/wnba/players/s/samueka02w.html,2020
Kylee Shook,NYL,F,20,290,20,0,14.5,1.6,4,0.405,0.2,0.9,0.176,1.5,3.1,0.468,0.7,0.9,0.824,0.8,2.8,0.6,0.4,0.5,1,1.3,4.1,/wnba/players/s/shookky01w.html,2020
Odyssey Sims,MIN,G,13,240,13,7,18.5,3.2,8,0.404,0.6,1.8,0.333,2.6,6.2,0.425,2.3,2.5,0.909,0.6,2,3.5,0.5,0.1,1.9,1.7,9.4,/wnba/players/s/simsod01w.html,2020
Kamiah Smalls,IND,G,7,100,7,0,14.3,1.3,2.9,0.45,1,1.7,0.583,0.3,1.1,0.25,0.3,0.3,1,0.7,1.1,2,0.1,0.1,0.3,0.4,3.9,/wnba/players/s/smallka01w.html,2020
