player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link,mpg
Jackie Young,LVA,2019,G,34,767,34,4.9,15.2,0.322,0.9,2.8,0.318,4,12.4,0.323,3.8,4.7,0.808,1.5,7.2,9.9,1.7,0.8,3.4,3,14.5,12.4,0.42,0.352,0.186,0.309,3.4,7.9,30.9,1.7,1.3,16.5,18,94,99,0.1,1.2,1.3,0.067,10.4,0.814,0.208,0.381,0.14,0.064,0.186,0.323,0.408,0.256,0.303,0.533,0.318,0.435,0.929,0.023,0,4.3,-5.7,42,5,23,1,34,NA,334,3,28,76,236,14,44,62,192,59,73,23,111,153,26,12,53,47,225,/wnba/players/y/youngja01w.html,22.558823529411764
Tamera Young,LVA,2019,F,34,628,4,5.4,14.1,0.38,0.4,1.3,0.313,5,12.8,0.387,3.1,4.8,0.639,2.8,9.8,5.3,1.8,0.3,3.8,4.8,14.2,9.5,0.437,0.394,0.089,0.341,6.2,10.8,16.8,1.8,0.5,18.9,17.4,88,98,-0.4,1,0.6,0.038,11.1,0.911,0.201,0.218,0.24,0.212,0.089,0.387,0.472,0.436,0.395,0.237,0.313,0.492,1,0.188,0.333,7.8,1.8,33,7,23,4,27,NA,137,5,13,68,179,5,16,63,163,39,61,35,124,67,23,4,48,61,180,/wnba/players/y/youngta01w.html,18.470588235294116
Amanda Zahui B.,NYL,2019,C,24,558,23,7.3,15.6,0.468,2,6.2,0.319,5.3,9.4,0.567,2.1,2.4,0.852,2.3,13.7,1.9,2.3,3,2.9,7.1,18.7,15.8,0.56,0.532,0.399,0.156,5.3,15.5,6.6,2.3,4.9,14.8,17,101,100,0.6,0.8,1.4,0.098,14.1,0.601,0.225,0.237,0.069,0.069,0.399,0.567,0.718,0.415,0.583,0.583,0.319,0.847,1,0.029,1,-13.3,-4,12,4,35,7,14,NA,48,4,8,81,173,22,69,59,104,23,27,26,152,21,26,33,32,79,207,/wnba/players/z/zahuiam01w.html,23.25
Shavonte Zellous,SEA,2019,G,31,432,4,5.4,14.2,0.379,0.7,3.9,0.188,4.6,10.3,0.452,3.7,4.9,0.75,0.7,5.9,5.5,1.2,0.7,4.3,5.4,15.2,7.8,0.464,0.405,0.276,0.345,1.6,6.8,17.5,1.2,1.2,20.8,17.8,88,104,-0.3,0.4,0.1,0.006,16.4,0.724,0.172,0.103,0.112,0.345,0.276,0.452,0.55,0.333,0.308,0.475,0.188,0.395,0.833,0.125,0.25,-12.7,-17.5,16,8,15,5,19,NA,121,4,11,44,116,6,32,38,84,30,40,6,48,45,10,6,35,44,124,/wnba/players/z/zellosh01w.html,13.935483870967742
Theresa Plaisance,DAL,2019,F,22,378,12,6.6,17.6,0.374,3.3,9.6,0.343,3.3,8,0.411,2.4,3.1,0.773,3,13.9,4.9,0.9,2.4,4.3,7.6,18.9,13.2,0.497,0.467,0.545,0.179,6.2,15.2,17.1,0.9,3.9,18.4,19.9,96,103,0.2,0.4,0.6,0.06,17.9,0.455,0.098,0.138,0.163,0.057,0.545,0.411,0.417,0.529,0.3,0.429,0.343,0.609,0.913,0,NA,-5.7,4.3,19,9,35,0,8,NA,79,1,4,46,123,23,67,23,56,17,22,21,97,34,6,17,30,53,132,/wnba/players/p/plaisth01w.html,17.181818181818183
Kristine Anigwe,DAL,2019,F-C,10,129,0,4.6,13.8,0.333,0,0,NA,4.6,13.8,0.333,4.2,6.3,0.667,5.9,15.1,1.3,1.3,1.7,2.9,9.2,13.4,8.4,0.404,0.333,0,0.455,12.2,16.6,4.1,1.3,2.7,15,16.7,88,104,-0.1,0.1,0,0.01,5.4,1,0.333,0.545,0.091,0.03,0,0.333,0.273,0.444,0,0,NA,0.727,NA,NA,NA,-4.3,5.1,2,3,12,0,6,NA,7,1,7,11,33,0,0,11,33,10,15,14,36,3,3,4,7,22,32,/wnba/players/a/anigwkr01w.html,12.9
Natalie Achonwa,IND,2018,F,34,883,34,8.1,15.3,0.527,0,0,NA,8.1,15.3,0.527,4.5,5.6,0.8,5.1,13.8,2.7,1.7,1.4,2.2,6.2,20.6,18.7,0.58,0.527,0,0.365,10.6,15.4,9.4,1.7,2.2,11.2,17.5,117,107,2.3,0.9,3.2,0.145,7.7,1,0.438,0.173,0.192,0.196,0,0.527,0.632,0.422,0.46,0.451,NA,0.803,NA,NA,NA,-11,5.6,13,10,41,13,40,NA,109,9,23,137,260,0,0,137,260,76,95,86,234,46,29,23,38,106,350,/wnba/players/a/achonna01w.html,25.970588235294116
Lindsay Allen,LVA,2018,G,24,358,6,3.9,10.1,0.384,0.1,2.2,0.063,3.7,7.9,0.474,2.4,3.3,0.708,0.4,4.1,9.5,2.1,0,2.9,2.4,10.2,9.8,0.443,0.39,0.219,0.329,0.9,4.7,27.5,2.1,0,20.1,12.5,96,110,0,0.2,0.2,0.02,14.5,0.781,0.151,0.137,0.342,0.151,0.219,0.474,0.455,0.4,0.44,0.636,0.063,0.222,1,0,NA,1.3,2.2,16,3,5,0,6,NA,153,3,3,28,73,1,16,27,57,17,24,3,30,69,15,0,21,17,74,/wnba/players/a/allenli01w.html,14.916666666666666
Rebecca Allen,NYL,2018,G,28,291,0,6.7,17.8,0.376,1.8,6.7,0.263,4.9,11.1,0.444,3.7,4.4,0.84,2.3,8.5,1.4,1.6,1.9,2.8,6.4,18.9,9.9,0.478,0.426,0.376,0.248,5.1,9.6,4.6,1.6,3.3,12.5,19.9,92,108,-0.2,0.3,0.1,0.011,18.1,0.624,0.099,0.079,0.099,0.347,0.376,0.444,0.6,0.5,0.7,0.314,0.263,0.643,1,0.237,0.111,4.6,19.6,6,1,14,5,11,NA,19,1,4,38,101,10,38,28,63,21,25,13,48,8,9,11,16,36,107,/wnba/players/a/allenre01w.html,10.392857142857142
Ariel Atkins,WAS,2018,G,29,652,24,9.6,22.3,0.432,3.6,10.1,0.357,6,12.2,0.493,3.4,4.1,0.824,2.2,5.5,4.8,3.1,0.8,3.1,5.9,26.3,17.8,0.544,0.513,0.453,0.183,5.1,6.3,15.9,3.1,1.3,11.5,23.9,108,106,1.3,0.7,2,0.123,17.1,0.547,0.115,0.122,0.129,0.18,0.453,0.493,0.688,0.5,0.5,0.36,0.357,0.52,0.889,0.167,0.381,15,24,21,11,35,2,21,NA,138,6,7,120,278,45,126,75,152,42,51,28,69,60,39,10,39,73,327,/wnba/players/a/atkinar01w.html,22.482758620689655
Seimone Augustus,MIN,2018,G-F,33,864,33,9.4,20.1,0.467,1.3,4,0.318,8.1,16.2,0.504,1.4,2,0.706,0.3,3.6,5.1,0.8,0.5,2.4,1.9,21.5,12.6,0.512,0.499,0.198,0.102,0.7,4.2,17,0.8,0.8,10.3,20.4,102,107,0.6,0.9,1.5,0.069,16.2,0.802,0.057,0.141,0.189,0.416,0.198,0.504,0.789,0.468,0.524,0.468,0.318,0.548,0.952,0.212,0.429,2.8,5.3,27,8,16,2,9,NA,184,1,1,156,334,21,66,135,268,24,34,5,60,85,14,8,40,32,357,/wnba/players/a/augusse01w.html,26.181818181818183
Rachel Banham,CON,2018,G,33,424,5,6.6,15.9,0.414,3.6,9.7,0.37,3,6.2,0.481,3.9,4.5,0.868,0.7,3.5,5.7,1.8,0.4,2.1,6.6,20.6,14,0.578,0.526,0.609,0.286,1.6,4,15.9,1.8,0.6,10.7,17.1,121,106,1.3,0.5,1.7,0.163,20.1,0.391,0.098,0.06,0.09,0.143,0.609,0.481,0.615,0.5,0.417,0.421,0.37,0.4,0.933,0.173,0.429,-0.5,-11.4,13,3,21,2,17,NA,109,3,4,55,133,30,81,25,52,33,38,6,29,48,15,3,18,55,173,/wnba/players/b/banhara01w.html,12.848484848484848
Alana Beard,LAS,2018,G-F,30,766,30,3.5,9,0.392,0.1,0.3,0.4,3.4,8.7,0.392,1.2,1.5,0.81,2.5,6.8,3.5,3,0.4,1.4,5.1,8.4,8.7,0.435,0.4,0.038,0.162,5.6,7.7,9.5,3,0.7,12.6,9.9,99,102,0.1,1.4,1.5,0.079,11.5,0.962,0.238,0.2,0.154,0.369,0.038,0.392,0.484,0.423,0.25,0.375,0.4,0.735,1,0.4,0.5,4.5,6.2,15,2,21,3,9,NA,121,0,8,51,130,2,5,49,125,17,21,36,98,50,44,6,20,73,121,/wnba/players/b/beardal01w.html,25.533333333333335
Hind Ben Abdelkader,IND,2018,G,14,142,0,2.9,15.7,0.186,2.2,10.6,0.207,0.7,5.1,0.143,2.6,2.9,0.875,0.4,5.1,4,1.5,0.4,4.8,3.7,10.6,-0.6,0.312,0.256,0.674,0.186,0.8,5.7,11.8,1.5,0.6,21.8,19.1,61,112,-0.7,0.1,-0.7,-0.188,21.2,0.326,0.023,0.07,0.116,0.116,0.674,0.143,0,0.333,0.2,0,0.207,0.5,0.833,0.172,0.2,0.8,15.3,0,5,6,2,0,NA,26,0,3,8,43,6,29,2,14,7,8,1,14,11,4,1,13,10,29,/wnba/players/b/benahi01w.html,10.142857142857142
Monique Billings,ATL,2018,F,32,353,0,5.8,13.2,0.441,0,0,NA,5.8,13.2,0.441,3.4,4.6,0.75,5.3,12.5,1.7,2,0.1,2,5.3,15.1,12.4,0.495,0.441,0,0.344,11.5,13.8,5.4,2,0.2,11.6,14.9,106,101,0.4,0.7,1,0.117,6.8,1,0.43,0.215,0.301,0.054,0,0.441,0.475,0.3,0.5,0.4,NA,0.707,NA,NA,NA,1.8,-2.5,3,2,17,5,16,NA,27,4,10,41,93,0,0,41,93,24,32,37,88,12,14,1,14,37,106,/wnba/players/b/billimo01w.html,11.03125
Sue Bird,SEA,2018,G,31,824,31,7.2,15.4,0.466,3.7,8.3,0.448,3.4,7,0.487,1.5,1.8,0.828,0.3,3.4,13.8,2.2,0.1,3.7,2.4,19.6,19.1,0.604,0.587,0.543,0.117,0.7,3.8,40.7,2.2,0.2,18.5,17.5,121,105,2.9,1.1,3.9,0.192,19.9,0.457,0.049,0.057,0.126,0.227,0.543,0.487,1,0.571,0.581,0.304,0.448,0.418,0.75,0.097,0.615,15.8,15.5,44,8,10,1,8,NA,501,1,6,115,247,60,134,55,113,24,29,5,54,221,35,2,59,38,314,/wnba/players/b/birdsu01w.html,26.580645161290324
Kelsey Bone,LVA,2018,C,32,344,10,5.8,11.5,0.5,0,0,NA,5.8,11.5,0.5,1.3,2.6,0.5,2.7,10.1,5.5,0.4,0.3,4.3,8.8,12.8,6.7,0.506,0.5,0,0.225,6.2,11.3,16.7,0.4,0.5,25.4,14.7,91,111,-0.3,0.2,-0.1,-0.01,9.8,1,0.1,0.475,0.275,0.15,0,0.5,1,0.5,0.5,0.167,NA,0.725,NA,NA,NA,-11,-14.4,8,10,27,5,9,NA,81,4,5,40,80,0,0,40,80,9,18,19,70,38,3,2,30,61,89,/wnba/players/b/boneke01w.html,10.75
DeWanna Bonner,PHO,2018,F-G,34,1120,34,9.5,21.1,0.452,2.5,8.1,0.313,7,13,0.539,5.4,6.2,0.867,2.2,11.3,4.9,2,0.6,2.5,2.8,26.9,20.5,0.566,0.512,0.383,0.293,5.3,13.1,17.2,2,1,9.6,23.6,114,105,3.2,1.5,4.7,0.169,14,0.617,0.263,0.159,0.117,0.078,0.383,0.539,0.653,0.479,0.444,0.417,0.313,0.51,0.855,0.182,0.406,5,10.2,29,15,35,1,56,NA,249,18,23,208,460,55,176,153,284,117,135,47,246,108,43,14,55,62,588,/wnba/players/b/bonnede01w.html,32.94117647058823
Brittany Boyd,NYL,2018,G,30,613,14,5.9,14.2,0.414,0.8,2.3,0.37,5,11.9,0.423,3.4,4.4,0.774,0.8,9.8,13.3,3.1,0.3,6.8,6,16,13.4,0.497,0.444,0.16,0.314,1.9,11.1,42.1,3.1,0.4,29.6,20.2,92,104,-0.5,0.9,0.4,0.025,10,0.84,0.373,0.201,0.154,0.112,0.16,0.423,0.476,0.382,0.346,0.421,0.37,0.283,0.5,0.111,0,-9.8,2,54,19,27,6,26,NA,366,5,9,70,169,10,27,60,142,41,53,10,117,159,37,3,81,72,191,/wnba/players/b/boydbr01w.html,20.433333333333334
Imani McGee-Stafford,ATL,2018,C,29,305,2,6.4,14.2,0.453,0,0,NA,6.4,14.2,0.453,1.2,2.5,0.467,6.4,16.3,3,2.1,1.8,3.8,7.3,14,12.3,0.459,0.453,0,0.174,14,18,9.5,2.1,2.9,19.9,16.5,93,97,-0.2,0.8,0.6,0.078,9.6,1,0.314,0.209,0.209,0.267,0,0.453,0.704,0.444,0.278,0.304,NA,0.718,NA,NA,NA,-4,-9.9,6,4,22,10,7,NA,41,1,5,39,86,0,0,39,86,7,15,39,99,18,13,11,23,44,85,/wnba/players/b/boyetim01w.html,10.517241379310345
Jessica Breland,ATL,2018,F,34,899,34,6.9,16.2,0.428,0,0,NA,6.9,16.2,0.428,1.8,2.5,0.75,3.2,15,3.8,2.2,3.6,3.2,4.8,15.7,14.5,0.454,0.428,0,0.152,7.1,16.6,12.4,2.2,5.7,15.6,17.7,92,94,-0.6,2.7,2.1,0.094,11.7,1,0.259,0.134,0.214,0.393,0,0.428,0.467,0.359,0.387,0.447,NA,0.839,NA,NA,NA,5.2,4.6,32,15,55,1,22,NA,150,4,18,124,290,0,0,124,290,33,44,58,269,68,39,65,57,86,281,/wnba/players/b/brelaje01w.html,26.441176470588236
Rebekkah Brunson,MIN,2018,F,25,691,25,4.8,11.9,0.405,1.4,3.6,0.375,3.5,8.3,0.418,2.5,3.7,0.673,2.8,12.7,4.5,1.5,1,2.8,4.5,13.5,11.7,0.498,0.462,0.304,0.31,6.4,14.7,13,1.5,1.6,17.1,14.2,101,101,0.3,1.3,1.6,0.093,13.6,0.696,0.215,0.177,0.165,0.139,0.304,0.418,0.529,0.393,0.346,0.364,0.375,0.739,1,0.042,0,3.4,5,17,7,23,9,23,NA,130,5,10,64,158,18,48,46,110,33,49,37,169,60,20,13,37,60,179,/wnba/players/b/brunsre01w.html,27.64
Liz Cambage,DAL,2018,C,32,945,32,14.8,25.2,0.589,0.6,2,0.324,14.2,23.2,0.611,9,12.2,0.738,4,16.5,3.9,0.8,2.9,4.7,4.7,39.3,30.7,0.643,0.602,0.078,0.485,9.3,19,16.5,0.8,4.5,13.4,30.1,121,104,4.8,1.4,6.2,0.26,7.1,0.922,0.451,0.305,0.104,0.061,0.078,0.611,0.779,0.472,0.49,0.276,0.324,0.628,1,0,NA,3.9,1.2,18,31,37,22,112,NA,172,42,21,278,472,12,37,266,435,169,229,75,309,73,15,54,89,89,737,/wnba/players/c/cambael01w.html,29.53125
Jordin Canada,SEA,2018,G,33,543,2,6.1,17.2,0.357,0.9,5.2,0.182,5.2,12,0.433,4.5,6.1,0.738,0.9,4.6,10.2,2.8,0.1,5.3,3.6,17.8,11.1,0.446,0.385,0.302,0.357,2,5.2,29.3,2.8,0.1,21,22.2,92,103,-0.5,0.9,0.4,0.029,15.2,0.698,0.225,0.154,0.121,0.198,0.302,0.433,0.634,0.464,0.227,0.306,0.182,0.236,0.5,0.073,0.25,2.5,-11.7,35,15,13,2,25,NA,258,4,9,65,182,10,55,55,127,48,65,9,49,108,30,1,56,38,188,/wnba/players/c/canadjo01w.html,16.454545454545453
Essence Carson,LAS,2018,G,34,786,15,6.8,15.7,0.435,2.6,7.3,0.361,4.2,8.4,0.5,1,1.1,0.938,0.7,6.1,2.1,2,0.8,1.4,3.4,17.3,11.9,0.535,0.519,0.466,0.069,1.5,6.9,6.3,2,1.3,8.1,15.7,103,103,0.5,1.3,1.8,0.091,18.8,0.534,0.056,0.108,0.121,0.25,0.466,0.5,0.538,0.36,0.5,0.552,0.361,0.71,0.923,0.093,0.3,-1.6,-8.2,10,5,23,4,5,NA,72,2,5,101,232,39,108,62,124,15,16,10,90,31,29,12,21,51,256,/wnba/players/c/carsoes01w.html,23.11764705882353
Tina Charles,NYL,2018,C,33,1088,33,12.4,26.3,0.473,1.5,4.5,0.326,11,21.8,0.503,4.4,5.8,0.77,3,10.9,4.3,1.1,0.9,4.4,4,30.8,18.4,0.534,0.501,0.171,0.219,6.6,12.3,16.9,1.1,1.6,13.2,29.2,101,109,0.9,0.9,1.7,0.064,11.5,0.829,0.196,0.299,0.198,0.137,0.171,0.503,0.661,0.518,0.427,0.355,0.326,0.681,0.871,0.032,0,-9.9,5.5,40,15,28,17,46,NA,204,15,20,263,556,31,95,232,461,94,122,63,231,90,24,20,93,84,651,/wnba/players/c/charlti01w.html,32.96969696969697
Karima Christmas-Kelly,DAL,2018,F-G,6,167,6,3.9,8.7,0.448,1.2,2.7,0.444,2.7,6,0.45,7.8,9.7,0.813,3.3,10,2.7,0.6,0.6,3,4.2,16.9,13.5,0.65,0.517,0.31,1.103,7.7,11.5,7.9,0.6,0.9,18.8,13.6,123,111,0.5,0.1,0.5,0.128,10.9,0.69,0.345,0.207,0.103,0.034,0.31,0.45,0.6,0.333,0,1,0.444,0.556,0.5,0.111,0,12.9,10.6,7,2,4,0,7,NA,23,1,4,13,29,4,9,9,20,26,32,11,33,9,2,2,10,14,56,/wnba/players/c/chriska02w.html,27.833333333333332
Alysha Clark,SEA,2018,F,31,813,30,5.2,10.9,0.48,1.8,4.7,0.392,3.4,6.2,0.545,2.1,2.5,0.846,2,6.8,3.7,2,0.3,2.3,4.4,14.4,11.7,0.599,0.564,0.428,0.225,4.6,7.7,10.3,2,0.4,15.9,12.6,114,104,1.3,1.2,2.5,0.123,13.9,0.572,0.26,0.179,0.064,0.069,0.428,0.545,0.733,0.484,0.364,0.167,0.392,0.63,1,0.405,0.4,12.6,7.6,17,10,25,6,17,NA,142,5,4,83,173,29,74,54,99,33,39,31,108,58,31,4,36,70,228,/wnba/players/c/clarkal01w.html,26.225806451612904
Natasha Cloud,WAS,2018,G,27,715,22,6.5,14.9,0.436,2.3,6.1,0.386,4.2,8.9,0.471,1.5,2,0.778,0.4,6.3,9.2,1.5,0.3,3.3,4,16.9,13.5,0.535,0.515,0.407,0.132,1,7.2,27.4,1.5,0.5,17.2,16.8,108,109,1,0.5,1.6,0.087,15.5,0.593,0.211,0.142,0.093,0.147,0.407,0.471,0.605,0.379,0.368,0.433,0.386,0.211,0.875,0.12,0.4,9.8,14.8,31,8,17,1,10,NA,298,3,7,89,204,32,83,57,121,21,27,6,86,125,20,4,45,54,231,/wnba/players/c/cloudna01w.html,26.48148148148148
Alaina Coates,CHI,2018,C,32,364,0,5.8,10.3,0.568,0,0,NA,5.8,10.3,0.568,3.5,5.5,0.625,5.4,14.1,1.8,0.8,1,2.4,8,15.1,12.7,0.595,0.568,0,0.541,13.1,16.4,5.5,0.8,1.5,15.7,13.3,116,112,0.7,0.1,0.8,0.09,3.6,1,0.757,0.135,0.068,0.041,0,0.568,0.571,0.5,0.6,0.667,NA,0.738,NA,NA,NA,-3.7,5.9,4,3,39,6,19,NA,31,6,12,42,74,0,0,42,74,25,40,39,102,13,6,7,17,58,109,/wnba/players/c/coateal01w.html,11.375
Nia Coffey,LVA,2018,F,28,386,10,6.7,17.6,0.38,0.3,0.6,0.4,6.4,16.9,0.379,5.4,8.7,0.618,2.7,8.5,2.2,1.2,0.8,4.9,6,19,6.2,0.443,0.387,0.036,0.496,6.1,9.5,6.8,1.2,1.3,18.5,22.8,82,109,-1,0.3,-0.7,-0.073,10,0.964,0.248,0.277,0.212,0.226,0.036,0.379,0.471,0.342,0.414,0.29,0.4,0.6,1,0,NA,-3.9,-5,9,7,22,12,34,NA,42,6,18,52,137,2,5,50,132,42,68,21,66,17,9,6,38,47,148,/wnba/players/c/coffeni01w.html,13.785714285714286
Marissa Coleman,NYL,2018,G-F,21,384,18,5.4,15.4,0.348,1.6,5.8,0.279,3.7,9.6,0.389,0.8,0.8,1,1.7,6.7,2.9,1.3,0.7,1.7,2.9,13.1,7.3,0.417,0.4,0.374,0.052,3.9,7.6,9.1,1.3,1.1,10,15.4,88,111,-0.4,0.2,-0.2,-0.018,17.1,0.626,0.104,0.052,0.243,0.226,0.374,0.389,0.667,0.333,0.393,0.269,0.279,0.571,1,0.302,0.231,-10.8,0.1,4,6,10,2,4,NA,50,0,5,40,115,12,43,28,72,6,6,13,50,22,10,5,13,22,98,/wnba/players/c/colemma01w.html,18.285714285714285
Kahleah Copper,CHI,2018,G-F,33,524,2,7.8,19.6,0.397,2.3,6.2,0.375,5.5,13.5,0.407,4.7,5.4,0.875,1.6,7,1.9,1,0.6,3.1,4.3,22.6,10.8,0.514,0.456,0.314,0.275,4,8.1,6.3,1,0.9,12.3,22.2,98,115,0,-0.1,0,-0.001,12.9,0.686,0.328,0.098,0.113,0.147,0.314,0.407,0.507,0.2,0.348,0.367,0.375,0.596,1,0.234,0.467,-13.2,-8.2,19,10,14,3,25,NA,49,6,16,81,204,24,64,57,140,49,56,17,73,20,10,6,32,45,235,/wnba/players/c/coppeka01w.html,15.878787878787879
Monique Currie,WAS,2018,F,32,508,9,7,17.7,0.395,1.8,6,0.293,5.3,11.8,0.447,6.1,7.3,0.831,1.9,9.9,2.8,1.3,0.6,3.9,7.4,21.9,11.3,0.522,0.445,0.337,0.413,4.2,11.3,8.5,1.3,1,15.8,21.8,99,107,0.2,0.5,0.7,0.052,15.3,0.663,0.186,0.122,0.151,0.203,0.337,0.447,0.5,0.333,0.577,0.371,0.293,0.588,0.882,0.121,0.857,-8.1,-17.9,15,8,22,9,29,NA,65,3,5,68,172,17,58,51,114,59,71,18,96,27,13,6,38,72,212,/wnba/players/c/currimo01w.html,15.875
Damiris Dantas,ATL,2018,F,19,255,0,8.3,19.1,0.433,1,4.1,0.238,7.3,15,0.487,2.6,3.5,0.722,3.4,8.9,3.2,1.6,0,2,6.3,20.1,12.2,0.486,0.459,0.216,0.186,7.3,9.8,10.8,1.6,0,8.7,19.6,103,103,0.2,0.4,0.6,0.094,12.9,0.784,0.206,0.216,0.134,0.227,0.216,0.487,0.65,0.381,0.462,0.455,0.238,0.838,1,0.095,0.5,-8.3,-14.7,2,2,12,5,5,NA,36,2,6,42,97,5,21,37,76,13,18,17,45,16,8,0,10,32,102,/wnba/players/d/dantada01w.html,13.421052631578947
Kaela Davis,DAL,2018,F,27,453,6,5.6,16,0.347,1.1,4.6,0.244,4.4,11.5,0.388,2.8,4.3,0.641,1.4,6.1,4.1,1,0.1,3.9,6.3,15,4.4,0.419,0.382,0.285,0.271,3.4,7.1,12.5,1,0.2,17.8,18.6,85,112,-0.8,0.2,-0.6,-0.053,14.3,0.715,0.25,0.132,0.104,0.229,0.285,0.388,0.5,0.316,0.267,0.364,0.244,0.475,0.9,0.146,0,3.5,0,23,7,26,0,12,NA,80,2,9,50,144,10,41,40,103,25,39,13,55,37,9,1,35,57,135,/wnba/players/d/daviska01w.html,16.77777777777778
Elena Delle Donne,WAS,2018,F-G,29,933,29,12.4,25.3,0.488,2.8,6.8,0.405,9.6,18.5,0.518,6.2,7,0.887,2.4,11.8,3.8,1.5,2.2,1.5,2.8,33.6,27.3,0.592,0.542,0.268,0.275,5.5,13.5,13.6,1.5,3.6,5.1,26.2,124,104,4.6,1.3,5.9,0.253,14,0.732,0.142,0.206,0.273,0.111,0.268,0.518,0.703,0.538,0.472,0.36,0.405,0.462,0.898,0.025,1,7.4,15.4,11,8,29,4,57,NA,169,14,18,220,451,49,121,171,330,110,124,43,210,67,26,40,27,49,599,/wnba/players/d/delleel01w.html,32.172413793103445
Diamond DeShields,CHI,2018,G,34,967,33,8.7,20.4,0.425,2.1,6.4,0.328,6.6,14,0.468,6.1,7.3,0.836,1.9,8.7,3.9,1.9,0.5,3.7,3.9,25.5,15.7,0.54,0.476,0.312,0.358,4.7,10.1,12.9,1.9,0.8,13.4,24.1,104,112,1.1,0.3,1.4,0.059,12.8,0.688,0.299,0.161,0.087,0.141,0.312,0.468,0.615,0.317,0.353,0.4,0.328,0.532,0.95,0.311,0.237,-5,10.7,47,16,28,2,62,NA,162,11,25,166,391,40,122,126,269,117,140,37,167,74,37,10,70,74,489,/wnba/players/d/deshidi01w.html,28.441176470588236
Skylar Diggins-Smith,DAL,2018,G,32,1092,32,8.6,21.3,0.403,2.4,7.9,0.297,6.2,13.3,0.467,7,8.3,0.839,1,4.9,9.2,2.1,0.8,3.7,3.4,26.5,19,0.531,0.459,0.373,0.39,2.3,5.7,30.8,2.1,1.2,13,24.4,113,109,3.1,0.8,3.9,0.142,13.8,0.627,0.26,0.18,0.108,0.078,0.373,0.467,0.658,0.325,0.34,0.333,0.297,0.23,0.549,0.081,0.571,4.7,6.2,55,17,25,5,68,NA,458,21,38,186,461,51,172,135,289,151,180,21,107,199,46,17,81,73,574,/wnba/players/d/diggisk01w.html,34.125
Stefanie Dolson,CHI,2018,C,27,745,25,7.2,15.5,0.467,1.2,3.5,0.346,6,12,0.503,2,2.2,0.938,1.4,8.4,5.5,1,1.6,3.3,5.5,17.7,12.4,0.539,0.507,0.227,0.14,3.3,9.7,17.5,1,2.4,16.5,17.4,102,112,0.5,0.2,0.7,0.036,12.7,0.773,0.314,0.127,0.096,0.236,0.227,0.503,0.667,0.414,0.227,0.444,0.346,0.809,1,0.077,0.25,-3.2,10.8,24,9,29,10,9,NA,186,7,8,107,229,18,52,89,177,30,32,20,124,81,15,24,48,81,262,/wnba/players/d/dolsost01w.html,27.59259259259259
Candice Dupree,IND,2018,F,32,1006,32,10.2,21,0.488,0,0.1,0,10.2,20.9,0.489,3,3.7,0.819,1.9,10.6,2.8,1.5,0.6,2.6,2.8,23.5,16.1,0.52,0.488,0.002,0.177,4,11.9,10.4,1.5,0.9,10.4,22.1,101,109,0.7,0.8,1.4,0.058,12.2,0.998,0.118,0.234,0.296,0.35,0.002,0.489,0.625,0.537,0.4,0.486,0,0.631,NA,0,NA,-12.6,1.3,24,21,29,3,31,NA,128,8,15,198,406,0,1,198,405,59,72,37,206,54,30,11,51,55,455,/wnba/players/d/dupreca01w.html,31.4375
Jamierra Faulkner,CHI,2018,G,17,360,0,6.4,18.8,0.343,2.7,8.8,0.302,3.8,10,0.38,2.5,3.4,0.75,0.7,3.4,9.4,1.1,0.3,4.9,3.8,18.1,8.4,0.446,0.414,0.47,0.179,1.7,3.9,29.2,1.1,0.4,19.5,22.2,90,117,-0.5,-0.1,-0.6,-0.067,15.8,0.53,0.231,0.142,0.075,0.082,0.47,0.38,0.548,0.211,0.4,0.182,0.302,0.148,0.789,0.175,0.455,-7.8,0.4,23,8,10,0,12,NA,150,2,8,46,134,19,63,27,71,18,24,5,24,67,8,2,35,27,129,/wnba/players/f/faulkja01w.html,21.176470588235293
