player_season,cluster,uncertainty,player,pos,age,tm,season,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,dunks_attempt,dunks_total,corner_3s_attempt,corner_3s_percent,heaves_attempts,heaves_makes,pg%,sg%,sf%,pf%,c%,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,efgpercent,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link
Quincy Acy_2019,Reserves,0,Quincy Acy,PF,28,PHO,2019,10,0,123,1.6,7,0.222,0.8,5.8,0.133,0.8,1.2,0.667,2.7,3.9,0.7,1.2,8.5,9.7,3.1,0.4,1.6,1.6,9.3,6.6,87,116,2.9,0.379,0.833,0.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,-0.1,0,-0.1,-0.022,-7.6,-0.5,-8.1,-0.2,21.7,0.167,0.111,0,0.056,0,0.833,0.667,1,NA,0,NA,0.133,1,1,0,0,0.333,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/acyqu01.html
Giannis Antetokounmpo_2019,Primary Scorers/Initiators,0,Giannis Antetokounmpo,PF,24,MIL,2019,72,72,2358,14.2,24.6,0.578,1,4,0.256,13.2,20.6,0.641,9.9,13.5,0.729,3.1,14.6,17.7,8.4,1.8,2.2,5.3,4.6,39.3,121,99,30.9,0.644,0.163,0.55,7.3,30,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,7.7,0.837,0.573,0.152,0.051,0.063,0.163,0.641,0.769,0.339,0.381,0.41,0.256,0.472,0.673,0.246,279,0.044,0.222,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/antetgi01.html
Isaac Bonga_2019,Reserves,0,Isaac Bonga,PG,19,LAL,2019,22,0,120,1.9,12.8,0.152,0,3.1,0,1.9,9.7,0.2,3.5,5.8,0.6,3.5,6.2,9.7,5.8,3.5,1.6,2.3,3.5,7.4,73,105,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1,11.1,0.758,0.273,0.303,0.121,0.061,0.242,0.2,0.444,0.1,0,0,0,0.2,NA,0,0,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bongais01.html
Anthony Davis_2019,Primary Scorers/Initiators,0,Anthony Davis,C,25,NOP,2019,56,56,1850,13.3,25.8,0.517,1.2,3.6,0.331,12.1,22.1,0.547,8.6,10.9,0.794,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,122,105,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19,2.2,6,8.4,29.5,6.4,3.1,9.5,0.247,7.1,2.3,9.4,5.3,9.8,0.859,0.368,0.217,0.153,0.12,0.141,0.547,0.767,0.386,0.408,0.341,0.331,0.618,1,0.16,151,0.062,0.556,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/davisan02.html
Ed Davis_2019,Traditional Bigs,0,Ed Davis,C,29,BRK,2019,81,1,1446,6.1,9.9,0.616,0,0.1,0,6.1,9.9,0.62,3.3,5.3,0.617,7.1,15.7,22.8,2,1.2,1.1,2.1,7.4,15.5,129,105,17.3,0.632,0.007,0.536,15.8,34.6,25.2,6,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-0.6,0.7,0,0.7,2.3,0.993,0.798,0.189,0.003,0.003,0.007,0.62,0.689,0.351,0,0,0,0.602,NA,0.152,42,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/davised01.html
Kevin Durant_2019,Primary Scorers/Initiators,0,Kevin Durant,SF,30,GSW,2019,78,78,2702,12.7,24.4,0.521,2.4,6.8,0.353,10.3,17.5,0.587,7.9,8.9,0.885,0.6,8.2,8.8,8,1,1.5,4,2.7,35.7,121,110,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,5.4,0.1,5.5,5.1,14.9,0.719,0.189,0.106,0.238,0.187,0.281,0.587,0.752,0.541,0.517,0.535,0.353,0.471,0.569,0.087,114,0.077,0.233,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/duranke01.html
Joel Embiid_2019,Primary Scorers/Initiators,0,Joel Embiid,C,24,PHI,2019,64,64,2154,12.7,26.3,0.484,1.7,5.8,0.3,11,20.5,0.535,11.4,14.2,0.804,3.5,15.6,19.1,5.1,1,2.7,5,4.6,38.6,114,104,26.1,0.593,0.219,0.541,8.1,34,21.4,18.4,1,4.4,13.2,33.3,4.9,3.8,8.7,0.194,4,0.9,4.9,3.8,11,0.781,0.345,0.209,0.137,0.09,0.219,0.535,0.729,0.404,0.366,0.352,0.3,0.487,0.924,0.1,106,0.038,0.4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/e/embiijo01.html
Rudy Gobert_2019,Traditional Bigs,0,Rudy Gobert,C,26,UTA,2019,81,80,2577,8.8,13.2,0.669,0,0,NA,8.8,13.2,0.669,6.2,9.7,0.636,5.7,13.6,19.3,3,1.2,3.5,2.4,4.3,23.8,133,100,24.6,0.682,0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,3,2.5,5.4,4.8,2.2,1,0.815,0.167,0.011,0.007,0,0.669,0.743,0.361,0.125,0.2,NA,0.735,NA,0.479,306,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/goberru01.html
James Harden_2019,Primary Scorers/Initiators,0,James Harden,PG,29,HOU,2019,78,78,2867,14.4,32.7,0.442,6.5,17.6,0.368,8,15.1,0.528,12.9,14.7,0.879,1.1,7.7,8.9,10,2.7,1,6.6,4.2,48.2,118,108,30.6,0.616,0.539,0.449,2.5,17.8,10,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,9.4,1.6,11,9.3,16.4,0.461,0.235,0.166,0.042,0.018,0.539,0.528,0.6,0.467,0.444,0.343,0.368,0.105,0.161,0.012,20,0.079,0.358,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hardeja01.html
Nikola Jokić_2019,Primary Scorers/Initiators,0,Nikola Jokić,C,23,DEN,2019,80,80,2504,12.1,23.7,0.511,1.6,5.3,0.307,10.5,18.4,0.569,5.7,6.9,0.821,4.5,12.5,17,11.4,2.1,1.1,4.9,4.5,31.5,119,105,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,6.2,2.9,9.1,7,10.4,0.776,0.323,0.299,0.086,0.067,0.224,0.569,0.695,0.499,0.519,0.346,0.307,0.48,0.916,0.009,11,0.022,0.333,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jokicni01.html
Kawhi Leonard_2019,Primary Scorers/Initiators,0,Kawhi Leonard,SF,27,TOR,2019,60,60,2040,13.2,26.5,0.496,2.6,7.1,0.371,10.5,19.4,0.542,8.6,10,0.854,1.8,8.5,10.3,4.7,2.5,0.6,2.8,2,37.5,119,105,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1,8.4,30.3,6.1,3.4,9.5,0.224,6.1,1.1,7.2,4.7,13.3,0.733,0.249,0.147,0.188,0.149,0.267,0.542,0.701,0.464,0.472,0.44,0.371,0.283,0.67,0.05,54,0.166,0.42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/leonaka01.html
Damian Lillard_2019,Primary Scorers/Initiators,0,Damian Lillard,PG,28,POR,2019,80,80,2838,11.6,26.2,0.444,4,11,0.369,7.6,15.2,0.499,8,8.8,0.912,1.2,5.2,6.3,9.4,1.5,0.6,3.6,2.5,35.3,121,112,23.7,0.588,0.419,0.335,2.6,11.1,7,30.6,1.5,1,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-0.3,6.4,6,15.7,0.581,0.297,0.073,0.078,0.132,0.419,0.499,0.564,0.357,0.429,0.473,0.369,0.194,0.46,0.023,24,0.05,0.313,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/lillada01.html
Mitchell Robinson_2019,Traditional Bigs,0,Mitchell Robinson,C,20,NYK,2019,66,19,1360,7.2,10.3,0.694,0,0,NA,7.2,10.3,0.694,2.9,4.8,0.6,6.3,8.7,15,1.3,1.8,5.7,1.2,7.7,17.2,140,106,22,0.692,0,0.464,13.3,19.4,16.3,4.2,1.8,10,9.1,12.1,4,2.2,6.1,0.217,0.1,2.4,2.5,1.6,1.5,1,0.904,0.086,0.003,0.007,0,0.694,0.734,0.32,1,0,NA,0.644,NA,0.526,128,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/r/robinmi01.html
Jared Terrell_2019,Reserves,0,Jared Terrell,SG,23,MIN,2019,14,0,111,5.2,16.8,0.308,1.7,7.3,0.235,3.5,9.5,0.364,1.3,2.6,0.5,0.4,2.2,2.6,5.2,1.3,0.9,4.3,6.9,13.4,74,117,0.7,0.372,0.436,0.154,1,4.9,2.9,14.4,1.3,1.5,19.4,19.6,-0.4,0,-0.3,-0.14,-8.5,-2.3,-10.9,-0.2,17.1,0.564,0.179,0.103,0.051,0.231,0.436,0.364,0.286,0,0.5,0.556,0.235,0.25,0.5,0.026,1,0.118,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/terreja01.html
Sindarius Thornwell_2019,Reserves,0,Sindarius Thornwell,SG,24,LAC,2019,64,1,313,2.6,7.4,0.347,0.5,2.3,0.2,2.1,5.1,0.412,3.8,5.1,0.735,0.8,5.9,6.6,2.7,2.1,1.1,3,6.2,9.3,88,110,5.2,0.485,0.306,0.694,1.7,12.8,7.5,7.2,2.1,1.8,23.8,11.3,-0.3,0.3,0,0.004,-5.8,1,-4.7,-0.2,10.2,0.694,0.327,0.347,0.02,0,0.306,0.412,0.563,0.294,0,NA,0.2,0.786,1,0,0,0.467,0.143,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/thornsi01.html
Karl-Anthony Towns_2019,Primary Scorers/Initiators,0,Karl-Anthony Towns,C,23,MIN,2019,77,77,2545,12.8,24.7,0.518,2.7,6.7,0.4,10.1,18.1,0.562,7.1,8.5,0.836,5,13,18,4.9,1.3,2.4,4.5,5.5,35.4,118,108,26.3,0.622,0.27,0.342,10.9,29.3,20,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,5.4,0.6,6,5.1,11.4,0.73,0.297,0.289,0.068,0.076,0.27,0.562,0.738,0.471,0.36,0.4,0.4,0.584,0.93,0.086,105,0.115,0.415,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/townska01.html
Nikola Vučević_2019,Primary Scorers/Initiators,0,Nikola Vučević,C,28,ORL,2019,80,80,2510,13.7,26.4,0.518,1.6,4.5,0.364,12,21.9,0.549,3.5,4.4,0.789,4.4,14.3,18.7,6,1.6,1.7,3.1,3.1,32.5,115,103,25.5,0.573,0.171,0.168,9.4,31.9,20.5,21.9,1.6,3,9.9,28,5.4,4.7,10.1,0.193,5,1.7,6.6,5.5,10.9,0.829,0.261,0.299,0.143,0.126,0.171,0.549,0.706,0.533,0.404,0.427,0.364,0.669,1,0.042,51,0.013,0.333,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/v/vucevni01.html
Lou Williams_2019,Primary Scorers/Initiators,0,Lou Williams,SG,32,LAC,2019,75,1,1993,11.5,26.9,0.425,2.5,6.9,0.361,9,20.1,0.447,10.1,11.5,0.876,0.9,4.3,5.3,9.5,1.3,0.3,4.3,1.9,35.5,112,114,21.2,0.554,0.256,0.426,2.2,9.4,5.9,33,1.3,0.4,11.8,32.4,3.9,1.2,5.1,0.123,4.3,-2.1,2.2,2.1,13.7,0.744,0.221,0.185,0.163,0.176,0.256,0.447,0.578,0.398,0.432,0.35,0.361,0.224,0.581,0.004,4,0.117,0.441,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/willilo02.html
Giannis Antetokounmpo_2018,Primary Scorers/Initiators,0,Giannis Antetokounmpo,PF,23,MIL,2018,75,75,2756,13.4,25.4,0.529,0.8,2.5,0.307,12.6,22.8,0.554,8.8,11.6,0.76,2.8,10.8,13.6,6.5,2,1.9,4,4.2,36.4,116,106,27.3,0.598,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7,8.4,0.9,0.454,0.173,0.114,0.16,0.1,0.554,0.756,0.355,0.35,0.339,0.307,0.429,0.907,0.122,161,0.107,0.333,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/antetgi01.html
Tyson Chandler_2018,Traditional Bigs,0,Tyson Chandler,C,35,PHO,2018,46,46,1151,5,7.8,0.647,0,0,NA,5,7.8,0.647,2.4,3.9,0.624,5.6,11.8,17.4,2.2,0.7,1.1,2.5,4.4,12.5,123,111,14.2,0.658,0,0.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2,1,1,0.93,0.053,0.005,0.011,0,0.647,0.672,0.2,1,0.5,NA,0.669,NA,0.412,65,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/chandty01.html
Stephen Curry_2018,Primary Scorers/Initiators,0,Stephen Curry,PG,29,GSW,2018,51,51,1631,12.6,25.5,0.495,6.3,14.8,0.423,6.4,10.7,0.595,8.2,8.9,0.921,1.1,6.6,7.7,9.2,2.4,0.2,4.5,3.4,39.8,125,108,28.2,0.675,0.58,0.35,2.7,14.4,9,30.3,2.4,0.4,13.3,31,7.2,1.9,9.1,0.267,7.8,0,7.7,4,18.4,0.42,0.175,0.065,0.073,0.108,0.58,0.595,0.669,0.429,0.54,0.613,0.423,0.417,0.618,0.001,1,0.134,0.358,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/curryst01.html
Anthony Davis_2018,Primary Scorers/Initiators,0,Anthony Davis,PF,24,NOP,2018,75,75,2727,13.7,25.6,0.534,1,2.8,0.34,12.7,22.8,0.558,8.7,10.5,0.828,3.3,11.3,14.6,3,2,3.4,2.8,2.8,36.9,119,102,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2,5.6,8.6,30,8.8,4.9,13.7,0.241,5.3,1.4,6.7,5.9,9.2,0.889,0.374,0.201,0.157,0.157,0.111,0.558,0.744,0.483,0.428,0.339,0.34,0.701,0.909,0.154,211,0.093,0.4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/davisan02.html
Kevin Durant_2018,Primary Scorers/Initiators,0,Kevin Durant,SF,29,GSW,2018,68,68,2325,13.1,25.3,0.516,3.6,8.6,0.419,9.5,16.8,0.565,7.4,8.4,0.889,0.6,9,9.6,7.6,1,2.5,4.3,2.8,37.1,119,107,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,15.4,0.662,0.179,0.096,0.201,0.185,0.338,0.565,0.758,0.513,0.492,0.487,0.419,0.488,0.688,0.084,94,0.094,0.564,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/duranke01.html
Joel Embiid_2018,Primary Scorers/Initiators,0,Joel Embiid,C,23,PHI,2018,63,63,1912,12.8,26.6,0.483,1.7,5.4,0.308,11.2,21.2,0.527,9,11.7,0.769,3.6,13.8,17.4,5,1,2.8,5.9,5.3,36.3,106,100,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18,1,4.8,15.6,33.4,2.3,3.8,6.2,0.155,2,1.3,3.3,2.6,11.1,0.797,0.293,0.176,0.22,0.106,0.203,0.527,0.728,0.387,0.431,0.42,0.308,0.439,0.924,0.087,82,0.051,0.364,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/e/embiijo01.html
James Harden_2018,Primary Scorers/Initiators,0,James Harden,SG,28,HOU,2018,72,72,2551,12.6,27.9,0.449,5.1,13.9,0.367,7.4,14,0.531,12,14,0.858,0.8,6.7,7.5,12.2,2.4,1,6.1,3.3,42.3,120,105,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7,15.3,0.502,0.273,0.118,0.071,0.039,0.498,0.531,0.658,0.351,0.437,0.368,0.367,0.088,0.26,0.013,19,0.072,0.327,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hardeja01.html
LeBron James_2018,Primary Scorers/Initiators,0,LeBron James,PF,33,CLE,2018,82,82,3026,13.9,25.6,0.542,2.4,6.6,0.367,11.5,19,0.603,6.3,8.6,0.731,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,118,109,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,11,3,14,0.221,7.3,1.4,8.7,8.2,10.9,0.743,0.423,0.114,0.089,0.118,0.257,0.603,0.766,0.378,0.421,0.371,0.367,0.301,0.356,0.08,120,0.084,0.382,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jamesle01.html
Nikola Jokić_2018,Primary Scorers/Initiators,0,Nikola Jokić,C,22,DEN,2018,75,73,2443,10.2,20.5,0.499,2.3,5.7,0.396,8,14.8,0.538,5.4,6.4,0.85,4,12.3,16.3,9.3,1.8,1.2,4.3,4.3,28.1,121,107,24.4,0.603,0.277,0.31,9,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.211,5.3,1.6,6.9,5.5,11.9,0.723,0.225,0.287,0.113,0.096,0.277,0.538,0.674,0.5,0.456,0.443,0.396,0.542,0.892,0.009,8,0.075,0.571,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jokicni01.html
Damian Lillard_2018,Primary Scorers/Initiators,0,Damian Lillard,PG,27,POR,2018,73,73,2670,11.6,26.4,0.439,4.2,11.7,0.361,7.3,14.6,0.501,9.2,10,0.916,1.2,4.9,6.1,9,1.4,0.5,3.8,2.2,36.6,120,109,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7,0.3,7.2,6.3,15.6,0.555,0.271,0.088,0.079,0.117,0.445,0.501,0.552,0.452,0.429,0.473,0.361,0.18,0.436,0.009,11,0.04,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/lillada01.html
Zhou Qi_2018,Reserves,0,Zhou Qi,C,22,HOU,2018,18,0,124,2.4,12.7,0.188,0.8,7.5,0.105,1.6,5.2,0.308,3.2,4.8,0.667,2.4,6.3,8.7,0.8,0.8,5.6,4,5.6,8.7,61,102,1.9,0.295,0.594,0.375,5.5,14.4,10,2.1,0.8,9.6,21.2,16.8,-0.5,0.2,-0.3,-0.104,-10.3,0.2,-10.1,-0.3,16.8,0.406,0.219,0.094,0.094,0,0.594,0.308,0.429,0.333,0,NA,0.105,0.75,1,0.031,1,0.158,0.333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/q/qizh01.html
Xavier Rathan-Mayes_2018,Reserves,0,Xavier Rathan-Mayes,SG,23,MEM,2018,5,0,118,5.1,18,0.286,0.4,6,0.071,4.7,12,0.393,1.7,3.9,0.444,0,2.1,2.1,7.7,2.6,1.3,4.7,7.7,12.4,67,111,0.9,0.315,0.333,0.214,0,5,2.5,23,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.171,-9.9,-1.6,-11.5,-0.3,16.5,0.667,0.167,0.143,0.071,0.286,0.333,0.393,0.714,0.167,0,0.417,0.071,0,1,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/r/rathaxa01.html
Rajon Rondo_2018,Facilitors/Shooters,0,Rajon Rondo,PG,31,NOP,2018,65,63,1705,6.5,13.8,0.468,1.4,4.2,0.333,5.1,9.6,0.526,0.7,1.3,0.543,0.9,6.5,7.4,14.9,2,0.3,4.2,3.3,15,109,109,15.3,0.522,0.304,0.093,2,14.2,8.4,42.2,2,0.5,22.7,16.9,1.9,1.7,3.6,0.101,0,-0.4,-0.3,0.7,11,0.696,0.403,0.148,0.047,0.099,0.304,0.526,0.603,0.479,0.435,0.327,0.333,0.215,0.7,0.006,3,0.42,0.286,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/r/rondora01.html
Julyan Stone_2018,Reserves,0,Julyan Stone,SG,29,CHO,2018,23,0,175,1.7,3.6,0.462,1.7,3.6,0.462,0,0,NA,0.3,0.6,0.5,0.3,7.8,8.1,7.2,1.1,0.6,2,5.9,5.3,123,110,7.6,0.684,1,0.154,0.6,17.6,9,19.2,1.1,1,33.5,5.2,0.2,0.2,0.3,0.087,-3.2,1.9,-1.3,0,24.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.462,NA,1,0,0,0.538,0.429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/s/stoneju01.html
Karl-Anthony Towns_2018,Primary Scorers/Initiators,0,Karl-Anthony Towns,C,22,MIN,2018,82,82,2918,11,20.1,0.545,2.1,4.9,0.421,8.9,15.2,0.585,5.9,6.9,0.858,4.1,13.3,17.3,3.4,1.1,2,2.7,4.9,29.9,127,107,24.9,0.646,0.243,0.343,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.9,0.2,5.1,5.2,10.3,0.757,0.341,0.246,0.089,0.08,0.243,0.585,0.723,0.476,0.442,0.5,0.421,0.642,0.975,0.096,96,0.161,0.565,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/townska01.html
