player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link
Tully Bevilaqua,CLE,1998,G,11,126,2,3.4,6,0.571,0.4,1.3,0.333,3,4.7,0.636,1.7,2.6,0.667,0.9,4.3,9.9,5.2,0.9,3.9,5.2,9,16,0.631,0.607,0.214,0.429,2.3,5.4,30.5,5.2,1.3,35.1,9.8,108,91,0.3,0.2,0.5,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/beviltu01w.html
Rhonda Blades,DET,1998,G,29,340,2,3.2,12.4,0.256,1.9,7.9,0.24,1.3,4.4,0.286,2.2,4.6,0.483,0.8,5.1,6.5,1.9,0.2,6.5,7.5,10.5,2.7,0.364,0.333,0.641,0.372,1.7,5.6,20.7,1.9,0.2,31.1,17.6,67,96,-1,0.4,-0.6,-0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/bladerh01w.html
Cindy Blodgett,CLE,1998,G,22,184,0,5.6,19.5,0.288,2.9,10.9,0.27,2.7,8.5,0.31,4.4,7.1,0.625,0.6,4.1,5.3,2.7,0,3.5,5.3,18.6,10.1,0.411,0.364,0.561,0.364,1.6,5.1,17.5,2.7,0,13.6,23.2,85,96,-0.1,0.2,0.1,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/blodgci01w.html
Octavia Blue,LAS,1998,F,30,331,3,4.2,12.4,0.338,1,3.4,0.286,3.2,9,0.357,2.4,3.9,0.625,3.1,7.9,1.6,2.1,0.5,4.3,6.6,11.7,5.8,0.417,0.377,0.273,0.312,6.9,8.8,5.2,2.1,0.7,23.6,15.5,77,98,-0.4,0.3,-0.2,-0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/blueoc01w.html
Ruthie Bolton,SAC,1998,G,5,133,4,7.1,24.2,0.293,1.7,10.9,0.154,5.4,13.4,0.406,7.1,11.7,0.607,2.1,4.6,2.5,2.5,0,2.9,5,23,10.7,0.391,0.328,0.448,0.483,4.7,5.3,9.4,2.5,0,9.1,27.1,86,100,0,0.1,0,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/boltoru01w.html
Karen Booker,HOU,1998,C,1,2,0,0,28.1,0,0,0,NA,0,28.1,0,0,0,NA,0,0,0,28.1,0,0,0,0,9.6,0,0,0,0,0,0,0,28.1,0,0,23.9,0,42,0,0,0,-0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/bookeka01w.html
Kelly Boucher,CHA,1998,F,9,52,0,3.1,15.6,0.2,1,6.2,0.167,2.1,9.4,0.222,3.1,4.2,0.75,2.1,13.5,2.1,1,0,3.1,3.1,10.4,4.6,0.298,0.233,0.4,0.267,4.8,15.4,6.3,1,0,15.2,17.6,67,92,-0.1,0.1,-0.1,-0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/bouchke01w.html
Carla Boyd,DET,1998,F,30,817,24,5.9,17.2,0.342,1.3,4.2,0.302,4.6,13,0.355,3.2,5,0.632,3.4,7.8,4.5,1.8,0.7,3.4,5.8,16.2,11.4,0.417,0.379,0.242,0.292,7.4,8.6,15.6,1.8,1,15.1,19.2,91,95,0.4,0.9,1.4,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/boydca01w.html
Albena Branzova,NYL,1998,F,11,94,0,5.4,14.9,0.36,1.2,2.4,0.5,4.2,12.5,0.333,1.8,2.4,0.75,3.6,9.5,3,1.8,0.6,7.1,7.1,13.7,5.1,0.43,0.4,0.16,0.16,8.2,11.2,10,1.8,0.9,31,19.5,71,93,-0.2,0.1,-0.1,-0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/branzal01w.html
Gergana Branzova,DET,1998,F,26,204,0,7.7,17.2,0.446,0,1.1,0,7.7,16.1,0.475,2.9,5.3,0.55,3.4,11.1,1.9,0.8,1.1,5.6,11.1,18.3,8.3,0.467,0.446,0.062,0.308,7.6,12.2,6.9,0.8,1.6,22.2,21.1,83,94,-0.2,0.3,0.1,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/branzge01w.html
Janice Braxton,CLE,1998,F,30,840,30,7,14.1,0.495,0.1,0.4,0.333,6.8,13.7,0.5,5,6.6,0.755,2.4,10.8,4.8,3.3,1,4.3,5,19,18.5,0.561,0.5,0.028,0.468,6.5,13.5,16.5,3.3,1.5,20.3,18.9,102,90,1.9,1.7,3.6,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/braxtja01w.html
Razija Brcaninovic,DET,1998,C,30,695,30,8.2,15.8,0.52,0,0,NA,8.2,15.8,0.52,4.7,7,0.667,4.2,12,2.3,0.7,2,5,6.7,21.1,16.5,0.558,0.52,0,0.441,9.2,13.1,8.5,0.7,3,20.8,20.1,99,94,1.3,1,2.3,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/brcanra01w.html
Michelle Brogan,PHO,1998,F,30,779,25,6.5,12.9,0.505,0.8,1.6,0.478,5.7,11.3,0.509,5.5,6.9,0.796,3.1,9.3,2.9,3.1,0.3,3.6,3.4,19.2,18.5,0.605,0.535,0.125,0.533,7.2,11,10,3.1,0.5,18.6,16.4,111,90,2.5,1.6,4,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/brogami01w.html
Sandy Brondello,DET,1998,G,30,993,28,8.5,19.9,0.428,0.9,2.4,0.364,7.7,17.6,0.437,5.2,5.7,0.923,1,4.7,5.3,2.1,0.1,3.5,3.2,23.2,18.3,0.516,0.45,0.12,0.283,2.1,5.2,20.4,2.1,0.1,13.4,21.8,106,96,3.2,1,4.2,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/brondsa01w.html
Cindy Brown,DET,1998,F,30,965,30,7,15,0.47,1.1,3.4,0.328,5.9,11.6,0.512,4.6,6.5,0.707,3.9,16.8,3,2.9,1.2,3.7,5.9,19.8,20.8,0.555,0.507,0.228,0.433,8.6,18.5,10.7,2.9,1.8,17.4,18.1,106,86,2.7,2.6,5.2,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/brownci01w.html
La'Shawn Brown,WAS,1998,C,22,272,2,2.5,7.2,0.342,0,0,NA,2.5,7.2,0.342,3.2,6.3,0.515,3.2,10.3,1.3,1.9,3.8,4.6,11.8,8.2,4.9,0.409,0.342,0,0.868,7.3,12.2,4.7,1.9,5.7,31.4,12.5,69,101,-0.5,0.1,-0.4,-0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/brownla01w.html
Rushia Brown,CLE,1998,F,30,522,7,6.6,14.4,0.46,0,0.1,0,6.6,14.3,0.464,6.9,8.8,0.776,3.5,9.7,2.9,3.5,1.7,5.1,8.2,20.2,16.3,0.55,0.46,0.007,0.612,9.6,12,9.9,3.5,2.6,21.7,20.8,98,91,0.9,1,1.9,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/brownru01w.html
Vicky Bullett,CHA,1998,F,30,947,30,9.3,21,0.441,0.2,1.5,0.154,9,19.5,0.463,4.1,4.9,0.826,3.5,11.1,2.6,3.8,2.6,3.7,5,22.8,20.6,0.493,0.447,0.071,0.234,8.1,12.6,9.8,3.8,3.9,13.7,23,98,87,1.8,2.3,4.2,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/bullevi01w.html
Heidi Burge,WAS,1998,F-C,30,501,15,8.4,16.5,0.509,0.2,0.7,0.286,8.2,15.7,0.52,3.8,6.4,0.597,3.1,10.3,2.7,1.7,1.6,7.4,9.7,20.8,12.1,0.54,0.516,0.044,0.39,7,12.2,11.9,1.7,2.3,27.6,22.8,84,103,-0.3,-0.1,-0.3,-0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/burgehe01w.html
Linda Burgess,SAC,1998,F,30,692,29,7.2,15.3,0.471,0.1,0.6,0.125,7.1,14.7,0.486,3.6,4.7,0.763,4.3,11.8,2.2,3.4,0.9,4.9,6.5,18.2,15.3,0.521,0.474,0.042,0.309,9.5,13.5,8.4,3.4,1.4,21.9,18.8,92,93,0.5,1.1,1.6,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/burgeli01w.html
Latasha Byears,SAC,1998,G-F,30,828,26,12.2,26.8,0.454,0.3,1.2,0.222,11.9,25.6,0.465,4.1,6.2,0.663,5.7,13.2,1.9,2.9,0.8,4.8,8.1,28.7,20.1,0.486,0.459,0.045,0.231,12.7,15.1,9,2.9,1.3,13.9,28.8,95,94,1.4,1.1,2.5,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/b/byearla01w.html
Deborah Carter,WAS,1998,G-F,29,434,6,4.7,17.2,0.271,1.4,5.9,0.245,3.2,11.4,0.284,2.5,3.1,0.808,2.4,7.8,2.8,1.9,0.5,4.8,6.8,13.3,4.6,0.357,0.313,0.34,0.181,5.3,9.2,10.4,1.9,0.7,20.5,20,71,105,-1.1,-0.2,-1.3,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/cartede01w.html
Elisabeth Cebrian,NYL,1998,C,22,187,0,4.5,10.5,0.429,0,0,NA,4.5,10.5,0.429,2.4,4.2,0.571,3.6,8.1,2.4,0.3,2.1,6,9.6,11.4,3.7,0.462,0.429,0,0.4,8.3,9.5,7.8,0.3,3.3,32.7,15.4,74,96,-0.3,0.2,-0.1,-0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/cebriel01w.html
Keri Chaconas,WAS,1998,G,30,397,1,5.8,19.3,0.297,3.9,13.7,0.286,1.8,5.6,0.326,3.4,4.3,0.788,0.9,3,5,1.7,0,6.5,6.9,18.8,6.7,0.443,0.399,0.709,0.223,2,3.6,19.7,1.7,0,23.5,23.7,80,108,-0.5,-0.4,-0.9,-0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/chacoke01w.html
Sonia Chase,CHA,1998,G,23,166,0,4.6,9.1,0.5,0,0,NA,4.6,9.1,0.5,2,2,1,1.6,4.6,4.2,1.6,0,4.2,5.2,11.1,8.1,0.555,0.5,0,0.214,3.7,5.2,13.5,1.6,0,29.8,12.2,91,98,0.1,0.1,0.2,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/chaseso01w.html
Katrina Colleton,LAS,1998,F,30,575,14,2.8,9.2,0.303,0.5,1.8,0.263,2.3,7.4,0.313,1.4,1.7,0.833,2.3,4.7,4.4,1.7,1,2.7,4.1,7.4,6.6,0.374,0.328,0.192,0.182,5.2,5.3,13.4,1.7,1.5,21.3,10.6,84,100,-0.2,0.2,0,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/colleka01w.html
Andrea Congreaves,CHA,1998,F-C,24,372,10,5.1,11.8,0.432,2.2,7.4,0.294,2.9,4.4,0.667,2.8,3.1,0.905,2.6,10.3,5.2,1.6,0.7,3.3,5.4,15.1,15.4,0.576,0.525,0.63,0.259,6,11.8,17,1.6,1.1,20.3,14.1,108,93,0.9,0.5,1.5,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/congran01w.html
Cynthia Cooper*,HOU,1998,G,30,1051,30,10.9,24.3,0.446,3.4,8.6,0.4,7.4,15.8,0.471,11.2,13.1,0.854,1.3,5.9,7,2.6,0.6,5.1,3.5,36.3,31.1,0.604,0.516,0.352,0.541,3.1,6.8,27,2.6,0.9,14.4,29.9,119,91,8.1,1.9,10,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamecka Dixon,LAS,1998,G,22,710,22,9.3,21.2,0.438,1.6,4.4,0.356,7.7,16.8,0.46,6.6,8.5,0.779,1,4.2,4,1.8,0.6,4.3,5,26.8,18.2,0.536,0.475,0.208,0.399,2.2,4.7,15.6,1.8,0.9,14.6,24.6,104,100,2.3,0.3,2.6,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dixonta01w.html
Nadine Domond,SAC,1998,G,9,92,0,6,19.9,0.303,1.8,9.7,0.188,4.2,10.3,0.412,2.4,2.4,1,3.6,5.4,5.4,4.2,0.6,6.6,7.9,16.3,8.5,0.388,0.348,0.485,0.121,8.1,6.2,19.5,4.2,0.9,24,23.2,76,96,-0.2,0.1,-0.1,-0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/domonna01w.html
Margo Dydek,UTA,1998,C,30,839,30,9.3,19.2,0.482,0.1,0.4,0.143,9.2,18.8,0.49,5.9,8.1,0.732,2.6,14.4,3.4,0.9,7.2,6.9,8,24.5,20.4,0.538,0.483,0.023,0.419,6,16.2,13.5,0.9,10.7,23.1,25.4,91,94,0.6,1.2,1.8,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dydekma01w.html
Michelle Edwards,CLE,1998,G,23,533,9,6.9,16.6,0.417,1.1,3.5,0.324,5.8,13.1,0.442,3.2,5.1,0.62,0.6,5.3,6.6,2.3,0.1,4.7,4.3,18.1,12.8,0.481,0.451,0.209,0.307,1.7,6.6,22.8,2.3,0.2,19.9,20.9,90,96,0.2,0.5,0.8,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/e/edwarmi01w.html
Allison Feaster,LAS,1998,F,3,41,0,3.9,18.2,0.214,2.6,13,0.2,1.3,5.2,0.25,2.6,2.6,1,1.3,2.6,3.9,2.6,0,5.2,13,13,-0.3,0.336,0.286,0.714,0.143,2.9,2.9,12.4,2.6,0,21.2,20.6,69,100,-0.1,0,-0.1,-0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/feastal01w.html
Isabelle Fijalkowski,CLE,1998,F-C,28,806,23,9.8,18,0.547,0.3,0.7,0.4,9.6,17.3,0.553,5.9,7.1,0.821,4,12.9,3.9,1.1,1.8,5.5,7.7,25.8,20.9,0.611,0.554,0.037,0.397,10.8,16.1,15,1.1,2.8,20.5,23.6,106,93,2.8,1.2,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/fijalis01w.html
Kisha Ford,NYL,1998,G-F,30,471,0,7.1,16.4,0.435,0.2,1.3,0.182,6.9,15.1,0.457,3,4.8,0.625,2.7,4.4,2.7,3.8,0.2,1.9,8.1,17.5,13.2,0.472,0.442,0.08,0.29,6.3,5.2,9.8,3.8,0.4,9.3,17.2,101,92,0.9,0.8,1.6,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/fordki01w.html
Toni Foster,PHO,1998,F-C,16,218,5,7,15,0.467,0,0,NA,7,15,0.467,5.7,7.5,0.767,2.5,7.5,4.7,3.5,1.2,3.7,5,19.7,18.5,0.54,0.467,0,0.5,5.7,8.9,16.8,3.5,1.9,17,18.5,105,89,0.6,0.5,1.1,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/fosteto01w.html
Jennifer Gillom,PHO,1998,F-C,30,962,30,13,27.9,0.465,1.8,4.6,0.378,11.2,23.3,0.482,7.8,11,0.703,3.5,12.4,2.4,2.8,0.6,5,5.3,35.5,25.7,0.541,0.496,0.166,0.396,8.1,14.7,10.7,2.8,0.8,13.3,31.8,103,88,3.8,2.3,6,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gilloje01w.html
Bridgette Gordon,SAC,1998,F,22,253,5,5.5,14.1,0.391,0,1.8,0,5.5,12.3,0.446,2,3.5,0.563,2.4,6.4,2,1.8,0,6.6,5.9,13,3,0.415,0.391,0.125,0.25,5.4,7.3,7,1.8,0,29.7,18.6,67,100,-0.8,0.1,-0.7,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gordobr01w.html
Margo Graham,WAS,1998,C,9,49,0,8.5,20.1,0.421,0,0,NA,8.5,20.1,0.421,2.1,4.2,0.5,8.5,13.8,1.1,1.1,1.1,8.5,14.8,19.1,5.7,0.434,0.421,0,0.211,19,16.3,4.7,1.1,1.6,27.8,26,73,106,-0.2,0,-0.2,-0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/grahama01w.html
Lady Grooms,SAC,1998,F,30,792,29,5.3,10.8,0.487,0.1,0.4,0.167,5.2,10.4,0.5,4.4,6.6,0.67,2.6,5.7,3.4,1.4,0.2,3.6,2.5,15,12.4,0.548,0.49,0.039,0.61,5.8,6.5,12,1.4,0.3,20.7,14.5,100,102,1.2,0.1,1.3,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/groomla01w.html
Wanda Guyton,HOU,1998,C,1,14,1,0,4,0,0,0,NA,0,4,0,0,0,NA,0,0,0,4,4,8,16.1,0,-10.3,0,0,0,0,0,0,0,4,6.1,66.7,10.2,0,89,-0.1,0,-0.1,-0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/guytowa01w.html
Mikiko Hagiwara,PHO,1998,G,10,59,0,7.4,19.4,0.381,3.7,11.1,0.333,3.7,8.3,0.444,1.8,2.8,0.667,0,1.8,2.8,0,0,4.6,3.7,20.3,7.4,0.493,0.476,0.571,0.143,0,2.2,9.9,0,0,18.3,21.2,87,100,0,0,0,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hagiwmi01w.html
Angie Hamblin,DET,1998,G-F,6,29,0,3.7,14.9,0.25,1.9,3.7,0.5,1.9,11.2,0.167,1.9,3.7,0.5,3.7,13,3.7,1.9,0,13,7.4,11.2,-3.3,0.338,0.313,0.25,0.25,8.2,14.3,12,1.9,0,44.1,24.8,49,92,-0.2,0,-0.2,-0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hamblan01w.html
Kym Hampton,NYL,1998,C,30,745,30,7.4,16.3,0.452,0,0.1,0,7.4,16.2,0.454,5.9,8.2,0.716,4,13.6,2,2.5,1.1,4.7,6.8,20.6,16.2,0.517,0.452,0.005,0.502,9.2,16,7.1,2.5,1.8,19,20.7,96,88,1.1,1.7,2.8,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hamptky01w.html
Fran Harris,UTA,1998,G-F,18,353,12,4.2,11.9,0.354,0.8,2.4,0.313,3.5,9.5,0.365,1.5,1.8,0.833,2.1,5.9,4.5,2,0.2,2.6,5,10.7,8.8,0.421,0.386,0.203,0.152,4.9,6.6,15.1,2,0.2,16.8,13.1,90,104,0.1,-0.1,0,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/harrifr01w.html
Kristi Harrower,PHO,1998,G,30,355,0,2.9,8,0.365,1.7,4.9,0.344,1.2,3.1,0.4,3.2,4.3,0.75,0.3,3.2,8,2.3,0.5,4.8,3.8,10.7,10.3,0.544,0.471,0.615,0.538,0.7,3.8,24.7,2.3,0.7,32.5,12.3,94,94,0.3,0.5,0.7,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/harrokr01w.html
Dena Head,UTA,1998,G,30,467,14,4.1,9.7,0.424,1.5,3.1,0.481,2.6,6.6,0.397,2.6,3.8,0.697,1.6,5.9,4.2,3.4,0,5,4.6,12.3,10.4,0.543,0.5,0.318,0.388,3.7,6.7,14,3.4,0,30.7,14,87,101,0,0.1,0.1,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/headde01w.html
Korie Hlede,DET,1998,G,27,912,27,8,20.4,0.391,1.7,4.4,0.392,6.3,16,0.391,4.9,6.1,0.806,2.3,8.3,4.3,1.2,0.1,5.2,3.9,22.6,14.8,0.489,0.433,0.214,0.299,5.1,9.2,16.2,1.2,0.1,18.4,23.8,94,96,1.2,1,2.2,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hledeko01w.html
Angela Jackson,WAS,1998,C,7,36,0,4.3,8.6,0.5,0,0,NA,4.3,8.6,0.5,5.8,8.6,0.667,4.3,5.8,0,1.4,2.9,0,14.4,14.4,12.2,0.579,0.5,0,1,9.7,6.8,0,1.4,4.3,0,10.6,134,107,0.1,0,0.1,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jacksan01w.html
Adrienne Johnson,CLE,1998,G,29,330,0,8.7,19.1,0.457,2.3,5.4,0.424,6.4,13.6,0.47,2.1,3,0.722,2.8,7.9,2.5,1.2,0.7,3.9,5.8,21.9,14.2,0.537,0.517,0.284,0.155,7.6,9.8,9.1,1.2,1,16.2,21.6,96,98,0.5,0.3,0.7,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsad01w.html
LaTonya Johnson,UTA,1998,F,28,490,8,6.3,15.8,0.4,1.5,5.3,0.286,4.8,10.4,0.458,2.3,3.7,0.618,1.5,5.9,2.2,1.2,0.1,4.6,4.6,16.4,7.9,0.472,0.448,0.338,0.234,3.5,6.6,7.8,1.2,0.2,20.8,18.8,83,105,-0.3,-0.2,-0.6,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsla01w.html
