player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Danielle Robinson,LVA,G,22,492,22,1,492,62,121,0.512,5,13,0.385,57,108,0.528,34,42,0.81,5,53,71,19,2,28,38,163,/wnba/players/r/robinda01w.html,2020
Sugar Rodgers,LVA,G,22,263,22,1,263,26,81,0.321,20,64,0.313,6,17,0.353,3,4,0.75,3,28,31,7,3,16,25,75,/wnba/players/r/rodgesu01w.html,2020
Tierra Ruffin-Pratt,LAS,G,17,251,17,10,251,12,45,0.267,6,13,0.462,6,32,0.188,19,26,0.731,9,36,15,11,3,9,28,49,/wnba/players/r/ruffiti01w.html,2020
Mercedes Russell,SEA,C,22,304,22,2,304,32,78,0.41,0,0,NA,32,78,0.41,14,25,0.56,16,70,13,8,8,16,21,78,/wnba/players/r/russeme01w.html,2020
Satou Sabally,DAL,F,16,450,16,14,450,67,182,0.368,13,66,0.197,54,116,0.466,75,86,0.872,41,124,40,14,14,35,50,222,/wnba/players/s/sabalsa01w.html,2020
Katie Lou Samuelson,DAL,F,22,439,22,4,439,40,96,0.417,19,60,0.317,21,36,0.583,11,15,0.733,8,53,30,15,9,12,32,110,/wnba/players/s/samueka02w.html,2020
Kylee Shook,NYL,F,20,290,20,0,290,32,79,0.405,3,17,0.176,29,62,0.468,14,17,0.824,15,56,11,7,10,20,26,81,/wnba/players/s/shookky01w.html,2020
Odyssey Sims,MIN,G,13,240,13,7,240,42,104,0.404,8,24,0.333,34,80,0.425,30,33,0.909,8,26,45,7,1,25,22,122,/wnba/players/s/simsod01w.html,2020
Kamiah Smalls,IND,G,7,100,7,0,100,9,20,0.45,7,12,0.583,2,8,0.25,2,2,1,5,8,14,1,1,2,3,27,/wnba/players/s/smallka01w.html,2020
Alanna Smith,PHO,F,19,296,19,0,296,43,102,0.422,10,43,0.233,33,59,0.559,20,29,0.69,21,69,23,5,15,18,47,116,/wnba/players/s/smithal01w.html,2020
Azura Stevens,CHI,F-C,13,355,13,13,355,59,118,0.5,15,39,0.385,44,79,0.557,17,20,0.85,18,77,20,12,24,20,39,150,/wnba/players/s/steveaz01w.html,2020
Breanna Stewart,SEA,F,20,607,20,20,607,133,295,0.451,35,95,0.368,98,200,0.49,93,104,0.894,20,165,72,33,26,51,45,394,/wnba/players/s/stewabr01w.html,2020
Kiah Stokes,NYL,C,22,601,22,22,601,51,137,0.372,20,85,0.235,31,52,0.596,4,7,0.571,28,147,26,11,26,29,45,126,/wnba/players/s/stokeki01w.html,2020
Shekinna Stricklen,ATL,F,22,482,22,15,482,47,138,0.341,33,99,0.333,14,39,0.359,8,8,1,4,42,14,7,1,15,43,135,/wnba/players/s/stricsh01w.html,2020
Sug Sutton,WAS,G,12,113,12,0,113,12,33,0.364,5,17,0.294,7,16,0.438,5,7,0.714,0,8,12,1,0,6,11,34,/wnba/players/s/suttosu01w.html,2020
Carolyn Swords,LVA,C,22,384,22,21,384,23,50,0.46,0,0,NA,23,50,0.46,17,22,0.773,33,102,20,5,1,18,21,63,/wnba/players/s/swordca01w.html,2020
Brittney Sykes,LAS,G,21,517,21,14,517,73,150,0.487,16,49,0.327,57,101,0.564,50,62,0.806,16,54,45,31,6,36,62,212,/wnba/players/s/sykesbr01w.html,2020
Diana Taurasi,PHO,G,19,533,19,19,533,96,235,0.409,61,167,0.365,35,68,0.515,103,113,0.912,2,79,86,19,8,44,52,356,/wnba/players/t/tauradi01w.html,2020
Alyssa Thomas,CON,F,21,689,21,21,689,122,244,0.5,0,1,0,122,243,0.502,81,118,0.686,39,190,101,42,6,52,59,325,/wnba/players/t/thomaal01w.html,2020
Jasmine Thomas,CON,G,19,485,19,19,485,76,188,0.404,21,63,0.333,55,125,0.44,21,23,0.913,4,33,76,24,5,46,30,194,/wnba/players/t/thomaja01w.html,2020
Kayla Thornton,DAL,F,22,557,22,14,557,54,126,0.429,25,72,0.347,29,54,0.537,28,32,0.875,32,113,17,19,4,25,65,161,/wnba/players/t/thornka01w.html,2020
Morgan Tuck,SEA,F,10,88,10,0,88,5,16,0.313,2,9,0.222,3,7,0.429,5,8,0.625,2,6,2,5,0,6,12,17,/wnba/players/t/tuckmo01w.html,2020
Brianna Turner,PHO,F,22,613,22,22,613,66,114,0.579,0,1,0,66,113,0.584,27,42,0.643,57,198,39,24,43,31,66,159,/wnba/players/t/turnebr01w.html,2020
Courtney Vandersloot,CHI,G,22,693,22,22,693,107,218,0.491,30,76,0.395,77,142,0.542,56,63,0.889,11,77,219,26,8,54,46,300,/wnba/players/v/vandeco01w.html,2020
Kia Vaughn,PHO,C,22,415,22,10,415,62,127,0.488,0,2,0,62,125,0.496,11,19,0.579,24,80,34,11,7,34,39,135,/wnba/players/v/vaughki01w.html,2020
Victoria Vivians,IND,G,6,85,6,0,85,10,29,0.345,2,11,0.182,8,18,0.444,7,8,0.875,2,14,3,1,0,6,15,29,/wnba/players/v/viviavi01w.html,2020
Megan Walker,NYL,F,18,205,18,0,205,25,78,0.321,6,43,0.14,19,35,0.543,3,5,0.6,11,27,6,4,0,7,15,59,/wnba/players/w/walkeme01w.html,2020
Shatori Walker-Kimbrough,PHO,G,21,400,21,10,400,54,126,0.429,22,51,0.431,32,75,0.427,23,25,0.92,6,34,32,23,8,21,24,153,/wnba/players/w/walkesh01w.html,2020
Avery Warley-Talbert,LVA,C,3,24,3,0,24,3,7,0.429,0,0,NA,3,7,0.429,2,3,0.667,5,8,3,0,0,2,6,8,/wnba/players/w/warleav01w.html,2020
Sami Whitcomb,SEA,G,22,363,22,0,363,62,140,0.443,32,84,0.381,30,56,0.536,22,22,1,4,50,44,16,3,22,31,178,/wnba/players/w/whitcsa01w.html,2020
Sydney Wiese,LAS,G,19,363,19,15,363,47,93,0.505,25,53,0.472,22,40,0.55,11,12,0.917,5,33,22,11,2,22,17,130,/wnba/players/w/wiesesy01w.html,2020
Courtney Williams,ATL,G,20,615,20,14,615,134,307,0.436,8,34,0.235,126,273,0.462,16,23,0.696,37,143,63,13,2,54,39,292,/wnba/players/w/willico01w.html,2020
Elizabeth Williams,ATL,C-F,22,647,22,22,647,87,178,0.489,0,0,NA,87,178,0.489,49,66,0.742,49,125,31,17,30,25,57,223,/wnba/players/w/williel01w.html,2020
Gabby Williams,CHI,F,22,546,22,4,546,67,158,0.424,20,70,0.286,47,88,0.534,16,25,0.64,20,88,44,29,5,37,32,170,/wnba/players/w/williga01w.html,2020
Riquna Williams,LAS,G,21,444,21,4,444,81,186,0.435,43,102,0.422,38,84,0.452,16,18,0.889,3,38,31,24,7,19,41,221,/wnba/players/w/williri02w.html,2020
Jocelyn Willoughby,NYL,F-G,22,383,22,5,383,39,109,0.358,15,37,0.405,24,72,0.333,35,42,0.833,15,53,20,15,6,32,50,128,/wnba/players/w/willojo01w.html,2020
A'ja Wilson,LVA,F,22,697,22,22,697,166,346,0.48,0,0,NA,166,346,0.48,118,151,0.781,34,188,45,27,44,35,49,450,/wnba/players/w/wilsoa01w.html,2020
Jackie Young,LVA,G,22,568,22,0,568,93,189,0.492,3,13,0.231,90,176,0.511,52,61,0.852,18,95,67,15,2,35,39,241,/wnba/players/y/youngja01w.html,2020
Amanda Zahui B.,NYL,C,21,531,21,20,531,65,184,0.353,34,100,0.34,31,84,0.369,25,36,0.694,15,178,40,19,26,54,65,189,/wnba/players/z/zahuiam01w.html,2020
Essence Carson,TOT,G,21,291,21,2,291,30,99,0.303,12,44,0.273,18,55,0.327,6,10,0.6,7,35,12,9,2,16,21,78,/wnba/players/c/carsoes01w.html,2020
Jacki Gemelos,TOT,G,18,222,18,1,222,19,56,0.339,9,35,0.257,10,21,0.476,2,4,0.5,3,19,15,6,1,12,18,49,/wnba/players/g/gemelja01w.html,2020
Megan Huff,TOT,F,7,16,7,0,16,0,3,0,0,1,0,0,2,0,0,0,NA,2,4,1,0,0,3,3,0,/wnba/players/h/huffme01w.html,2020
Alisia Jenkins,TOT,F,5,28,5,0,28,2,8,0.25,0,3,0,2,5,0.4,4,6,0.667,0,4,0,0,0,3,3,8,/wnba/players/j/jenkial01w.html,2020
Stella Johnson,TOT,G,9,100,9,2,100,16,34,0.471,9,14,0.643,7,20,0.35,5,5,1,4,12,12,6,2,4,11,46,/wnba/players/j/johnsst01w.html,2020
Stephanie Mavunga,TOT,F,10,95,10,0,95,13,29,0.448,0,5,0,13,24,0.542,9,11,0.818,10,33,5,1,2,11,11,35,/wnba/players/m/mavunst01w.html,2020
Erica McCall,TOT,F,20,183,20,0,183,16,45,0.356,1,4,0.25,15,41,0.366,18,22,0.818,23,49,3,7,7,9,24,51,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,TOT,G,17,257,17,0,257,19,63,0.302,4,34,0.118,15,29,0.517,22,22,1,9,35,30,19,1,15,22,64,/wnba/players/p/peddysh01w.html,2020
Essence Carson,WAS,G,10,168,10,0,168,17,59,0.288,6,23,0.261,11,36,0.306,3,6,0.5,6,18,5,5,1,10,9,43,/wnba/players/c/carsoes01w.html,2020
Jacki Gemelos,CON,G,6,29,6,0,29,4,8,0.5,3,6,0.5,1,2,0.5,0,0,NA,0,2,1,2,0,3,5,11,/wnba/players/g/gemelja01w.html,2020
Megan Huff,MIN,F,3,5,3,0,5,0,1,0,0,0,NA,0,1,0,0,0,NA,2,3,1,0,0,0,1,0,/wnba/players/h/huffme01w.html,2020
Alisia Jenkins,IND,F,1,2,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,0,0,0,0,/wnba/players/j/jenkial01w.html,2020
Stella Johnson,CHI,G,4,6,4,0,6,0,1,0,0,0,NA,0,1,0,0,0,NA,0,2,0,1,0,0,1,0,/wnba/players/j/johnsst01w.html,2020
Stephanie Mavunga,IND,F,5,59,5,0,59,8,18,0.444,0,2,0,8,16,0.5,9,11,0.818,7,20,3,0,2,5,3,25,/wnba/players/m/mavunst01w.html,2020
Erica McCall,ATL,F,1,5,1,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2,0,1,0,0,1,0,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,WAS,G,9,116,9,0,116,9,29,0.31,2,15,0.133,7,14,0.5,12,12,1,2,11,11,7,0,8,8,32,/wnba/players/p/peddysh01w.html,2020
Essence Carson,CON,G,11,123,11,2,123,13,40,0.325,6,21,0.286,7,19,0.368,3,4,0.75,1,17,7,4,1,6,12,35,/wnba/players/c/carsoes01w.html,2020
Jacki Gemelos,WAS,G,12,193,12,1,193,15,48,0.313,6,29,0.207,9,19,0.474,2,4,0.5,3,17,14,4,1,9,13,38,/wnba/players/g/gemelja01w.html,2020
Megan Huff,LVA,F,4,11,4,0,11,0,2,0,0,1,0,0,1,0,0,0,NA,0,1,0,0,0,3,2,0,/wnba/players/h/huffme01w.html,2020
Alisia Jenkins,CHI,F,2,3,2,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/j/jenkial01w.html,2020
Stella Johnson,WAS,G,5,94,5,2,94,16,33,0.485,9,14,0.643,7,19,0.368,5,5,1,4,10,12,5,2,4,10,46,/wnba/players/j/johnsst01w.html,2020
Stephanie Mavunga,CHI,F,5,36,5,0,36,5,11,0.455,0,3,0,5,8,0.625,0,0,NA,3,13,2,1,0,6,8,10,/wnba/players/m/mavunst01w.html,2020
Erica McCall,MIN,F,19,178,19,0,178,16,45,0.356,1,4,0.25,15,41,0.366,18,22,0.818,23,47,3,6,7,9,23,51,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,PHO,G,8,141,8,0,141,10,34,0.294,2,19,0.105,8,15,0.533,10,10,1,7,24,19,12,1,7,14,32,/wnba/players/p/peddysh01w.html,2020
Alisia Jenkins,PHO,F,2,23,2,0,23,2,8,0.25,0,3,0,2,5,0.4,4,6,0.667,0,3,0,0,0,3,3,8,/wnba/players/j/jenkial01w.html,2020
Natalie Achonwa,MIN,F,21,253,21,1,253,26,61,0.426,0,1,0,26,60,0.433,25,28,0.893,12,45,25,12,5,13,33,77,/wnba/players/a/achonna01w.html,2021
Bella Alarie,DAL,C-F,31,407,31,11,407,32,64,0.5,0,2,0,32,62,0.516,17,20,0.85,42,102,16,18,20,18,42,81,/wnba/players/a/alaribe01w.html,2021
Lindsay Allen,IND,G,32,571,32,8,571,65,152,0.428,14,47,0.298,51,105,0.486,30,37,0.811,9,48,96,17,3,31,34,174,/wnba/players/a/allenli01w.html,2021
Rebecca Allen,NYL,G,25,615,25,13,615,74,216,0.343,48,126,0.381,26,90,0.289,33,37,0.892,19,92,28,40,31,21,54,229,/wnba/players/a/allenre01w.html,2021
Jillian Alleyne,WAS,C-F,2,8,2,0,8,0,2,0,0,0,NA,0,2,0,0,0,NA,1,4,0,1,0,0,0,0,/wnba/players/a/alleyji01w.html,2021
Ariel Atkins,WAS,G,30,918,30,30,918,161,396,0.407,66,184,0.359,95,212,0.448,98,118,0.831,34,83,79,48,16,61,96,486,/wnba/players/a/atkinar01w.html,2021
Rachel Banham,MIN,G,27,341,27,0,341,51,129,0.395,28,75,0.373,23,54,0.426,5,8,0.625,3,33,44,8,4,25,47,135,/wnba/players/b/banhara01w.html,2021
Monique Billings,ATL,F,31,740,31,9,740,100,202,0.495,0,2,0,100,200,0.5,52,77,0.675,88,200,32,37,32,43,79,252,/wnba/players/b/billimo01w.html,2021
Sue Bird,SEA,G,30,832,30,30,832,106,246,0.431,67,160,0.419,39,86,0.453,20,24,0.833,8,77,160,28,3,47,31,299,/wnba/players/b/birdsu01w.html,2021
DeWanna Bonner,CON,F-G,32,1022,32,32,1022,159,403,0.395,44,139,0.317,115,264,0.436,124,139,0.892,21,205,111,40,23,69,52,486,/wnba/players/b/bonnede01w.html,2021
Brittany Boyd,CHI,G,2,22,2,0,22,1,4,0.25,1,2,0.5,0,2,0,1,2,0.5,0,2,4,2,0,4,2,4,/wnba/players/b/boydbr01w.html,2021
Crystal Bradford,ATL,G,24,440,24,9,440,82,191,0.429,29,81,0.358,53,110,0.482,18,39,0.462,31,91,36,28,9,23,56,211,/wnba/players/b/bradfcr01w.html,2021
Jessica Breland,IND,F,26,544,26,18,544,67,180,0.372,5,16,0.313,62,164,0.378,13,19,0.684,37,163,53,16,39,48,51,152,/wnba/players/b/brelaje01w.html,2021
Kalani Brown,ATL,C,1,5,1,0,5,1,3,0.333,0,0,NA,1,3,0.333,0,0,NA,0,1,0,0,0,0,0,2,/wnba/players/b/brownka01w.html,2021
Lexie Brown,CHI,G,17,162,17,0,162,10,38,0.263,8,33,0.242,2,5,0.4,0,0,NA,0,12,19,7,0,8,11,28,/wnba/players/b/brownle02w.html,2021
Kennedy Burke,SEA,G-F,23,176,23,0,176,25,56,0.446,6,18,0.333,19,38,0.5,10,16,0.625,7,19,7,6,3,11,13,66,/wnba/players/b/burkeke01w.html,2021
Liz Cambage,LVA,C,25,595,25,24,595,140,258,0.543,5,14,0.357,135,244,0.553,71,100,0.71,39,206,33,22,41,44,74,356,/wnba/players/c/cambael01w.html,2021
Jordin Canada,SEA,G,29,542,29,3,542,56,144,0.389,3,14,0.214,53,130,0.408,53,63,0.841,16,66,88,21,4,31,29,168,/wnba/players/c/canadjo01w.html,2021
Bridget Carleton,MIN,F,32,618,32,10,618,55,137,0.401,27,74,0.365,28,63,0.444,16,20,0.8,23,74,47,25,6,27,47,153,/wnba/players/c/carlebr01w.html,2021
DiJonai Carrington,CON,G-F,24,220,24,1,220,27,82,0.329,3,21,0.143,24,61,0.393,11,15,0.733,15,47,12,13,3,22,37,68,/wnba/players/c/carridi01w.html,2021
Chennedy Carter,ATL,G,11,280,11,11,280,60,132,0.455,1,9,0.111,59,123,0.48,35,40,0.875,5,14,36,8,4,23,33,156,/wnba/players/c/cartech01w.html,2021
Kaila Charles,CON,G-F,30,488,30,4,488,49,133,0.368,10,33,0.303,39,100,0.39,21,24,0.875,33,84,33,14,11,26,59,129,/wnba/players/c/charlka01w.html,2021
Tina Charles,WAS,C,27,900,27,27,900,238,530,0.449,50,137,0.365,188,393,0.478,105,128,0.82,73,258,57,25,23,59,63,631,/wnba/players/c/charlti01w.html,2021
Natasha Cloud,WAS,G,27,852,27,27,852,81,208,0.389,26,95,0.274,55,113,0.487,46,55,0.836,11,98,174,37,4,59,62,234,/wnba/players/c/cloudna01w.html,2021
Nia Coffey,LAS,F,32,805,32,17,805,93,221,0.421,50,120,0.417,43,101,0.426,28,36,0.778,18,122,28,26,38,45,85,264,/wnba/players/c/coffeni01w.html,2021
Charli Collier,DAL,F-C,28,345,28,18,345,40,86,0.465,0,0,NA,40,86,0.465,16,23,0.696,31,102,6,4,5,13,51,96,/wnba/players/c/collich01w.html,2021
Napheesa Collier,MIN,F,29,1003,29,29,1003,175,397,0.441,21,83,0.253,154,314,0.49,98,114,0.86,50,192,92,38,37,68,82,469,/wnba/players/c/collina01w.html,2021
Te'a Cooper,LAS,G,31,682,31,13,682,97,256,0.379,24,74,0.324,73,182,0.401,63,84,0.75,4,54,44,28,6,57,69,281,/wnba/players/c/coopete01w.html,2021
Kahleah Copper,CHI,G-F,32,986,32,32,986,173,377,0.459,26,85,0.306,147,292,0.503,90,110,0.818,37,133,56,27,8,60,96,462,/wnba/players/c/coppeka01w.html,2021
Sophie Cunningham,PHO,G,30,524,30,4,524,59,135,0.437,32,78,0.41,27,57,0.474,19,27,0.704,9,60,32,14,7,16,56,169,/wnba/players/c/cunniso01w.html,2021
Crystal Dangerfield,MIN,G,31,623,31,10,623,87,224,0.388,28,78,0.359,59,146,0.404,36,42,0.857,8,61,88,21,2,43,58,238,/wnba/players/d/dangecr01w.html,2021
Damiris Dantas,MIN,F,24,572,24,20,572,66,175,0.377,34,102,0.333,32,73,0.438,18,24,0.75,15,97,55,10,7,44,48,184,/wnba/players/d/dantada01w.html,2021
Elena Delle Donne,WAS,F-G,3,52,3,3,52,13,27,0.481,3,5,0.6,10,22,0.455,12,12,1,3,13,2,0,1,2,2,41,/wnba/players/d/delleel01w.html,2021
Diamond DeShields,CHI,G,32,860,32,22,860,123,313,0.393,24,80,0.3,99,233,0.425,91,111,0.82,13,112,75,38,12,60,101,361,/wnba/players/d/deshidi01w.html,2021
Blake Dietrick,ATL,G,9,141,9,0,141,8,27,0.296,5,16,0.313,3,11,0.273,0,0,NA,3,14,11,5,1,5,20,21,/wnba/players/d/dietrbl01w.html,2021
Skylar Diggins-Smith,PHO,G,32,1040,32,32,1040,177,393,0.45,50,135,0.37,127,258,0.492,162,198,0.818,17,101,168,34,25,82,71,566,/wnba/players/d/diggisk01w.html,2021
Stefanie Dolson,CHI,C,24,480,24,15,480,71,146,0.486,19,47,0.404,52,99,0.525,18,19,0.947,16,84,30,6,19,30,64,179,/wnba/players/d/dolsost01w.html,2021
Chelsea Dungee,DAL,G,14,64,14,0,64,3,17,0.176,2,10,0.2,1,7,0.143,0,0,NA,1,3,1,0,1,2,7,8,/wnba/players/d/dungech01w.html,2021
Sylvia Fowles,MIN,C,31,934,31,31,934,208,325,0.64,0,0,NA,208,325,0.64,80,106,0.755,65,312,44,56,56,72,79,496,/wnba/players/f/fowlesy01w.html,2021
Kysre Gondrezick,IND,G,19,173,19,0,173,13,46,0.283,8,28,0.286,5,18,0.278,2,4,0.5,3,19,18,7,0,17,14,36,/wnba/players/g/gondrky01w.html,2021
Aleah Goodman,CON,G,1,3,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,1,0,/wnba/players/g/goodmal01w.html,2021
Haley Gorecki,PHO,G,3,6,3,0,6,0,1,0,0,1,0,0,0,NA,0,0,NA,0,2,0,0,0,1,0,0,/wnba/players/g/gorecha01w.html,2021
Allisha Gray,DAL,G,25,694,25,16,694,106,242,0.438,30,82,0.366,76,160,0.475,56,65,0.862,33,130,42,25,21,34,53,298,/wnba/players/g/grayal01w.html,2021
Chelsea Gray,LVA,G,32,926,32,32,926,148,326,0.454,27,71,0.38,121,255,0.475,32,36,0.889,15,92,189,37,9,88,43,355,/wnba/players/g/graych01w.html,2021
Reshanda Gray,NYL,F,15,210,15,0,210,34,64,0.531,2,9,0.222,32,55,0.582,18,26,0.692,13,53,5,4,4,21,47,88,/wnba/players/g/grayre01w.html,2021
Brittney Griner,PHO,C,30,983,30,30,983,248,431,0.575,4,9,0.444,244,422,0.578,115,136,0.846,71,284,80,12,58,66,72,615,/wnba/players/g/grinebr01w.html,2021
Arella Guirantes,LAS,G,25,291,25,2,291,26,95,0.274,6,27,0.222,20,68,0.294,21,26,0.808,6,33,15,8,4,12,26,79,/wnba/players/g/guiraar01w.html,2021
Megan Gustafson,WAS,C,11,109,11,1,109,19,32,0.594,0,2,0,19,30,0.633,6,9,0.667,11,40,0,2,1,9,10,44,/wnba/players/g/gustame01w.html,2021
Dearica Hamby,LVA,F,29,710,29,0,710,127,233,0.545,9,36,0.25,118,197,0.599,74,113,0.655,33,193,49,31,4,43,57,337,/wnba/players/h/hambyde01w.html,2021
Linnae Harper,MIN,G,1,5,1,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,0,0,2,0,/wnba/players/h/harpeli01w.html,2021
Isabelle Harrison,DAL,F,28,665,28,5,665,129,240,0.538,0,1,0,129,239,0.54,47,60,0.783,44,165,31,31,19,42,69,305,/wnba/players/h/harriis01w.html,2021
Mikiah Herbert Harrigan,SEA,F,1,1,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/h/harrimi01w.html,2021
Tyasha Harris,DAL,G,32,522,32,3,522,48,143,0.336,20,59,0.339,28,84,0.333,25,30,0.833,9,51,85,13,10,32,40,141,/wnba/players/h/harrity01w.html,2021
Bria Hartley,PHO,G,6,51,6,0,51,9,16,0.563,4,7,0.571,5,9,0.556,0,0,NA,2,4,5,1,0,5,1,22,/wnba/players/h/hartlbr01w.html,2021
Bernadett Hatar,IND,C,7,106,7,2,106,14,29,0.483,0,0,NA,14,29,0.483,6,7,0.857,7,18,2,3,3,11,18,34,/wnba/players/h/hatarbe01w.html,2021
Tianna Hawkins,ATL,F,28,433,28,8,433,50,126,0.397,16,66,0.242,34,60,0.567,21,23,0.913,14,87,17,11,14,32,62,137,/wnba/players/h/hawkiti01w.html,2021
Tiffany Hayes,ATL,G,21,595,21,19,595,105,240,0.438,34,84,0.405,71,156,0.455,64,75,0.853,14,67,63,33,4,31,65,308,/wnba/players/h/hayesti01w.html,2021
Shyla Heal,CHI,G,4,31,4,0,31,1,8,0.125,0,3,0,1,5,0.2,6,6,1,1,3,3,0,0,10,6,8,/wnba/players/h/healsh01w.html,2021
Ruthy Hebard,CHI,F,30,505,30,6,505,73,138,0.529,0,2,0,73,136,0.537,27,34,0.794,42,132,23,20,20,18,59,173,/wnba/players/h/hebarru01w.html,2021
Natisha Hiedeman,CON,G,32,644,32,5,644,78,195,0.4,51,128,0.398,27,67,0.403,35,50,0.7,7,60,60,27,6,30,61,242,/wnba/players/h/hiedena01w.html,2021
Myisha Hines-Allen,WAS,F,18,462,18,17,462,89,215,0.414,13,41,0.317,76,174,0.437,41,56,0.732,32,126,45,24,11,32,45,232,/wnba/players/h/hinesmy01w.html,2021
Natasha Howard,NYL,F,13,357,13,13,357,87,176,0.494,12,36,0.333,75,140,0.536,24,31,0.774,28,94,22,17,7,49,38,210,/wnba/players/h/howarna01w.html,2021
Sabrina Ionescu,NYL,G,30,899,30,26,899,113,298,0.379,54,166,0.325,59,132,0.447,72,79,0.911,21,170,183,18,16,96,54,352,/wnba/players/i/ionessa01w.html,2021
Briann January,CON,G,29,877,29,29,877,71,167,0.425,27,71,0.38,44,96,0.458,33,38,0.868,9,42,89,25,4,52,58,202,/wnba/players/j/januabr01w.html,2021
Moriah Jefferson,DAL,G,29,500,29,28,500,66,147,0.449,23,50,0.46,43,97,0.443,3,5,0.6,12,58,72,24,5,40,40,158,/wnba/players/j/jeffemo01w.html,2021
Stella Johnson,WAS,G,6,31,6,0,31,3,8,0.375,2,5,0.4,1,3,0.333,4,4,1,3,3,2,0,1,5,7,12,/wnba/players/j/johnsst01w.html,2021
Brionna Jones,CON,F,32,980,32,32,980,194,340,0.571,0,3,0,194,337,0.576,82,103,0.796,101,233,56,44,17,70,97,470,/wnba/players/j/jonesbr01w.html,2021
Jazmine Jones,NYL,G,27,448,27,0,448,53,149,0.356,18,47,0.383,35,102,0.343,35,46,0.761,12,66,31,14,10,43,64,159,/wnba/players/j/jonesja02w.html,2021
Jonquel Jones,CON,F,27,856,27,27,856,192,373,0.515,42,116,0.362,150,257,0.584,97,121,0.802,67,303,75,34,34,78,84,523,/wnba/players/j/jonesjo01w.html,2021
Stephanie Jones,CON,F,18,99,18,0,99,12,29,0.414,0,2,0,12,27,0.444,1,2,0.5,11,21,3,2,1,3,9,25,/wnba/players/j/jonesst01w.html,2021
Awak Kuier,DAL,F,16,142,16,0,142,12,39,0.308,3,18,0.167,9,21,0.429,11,14,0.786,9,39,9,5,12,16,10,38,/wnba/players/k/kuieraw01w.html,2021
Betnijah Laney,NYL,G-F,32,1069,32,32,1069,203,450,0.451,34,109,0.312,169,341,0.496,96,122,0.787,27,132,167,21,3,119,70,536,/wnba/players/l/laneybe01w.html,2021
Jantel Lavender,IND,F,27,539,27,14,539,76,188,0.404,4,20,0.2,72,168,0.429,18,20,0.9,46,105,41,0,4,37,48,174,/wnba/players/l/lavenja01w.html,2021
Kiara Leslie,WAS,G,9,86,9,0,86,8,24,0.333,2,7,0.286,6,17,0.353,7,8,0.875,2,20,2,4,0,4,11,25,/wnba/players/l/lesliki01w.html,2021
Jewell Loyd,SEA,G,31,962,31,31,962,193,459,0.42,65,173,0.376,128,286,0.448,104,117,0.889,24,125,117,46,6,71,64,555,/wnba/players/l/loydje01w.html,2021
Marina Mabrey,DAL,G,32,773,32,8,773,158,390,0.405,63,184,0.342,95,206,0.461,45,51,0.882,23,124,93,32,10,68,79,424,/wnba/players/m/mabrema01w.html,2021
Ezi Magbegor,SEA,C,30,456,30,3,456,81,160,0.506,5,9,0.556,76,151,0.503,33,39,0.846,46,116,24,18,29,26,65,200,/wnba/players/m/magbeez01w.html,2021
Kayla McBride,MIN,G,32,1010,32,32,1010,143,330,0.433,61,161,0.379,82,169,0.485,91,100,0.91,8,115,72,26,5,34,57,438,/wnba/players/m/mcbrika01w.html,2021
Erica McCall,WAS,F,23,356,23,6,356,37,74,0.5,0,1,0,37,73,0.507,20,32,0.625,33,99,13,7,9,20,46,94,/wnba/players/m/mccaler01w.html,2021
Angel McCoughtry,LVA,F-G,1,0,1,0,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/m/mccouan01w.html,2021
Teaira McCowan,IND,C,32,848,32,23,848,138,257,0.537,0,0,NA,138,257,0.537,85,132,0.644,109,308,34,18,51,53,107,361,/wnba/players/m/mccowte01w.html,2021
Aari McDonald,ATL,G,30,493,30,4,493,56,174,0.322,32,104,0.308,24,70,0.343,45,51,0.882,9,49,59,25,5,35,53,189,/wnba/players/m/mcdonaa01w.html,2021
Kelsey Mitchell,IND,G,32,1059,32,32,1059,212,492,0.431,70,209,0.335,142,283,0.502,75,85,0.882,21,84,80,34,7,65,74,569,/wnba/players/m/mitchke01w.html,2021
Leilani Mitchell,WAS,G,31,725,31,12,725,64,178,0.36,50,140,0.357,14,38,0.368,19,23,0.826,11,61,77,15,2,35,46,197,/wnba/players/m/mitchle01w.html,2021
Tiffany Mitchell,IND,G,28,765,28,25,765,107,254,0.421,12,47,0.255,95,207,0.459,110,125,0.88,25,80,56,17,1,54,53,336,/wnba/players/m/mitchti01w.html,2021
